序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","平均風向 WD_HR (degress)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
537,臺中市,2007/09/25,忠明,3.1,0.69,-,24.6,52,51,35.0,24.28,5.79,18.5,2.039,0.295,1.74,-,-,27.77,-,77.33,55.0,-
538,臺中市,2007/09/25,沙鹿,3.8,0.44,-,26.5,52,62,25.0,16.97,2.34,14.62,-,-,-,-,-,29.94,-,74.58,59.0,-
539,臺中市,2007/09/25,豐原,4.3,0.53,-,25.7,52,51,26.0,18.53,2.61,15.92,1.883,0.182,1.7,-,-,28.1,-,78.47,58.0,-
540,臺中市,2007/09/25,大里,3.5,0.56,415.75,26.5,61,56,34.0,19.96,4.87,15.09,-,-,-,-,-,28.67,-,72.6,62.0,-
541,臺中市,2007/09/24,西屯,2.9,0.44,-,28.6,59,43,28.0,19.16,2.63,16.52,2.108,0.16,1.95,-,-,27.1,-,80.3,65.0,-
542,臺中市,2007/09/24,忠明,3.0,0.64,-,28.0,57,41,27.0,24.36,3.25,21.11,1.985,0.242,1.74,-,-,27.39,-,81.0,63.0,-
543,臺中市,2007/09/24,沙鹿,2.7,0.42,-,35.8,62,65,25.0,14.9,1.14,13.75,-,-,-,-,-,29.86,-,76.84,71.0,-
544,臺中市,2007/09/24,豐原,3.1,0.52,-,34.4,58,49,26.0,16.1,1.62,14.46,1.876,0.177,1.7,-,-,27.61,-,82.28,67.0,-
545,臺中市,2007/09/24,大里,2.8,0.57,422.11,30.8,66,51,31.0,19.28,2.88,16.38,1.595,0.191,1.4,-,-,27.37,-,78.58,79.0,-
546,臺中市,2007/09/23,西屯,2.4,0.53,-,27.9,52,46,29.0,22.0,10.36,11.64,2.327,0.267,2.06,-,-,28.01,-,72.99,49.0,-
547,臺中市,2007/09/23,忠明,3.0,0.69,-,26.3,45,44,30.0,25.85,6.96,18.89,2.102,0.349,1.75,-,-,28.34,-,74.17,49.0,-
548,臺中市,2007/09/23,沙鹿,5.4,0.6,-,38.9,67,81,34.0,21.68,2.82,18.86,-,-,-,-,-,30.99,-,71.07,66.0,-
549,臺中市,2007/09/23,豐原,5.7,0.68,-,32.9,52,51,30.0,21.6,2.47,19.11,1.96,0.218,1.74,-,-,28.72,-,75.57,63.0,-
550,臺中市,2007/09/23,大里,2.9,0.47,422.6,28.5,55,47,28.0,18.45,7.23,11.22,-,-,-,-,-,29.1,-,71.39,56.0,-
551,臺中市,2007/09/22,西屯,2.6,0.83,-,7.8,13,43,28.0,42.69,18.65,24.04,2.371,0.436,1.93,-,-,25.94,-,82.09,43.0,-
552,臺中市,2007/09/22,忠明,3.3,0.92,-,4.8,9,39,28.0,42.4,15.93,26.47,2.283,0.548,1.74,-,-,26.23,-,82.18,39.0,-
553,臺中市,2007/09/22,沙鹿,2.9,0.59,-,9.7,14,46,22.0,27.31,6.01,21.31,-,-,-,-,-,27.65,-,82.87,46.0,-
554,臺中市,2007/09/22,豐原,3.1,0.81,-,8.0,16,45,23.0,28.44,8.16,20.28,2.136,0.437,1.7,-,-,26.44,-,83.17,45.0,-
555,臺中市,2007/09/22,大里,4.6,0.8,430.45,5.0,9,48,29.0,37.73,17.74,19.99,1.957,0.513,1.44,-,-,26.64,-,79.98,48.0,-
556,臺中市,2007/09/21,西屯,3.2,0.42,-,21.4,47,54,35.0,20.49,4.68,15.81,2.125,0.192,1.93,-,-,27.2,-,75.91,57.0,-
557,臺中市,2007/09/21,忠明,2.8,0.55,-,23.0,46,55,39.0,22.34,5.83,16.51,2.008,0.312,1.7,-,-,27.64,-,76.84,60.0,-
558,臺中市,2007/09/21,沙鹿,3.1,0.41,-,21.0,38,87,34.0,16.71,2.94,13.76,-,-,-,-,-,29.34,-,77.49,68.0,-
559,臺中市,2007/09/21,豐原,3.5,0.5,-,22.8,41,53,34.0,19.88,6.01,13.87,1.891,0.202,1.69,-,-,27.81,-,78.18,54.0,-
560,臺中市,2007/09/21,大里,2.9,0.57,413.95,30.9,56,63,43.0,21.12,7.24,13.89,-,-,-,-,-,28.68,-,71.86,74.0,-
561,臺中市,2007/09/20,西屯,2.5,0.59,-,35.2,73,74,51.0,20.5,5.77,14.74,2.297,0.23,2.07,-,-,27.04,-,78.41,70.0,-
562,臺中市,2007/09/20,忠明,3.4,0.88,-,32.8,74,84,61.0,30.91,9.93,20.99,2.256,0.427,1.83,-,-,27.44,-,79.73,74.0,-
563,臺中市,2007/09/20,沙鹿,3.7,0.61,-,35.0,65,120,56.0,18.0,2.7,15.29,-,-,-,-,-,28.79,-,80.59,85.0,-
564,臺中市,2007/09/20,豐原,3.7,0.72,-,33.9,70,82,53.0,18.76,2.16,16.61,2.029,0.264,1.77,-,-,27.92,-,78.56,75.0,-
565,臺中市,2007/09/20,大里,3.7,0.7,416.71,35.1,83,83,56.0,21.66,4.89,16.76,1.666,0.278,1.39,-,-,28.41,-,74.47,82.0,-
566,臺中市,2007/09/19,大里,3.9,1.01,404.04,30.1,44,79,57.0,26.86,5.07,21.81,1.921,0.447,1.47,-,-,26.12,-,77.16,64.0,-
567,臺中市,2007/09/19,西屯,3.7,0.78,-,34.8,50,75,-,26.72,3.07,23.64,2.388,0.332,2.06,-,-,25.68,-,80.21,62.0,-
568,臺中市,2007/09/19,沙鹿,4.3,0.77,-,43.9,57,114,66.0,19.81,1.44,18.35,-,-,-,-,-,27.39,-,80.54,82.0,-
569,臺中市,2007/09/19,豐原,4.3,0.98,-,38.5,55,86,61.0,24.22,1.81,22.41,2.241,0.431,1.81,-,-,26.43,-,79.64,68.0,-
570,臺中市,2007/09/19,忠明,3.9,1.13,-,31.7,47,82,62.0,35.95,4.48,31.47,2.345,0.521,1.82,-,-,26.04,-,79.69,66.0,-
571,臺中市,2007/09/18,大里,-,-,-,-,35,25,18.0,-,-,-,-,-,-,-,-,-,-,-,34.0,-
572,臺中市,2007/09/18,西屯,1.5,0.32,-,40.9,49,28,-,9.09,0.85,8.24,2.015,0.144,1.87,-,-,24.1,-,88.52,51.0,-
573,臺中市,2007/09/18,沙鹿,2.6,0.33,-,44.0,51,58,22.0,6.36,0.94,5.4,-,-,-,-,-,25.33,-,90.34,54.0,-
574,臺中市,2007/09/18,豐原,1.0,0.36,-,35.8,42,26,10.0,10.32,0.82,9.5,1.781,0.102,1.68,-,-,23.95,-,93.95,44.0,-
575,臺中市,2007/09/18,忠明,1.7,0.42,-,33.4,44,24,19.0,13.48,1.49,11.97,1.796,0.148,1.65,-,-,23.87,-,92.02,46.0,-
576,臺中市,2007/09/17,大里,2.4,0.41,403.77,37.9,53,58,41.0,12.55,1.49,11.06,-,-,-,-,-,26.44,-,69.67,54.0,-
577,臺中市,2007/09/17,西屯,3.8,0.32,-,46.3,53,49,34.0,9.49,0.83,8.64,1.934,0.063,1.87,-,-,25.85,-,73.0,52.0,-
578,臺中市,2007/09/17,沙鹿,1.9,0.3,-,50.2,54,67,29.0,6.53,0.91,5.64,-,-,-,-,-,27.38,-,75.74,58.0,-
579,臺中市,2007/09/17,豐原,2.1,0.38,-,41.0,50,47,25.0,11.66,1.11,10.54,1.785,0.106,1.68,-,-,26.22,-,77.23,49.0,-
580,臺中市,2007/09/17,忠明,1.2,0.38,-,44.4,48,-,-,12.56,1.82,10.74,1.938,0.299,1.64,-,-,26.36,-,76.95,49.0,-
581,臺中市,2007/09/16,大里,3.9,0.64,419.6,53.9,101,98,73.0,19.62,2.5,17.12,1.701,0.247,1.45,-,-,28.54,-,61.2,99.0,-
582,臺中市,2007/09/16,西屯,-,-,-,-,84,-,-,-,-,-,-,-,-,-,-,-,-,-,78.0,-
583,臺中市,2007/09/16,忠明,3.4,0.72,-,48.8,85,93,71.0,23.95,2.41,21.54,2.131,0.31,1.82,-,-,28.24,-,65.63,78.0,-
584,臺中市,2007/09/16,豐原,4.0,0.56,-,53.4,82,85,58.0,16.51,1.18,15.33,1.952,0.185,1.77,-,-,28.38,-,66.24,80.0,-
585,臺中市,2007/09/16,沙鹿,-,-,-,-,47,-,-,-,-,-,-,-,-,-,-,-,-,-,46.0,-
586,臺中市,2007/09/15,豐原,4.1,0.65,-,52.1,85,91,61.0,18.09,1.15,16.94,2.032,0.262,1.77,-,-,28.45,-,66.36,82.0,-
587,臺中市,2007/09/15,大里,4.7,0.7,417.23,56.2,101,104,74.0,20.62,1.94,18.68,1.781,0.313,1.47,-,-,28.73,-,61.76,93.0,-
588,臺中市,2007/09/15,沙鹿,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,-
589,臺中市,2007/09/15,忠明,4.1,0.77,-,45.0,87,98,71.0,30.97,3.68,27.29,2.221,0.416,1.81,-,-,28.22,-,65.6,81.0,-
590,臺中市,2007/09/15,西屯,3.7,0.63,-,45.0,86,96,65.0,25.8,4.14,21.66,2.409,0.353,2.06,-,-,27.53,-,63.54,80.0,-
591,臺中市,2007/09/14,豐原,3.3,0.61,-,46.7,79,87,56.0,17.71,1.46,16.25,1.991,0.244,1.75,-,-,28.41,-,70.15,86.0,-
592,臺中市,2007/09/14,大里,4.4,0.71,417.45,48.7,96,97,67.0,23.02,2.6,20.42,1.815,0.382,1.43,-,-,28.97,-,63.85,91.0,-
593,臺中市,2007/09/14,沙鹿,3.1,0.49,-,44.7,81,114,59.0,16.78,2.19,14.59,-,-,-,-,-,29.61,-,69.44,82.0,-
594,臺中市,2007/09/14,忠明,3.3,0.73,-,37.4,79,90,64.0,30.76,5.23,25.53,2.208,0.433,1.78,-,-,28.08,-,69.09,78.0,-
595,臺中市,2007/09/14,西屯,3.0,0.55,-,40.8,79,87,62.0,20.7,1.98,18.71,2.201,0.249,1.95,-,-,27.5,-,67.53,78.0,-
596,臺中市,2007/09/13,豐原,3.5,0.55,-,39.0,63,88,55.0,17.45,2.05,15.4,1.948,0.198,1.75,-,-,28.13,-,71.66,69.0,-
597,臺中市,2007/09/13,大里,3.9,0.65,412.02,38.2,77,98,65.0,22.89,2.96,19.92,1.796,0.304,1.49,-,-,29.05,-,64.92,74.0,-
598,臺中市,2007/09/13,沙鹿,3.1,0.44,-,40.9,61,103,54.0,13.77,0.81,12.92,-,-,-,-,-,29.13,-,68.77,76.0,-
599,臺中市,2007/09/13,忠明,3.2,0.65,-,33.9,67,89,61.0,25.51,2.98,22.53,2.105,0.34,1.77,-,-,27.78,-,69.95,70.0,-
600,臺中市,2007/09/13,西屯,2.1,0.48,-,41.8,68,86,59.0,14.51,1.07,13.39,2.109,0.166,1.94,-,-,27.23,-,67.58,68.0,-
601,臺中市,2007/09/12,豐原,3.5,0.46,-,46.3,80,67,36.0,15.98,1.57,14.4,1.88,0.155,1.73,-,-,28.33,-,66.05,79.0,-
602,臺中市,2007/09/12,大里,3.9,0.62,409.57,45.3,86,80,49.0,22.36,2.5,19.86,1.839,0.315,1.52,-,-,29.94,-,59.89,88.0,-
603,臺中市,2007/09/12,沙鹿,3.3,0.39,-,48.4,69,95,45.0,11.3,0.45,10.78,-,-,-,-,-,29.27,-,66.97,72.0,-
604,臺中市,2007/09/12,忠明,3.5,0.54,-,46.9,82,67,42.0,22.98,2.82,20.16,2.026,0.299,1.73,-,-,28.04,-,64.62,83.0,-
605,臺中市,2007/09/12,西屯,2.2,0.4,-,49.5,81,72,45.0,13.59,1.07,12.48,2.049,0.133,1.92,-,-,28.01,-,60.27,81.0,-
606,臺中市,2007/09/11,豐原,4.9,0.54,-,37.2,63,61,38.0,20.9,1.87,19.01,1.947,0.199,1.75,-,-,28.13,-,72.47,61.0,-
607,臺中市,2007/09/11,西屯,2.7,0.46,-,37.6,71,63,37.0,19.81,2.89,16.92,2.165,0.186,1.98,-,-,28.33,-,62.22,68.0,-
608,臺中市,2007/09/11,沙鹿,2.8,0.42,-,37.1,63,75,32.0,15.31,0.86,14.42,-,-,-,-,-,29.75,-,65.69,62.0,-
609,臺中市,2007/09/11,忠明,3.1,0.58,-,40.9,71,63,42.0,24.08,2.8,21.28,2.086,0.325,1.76,-,-,27.73,-,71.59,67.0,-
610,臺中市,2007/09/11,大里,3.9,0.56,413.74,41.6,78,62,40.0,18.79,2.07,16.72,1.78,0.252,1.53,-,-,29.88,-,65.42,74.0,-
611,臺中市,2007/09/10,豐原,3.5,0.64,-,40.6,75,60,32.0,19.38,1.42,17.93,2.027,0.264,1.76,-,-,28.73,-,72.01,74.0,-
612,臺中市,2007/09/10,西屯,2.9,0.55,-,36.9,78,54,34.0,21.64,2.65,18.98,2.229,0.213,2.02,-,-,29.03,-,62.35,76.0,-
613,臺中市,2007/09/10,沙鹿,2.9,0.54,-,36.2,69,81,35.0,17.6,1.97,15.59,-,-,-,-,-,30.55,-,65.02,74.0,-
614,臺中市,2007/09/10,忠明,3.3,0.66,-,41.0,83,58,36.0,24.78,1.46,23.3,2.146,0.351,1.8,-,-,28.37,-,69.93,83.0,-
615,臺中市,2007/09/10,大里,2.7,0.6,417.58,41.6,86,54,32.0,17.87,3.13,14.74,1.799,0.247,1.55,-,-,29.72,-,69.7,92.0,-
616,臺中市,2007/09/09,豐原,2.1,0.58,-,43.5,65,56,36.0,15.65,1.18,14.47,1.968,0.199,1.77,-,-,27.62,-,78.27,61.0,-
617,臺中市,2007/09/09,西屯,3.2,0.53,-,36.6,70,56,38.0,20.1,1.93,18.17,2.26,0.175,2.09,-,-,28.57,-,69.74,75.0,-
618,臺中市,2007/09/09,沙鹿,3.7,0.52,-,43.3,68,96,39.0,14.53,0.82,13.66,-,-,-,-,-,30.3,-,71.15,73.0,-
619,臺中市,2007/09/09,忠明,2.3,0.69,-,42.5,72,53,36.0,22.03,1.9,20.11,2.079,0.27,1.81,-,-,27.48,-,76.89,73.0,-
620,臺中市,2007/09/09,大里,2.1,0.53,417.94,38.5,75,49,30.0,15.22,2.3,12.91,1.662,0.186,1.48,-,-,28.07,-,74.59,91.0,-
621,臺中市,2007/09/08,豐原,3.1,0.52,-,48.9,73,62,37.0,15.73,1.43,14.3,1.969,0.204,1.76,-,-,28.97,-,73.95,77.0,-
622,臺中市,2007/09/08,西屯,7.8,0.49,-,41.4,77,62,43.0,18.13,1.36,16.77,2.274,0.211,2.06,-,-,29.01,-,67.48,76.0,-
623,臺中市,2007/09/08,大里,3.1,0.56,420.41,45.9,84,64,41.0,18.95,2.66,16.28,1.821,0.212,1.61,-,-,29.97,-,67.68,78.0,-
624,臺中市,2007/09/08,沙鹿,4.0,0.5,-,40.0,68,85,36.0,14.85,1.37,13.44,-,-,-,-,-,30.7,-,69.83,75.0,-
625,臺中市,2007/09/08,忠明,3.3,0.61,-,49.1,79,63,39.0,20.59,1.58,19.01,2.071,0.247,1.82,-,-,28.72,-,71.89,80.0,-
626,臺中市,2007/09/07,豐原,3.7,0.59,-,45.6,73,70,39.0,19.33,1.24,18.07,2.058,0.274,1.78,-,-,28.26,-,75.33,69.0,-
627,臺中市,2007/09/07,西屯,3.4,0.57,-,41.1,82,62,43.0,26.06,3.81,22.25,2.573,0.399,2.18,-,-,28.58,-,68.0,85.0,-
628,臺中市,2007/09/07,大里,3.0,0.54,414.0,52.4,91,60,41.0,16.2,2.82,13.38,1.772,0.248,1.52,-,-,29.3,-,70.14,97.0,-
629,臺中市,2007/09/07,沙鹿,4.2,0.57,-,44.8,83,92,45.0,16.75,1.4,15.31,-,-,-,-,-,30.38,-,68.89,82.0,-
630,臺中市,2007/09/07,忠明,3.0,0.7,-,48.6,84,66,46.0,23.88,1.64,22.22,2.183,0.393,1.79,-,-,27.95,-,73.73,87.0,-
631,臺中市,2007/09/06,豐原,3.2,0.56,-,42.0,74,57,33.0,16.66,0.96,15.66,2.012,0.242,1.77,-,-,28.02,-,76.01,79.0,-
632,臺中市,2007/09/06,西屯,1.9,0.43,-,44.7,80,57,38.0,15.92,1.16,14.73,2.281,0.279,2.0,-,-,28.24,-,68.48,79.0,-
633,臺中市,2007/09/06,大里,3.5,0.58,419.14,43.7,88,54,36.0,21.43,6.14,15.29,1.984,0.353,1.63,-,-,28.64,-,73.12,92.0,-
634,臺中市,2007/09/06,沙鹿,3.5,0.44,-,47.6,80,86,43.0,11.01,1.16,9.86,-,-,-,-,-,29.58,-,70.86,84.0,-
635,臺中市,2007/09/06,忠明,3.3,0.62,-,42.3,83,56,38.0,24.14,3.92,20.22,2.109,0.303,1.81,-,-,27.65,-,74.46,83.0,-
636,臺中市,2007/09/05,豐原,2.5,0.6,-,20.6,34,36,19.0,20.5,2.58,17.91,2.019,0.316,1.7,-,-,26.53,-,83.54,36.0,-
637,臺中市,2007/09/05,西屯,2.7,0.48,-,16.0,27,36,24.0,28.41,6.09,22.31,2.25,0.305,1.95,-,-,26.39,-,79.73,38.0,-
638,臺中市,2007/09/05,大里,2.6,0.52,414.94,15.3,33,33,20.0,23.72,7.28,16.45,2.108,0.311,1.8,-,-,26.49,-,82.98,43.0,-
639,臺中市,2007/09/05,沙鹿,3.3,0.34,-,24.7,37,36,16.0,13.92,2.37,11.55,-,-,-,-,-,28.64,-,78.43,37.0,-
640,臺中市,2007/09/05,忠明,3.6,0.72,-,14.1,29,33,22.0,33.27,6.6,26.67,2.251,0.481,1.77,-,-,26.17,-,82.49,33.0,-
641,臺中市,2007/09/04,西屯,2.0,0.34,-,16.9,30,31,20.0,21.8,4.86,16.94,2.029,0.143,1.89,-,-,27.24,-,72.38,32.0,-
642,臺中市,2007/09/04,忠明,1.9,0.48,-,20.1,32,27,16.0,20.51,3.65,16.86,1.97,0.296,1.67,-,-,26.84,-,76.37,33.0,-
643,臺中市,2007/09/04,大里,2.5,0.35,402.86,19.6,29,27,16.0,13.66,3.15,10.51,1.893,0.264,1.63,-,-,27.19,-,76.46,31.0,-
644,臺中市,2007/09/04,沙鹿,3.4,0.25,-,22.6,35,30,13.0,15.06,2.07,12.98,-,-,-,-,-,29.48,-,71.61,34.0,-
645,臺中市,2007/09/04,豐原,1.3,0.37,-,24.9,38,34,15.0,14.59,1.77,12.82,1.894,0.245,1.65,-,-,27.59,-,75.6,40.0,-
646,臺中市,2007/09/03,西屯,3.2,0.29,-,22.0,42,32,18.0,17.52,2.94,14.57,2.241,0.249,1.99,-,-,28.45,-,62.71,45.0,-
647,臺中市,2007/09/03,忠明,3.5,0.51,-,27.2,50,34,21.0,22.83,3.14,19.7,1.987,0.297,1.69,-,-,27.79,-,67.92,61.0,-
648,臺中市,2007/09/03,大里,3.0,0.34,408.73,27.3,50,31,17.0,14.03,3.43,10.6,1.878,0.197,1.68,-,-,28.43,-,65.64,52.0,-
649,臺中市,2007/09/03,沙鹿,2.5,0.26,-,32.3,54,27,13.0,12.11,1.49,10.6,-,-,-,-,-,30.63,-,63.38,81.0,-
650,臺中市,2007/09/03,豐原,3.0,0.37,-,34.0,58,38,18.0,13.81,1.85,11.95,1.865,0.186,1.68,-,-,28.21,-,69.04,60.0,-
651,臺中市,2007/09/02,西屯,2.1,0.21,-,31.0,45,28,18.0,10.81,1.69,9.12,2.097,0.173,1.92,-,-,28.4,-,63.67,52.0,-
652,臺中市,2007/09/02,忠明,2.2,0.42,-,28.7,44,28,17.0,17.89,1.83,16.04,1.869,0.194,1.68,-,-,27.64,-,69.5,46.0,-
653,臺中市,2007/09/02,大里,2.2,0.24,399.53,33.2,50,27,17.0,10.26,2.73,7.54,1.708,0.095,1.61,-,-,28.18,-,67.81,50.0,-
654,臺中市,2007/09/02,沙鹿,6.5,0.4,-,29.3,38,26,12.0,18.2,5.11,13.08,-,-,-,-,-,30.77,-,63.37,70.0,-
655,臺中市,2007/09/02,豐原,2.3,0.37,-,31.7,48,35,18.0,12.52,1.28,11.22,1.813,0.128,1.69,-,-,27.59,-,72.99,53.0,-
656,臺中市,2007/09/01,西屯,3.0,0.28,-,31.4,54,40,27.0,15.33,2.3,13.02,2.232,0.261,1.97,-,-,28.79,-,64.87,54.0,-
657,臺中市,2007/09/01,忠明,3.1,0.44,-,31.9,52,39,27.0,21.13,2.05,19.08,1.943,0.252,1.69,-,-,27.8,-,72.37,50.0,-
658,臺中市,2007/09/01,大里,4.0,0.34,409.96,34.0,58,37,25.0,13.83,2.5,11.33,1.848,0.174,1.67,-,-,28.63,-,70.22,61.0,-
659,臺中市,2007/09/01,沙鹿,4.5,0.3,-,36.7,57,37,18.0,13.02,1.67,11.32,-,-,-,-,-,31.07,-,65.0,99.0,-
660,臺中市,2007/09/01,豐原,3.1,0.43,-,39.8,63,48,26.0,13.78,0.96,12.82,1.877,0.204,1.67,-,-,27.79,-,75.4,67.0,-
661,臺南市,2007/09/30,善化,4.5,0.38,431.89,57.9,90,83,50.0,11.19,1.61,9.58,-,-,-,-,-,28.76,-,82.85,91.0,-
662,臺南市,2007/09/30,安南,4.8,0.51,-,37.6,65,80,47.0,18.92,0.81,18.12,2.236,0.248,1.99,-,-,29.41,-,73.86,65.0,-
663,臺南市,2007/09/30,新營,3.6,0.48,-,59.7,93,99,59.0,10.46,1.19,9.27,2.388,0.185,2.2,-,-,28.95,-,72.49,98.0,-
664,臺南市,2007/09/30,臺南,4.6,0.49,-,62.6,100,66,48.0,15.87,0.84,15.02,2.959,0.514,2.45,-,-,28.96,-,78.46,102.0,-
665,臺南市,2007/09/29,新營,4.3,0.51,-,64.1,112,104,61.0,12.69,1.85,10.85,2.491,0.209,2.28,-,-,28.79,-,75.28,129.0,-
666,臺南市,2007/09/29,善化,4.2,0.4,431.1,66.3,113,86,56.0,13.96,1.9,12.05,-,-,-,-,-,28.85,-,84.19,134.0,-
667,臺南市,2007/09/29,安南,4.6,0.49,-,39.8,67,89,55.0,18.96,1.33,17.6,2.203,0.305,1.9,-,-,29.6,-,73.5,72.0,-
668,臺南市,2007/09/29,臺南,4.7,0.56,-,60.1,98,74,54.0,18.68,0.79,17.84,2.841,0.621,2.22,-,-,29.2,-,76.57,101.0,-
669,臺南市,2007/09/28,臺南,5.0,0.49,-,62.6,91,62,48.0,15.7,0.7,14.94,2.827,0.574,2.25,-,-,29.02,-,75.19,121.0,-
670,臺南市,2007/09/28,善化,4.8,0.29,415.93,60.9,97,67,40.0,11.03,1.63,9.39,-,-,-,-,-,28.58,-,82.92,134.0,-
671,臺南市,2007/09/28,安南,5.9,0.37,-,37.8,61,74,44.0,16.3,1.66,14.63,2.124,0.239,1.89,-,-,29.13,-,-,76.0,-
672,臺南市,2007/09/28,新營,3.4,0.38,-,58.2,93,82,50.0,11.03,1.52,9.51,2.222,0.141,2.08,-,-,28.51,-,74.3,122.0,-
673,臺南市,2007/09/27,新營,3.4,0.38,-,47.8,77,76,42.0,10.83,1.26,9.56,2.222,0.176,2.05,-,-,28.69,-,74.24,76.0,-
674,臺南市,2007/09/27,臺南,4.8,0.47,-,51.7,81,60,44.0,17.74,1.05,16.64,2.702,0.638,2.07,-,-,28.64,-,79.51,77.0,-
675,臺南市,2007/09/27,安南,6.5,0.43,-,29.5,49,74,43.0,20.22,1.46,18.76,2.199,0.379,1.82,-,-,29.16,-,-,62.0,-
676,臺南市,2007/09/27,善化,4.0,0.31,420.12,44.4,62,66,39.0,13.24,3.24,10.01,-,-,-,-,-,28.79,-,82.62,61.0,-
677,臺南市,2007/09/26,新營,3.2,0.38,-,36.6,62,57,29.0,10.29,1.13,9.14,2.21,0.121,2.09,-,-,27.89,-,76.5,62.0,-
678,臺南市,2007/09/26,臺南,5.5,0.57,-,34.7,55,55,37.0,20.31,2.46,17.84,2.53,0.647,1.88,-,-,28.1,-,79.37,55.0,-
679,臺南市,2007/09/26,安南,5.9,0.45,-,22.9,38,65,37.0,21.11,2.88,18.23,2.086,0.245,1.84,-,-,28.52,-,-,58.0,-
680,臺南市,2007/09/26,善化,3.3,0.32,429.28,40.1,59,50,28.0,11.71,1.8,9.91,-,-,-,-,-,27.92,-,85.58,60.0,-
681,臺南市,2007/09/25,新營,2.3,0.38,-,31.1,53,47,26.0,9.75,1.02,8.73,2.152,0.107,2.05,-,-,27.18,-,81.37,50.0,-
682,臺南市,2007/09/25,臺南,4.2,0.58,-,33.6,58,38,24.0,20.31,3.08,17.22,1.946,0.432,1.52,-,-,26.97,-,86.18,60.0,-
683,臺南市,2007/09/25,安南,3.6,0.44,-,19.1,39,56,32.0,19.82,3.1,16.7,2.063,0.182,1.88,-,-,27.42,-,-,53.0,-
684,臺南市,2007/09/25,善化,2.6,0.28,420.98,33.9,51,35,17.0,9.46,1.63,7.82,-,-,-,-,-,26.87,-,90.6,51.0,-
685,臺南市,2007/09/24,新營,2.3,0.33,-,29.3,47,38,21.0,9.19,1.6,7.58,2.119,0.11,2.01,-,-,27.2,-,82.25,72.0,-
686,臺南市,2007/09/24,臺南,3.0,0.58,-,26.1,53,32,23.0,23.21,3.56,19.63,1.998,0.458,1.54,-,-,26.98,-,89.0,68.0,-
687,臺南市,2007/09/24,安南,3.3,0.41,-,16.5,34,38,22.0,19.35,2.27,17.06,2.054,0.202,1.85,-,-,27.39,-,-,44.0,-
688,臺南市,2007/09/24,善化,3.6,0.25,422.41,33.6,52,35,16.0,9.95,2.54,7.41,-,-,-,-,-,27.52,-,89.59,60.0,-
689,臺南市,2007/09/23,新營,3.2,0.4,-,34.6,51,50,27.0,8.3,1.32,6.97,2.047,0.096,1.95,-,-,27.54,-,81.13,55.0,-
690,臺南市,2007/09/23,臺南,4.7,0.61,-,35.1,61,38,27.0,20.25,1.43,18.81,1.987,0.434,1.55,-,-,26.67,-,89.89,72.0,-
691,臺南市,2007/09/23,安南,4.6,0.42,-,21.2,35,43,30.0,17.0,2.28,14.73,1.999,0.16,1.84,-,-,27.1,-,-,43.0,-
692,臺南市,2007/09/23,善化,3.9,0.3,419.8,37.5,52,45,22.0,10.71,2.69,8.02,-,-,-,-,-,27.49,-,89.97,54.0,-
693,臺南市,2007/09/22,新營,3.0,0.53,-,32.5,58,71,41.0,23.18,8.75,14.43,2.297,0.235,2.06,-,-,26.85,-,84.66,60.0,-
694,臺南市,2007/09/22,臺南,4.2,0.58,-,46.4,91,70,44.0,26.42,5.85,20.53,2.153,0.506,1.65,-,-,27.35,-,85.91,102.0,-
695,臺南市,2007/09/22,安南,4.2,0.47,-,25.3,49,61,38.0,29.81,9.5,20.31,2.17,0.281,1.89,-,-,27.79,-,-,56.0,-
696,臺南市,2007/09/22,善化,6.0,0.44,430.74,44.2,77,68,41.0,21.65,7.14,14.51,-,-,-,-,-,27.73,-,88.77,78.0,-
697,臺南市,2007/09/21,新營,3.3,0.43,-,36.2,73,84,43.0,13.05,2.87,10.18,2.134,0.104,2.03,-,-,27.83,-,76.74,72.0,-
698,臺南市,2007/09/21,臺南,5.2,0.62,-,47.6,90,80,52.0,20.42,1.57,18.81,2.235,0.518,1.72,-,-,28.32,-,79.7,92.0,-
699,臺南市,2007/09/21,安南,5.7,0.49,-,28.2,57,87,49.0,21.4,2.55,18.89,2.117,0.269,1.85,-,-,28.48,-,-,68.0,-
700,臺南市,2007/09/21,善化,5.3,0.38,426.25,42.8,81,76,39.0,13.56,2.91,10.66,-,-,-,-,-,28.12,-,84.56,96.0,-
701,臺南市,2007/09/20,新營,3.1,0.57,-,42.5,78,104,64.0,15.33,4.11,11.23,2.257,0.135,2.12,-,-,27.72,-,76.06,82.0,-
