序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
177,臺北市,2013/11/05,古亭,1.9,0.53,-,33.6,48,54,26.0,21.12,3.32,17.79,2.008,0.099,1.91,3.44,21.24,95.37,52.0
178,臺北市,2013/11/05,中山,3.2,0.65,-,28.9,44,75,40.0,29.71,6.97,22.75,2.043,0.18,1.86,2.75,21.99,86.88,62.0
179,臺北市,2013/11/05,大同,3.4,1.42,-,-,-,67,46.0,65.43,33.44,31.99,2.451,0.505,1.95,-,-,-,58.0
180,臺北市,2013/11/05,萬華,2.8,0.53,-,30.9,46,43,27.0,25.1,4.21,20.88,-,-,-,3.77,21.84,86.9,45.0
181,臺北市,2013/11/05,陽明,0.8,0.28,396.97,52.3,58,5,3.0,2.42,1.17,1.25,-,-,-,-,16.77,100.0,51.0
182,臺北市,2013/11/05,士林,2.6,0.37,-,46.6,55,25,20.0,7.14,1.17,5.97,-,-,-,3.3,22.59,76.94,49.0
183,臺北市,2013/11/04,松山,1.6,0.47,416.73,38.0,46,24,20.0,21.17,2.28,18.89,1.921,0.099,1.82,2.19,21.21,87.06,42.0
184,臺北市,2013/11/04,古亭,1.5,0.48,-,36.5,42,39,16.0,18.56,3.24,15.32,1.992,0.09,1.9,2.88,21.71,91.03,39.0
185,臺北市,2013/11/04,中山,2.3,0.62,-,31.0,40,47,27.0,26.45,4.93,21.51,2.074,0.182,1.89,2.55,22.62,84.39,47.0
186,臺北市,2013/11/04,大同,3.2,1.77,-,-,-,56,29.0,83.57,45.53,38.04,2.579,0.616,1.96,-,-,-,53.0
187,臺北市,2013/11/04,萬華,1.8,0.49,-,34.5,42,21,17.0,21.9,3.03,18.87,-,-,-,3.06,22.46,83.83,39.0
188,臺北市,2013/11/04,陽明,0.6,0.31,383.25,54.6,58,6,5.0,2.27,0.53,1.7,-,-,-,-,17.26,100.0,51.0
189,臺北市,2013/11/04,士林,1.3,0.4,-,41.7,45,17,16.0,13.66,1.87,11.79,-,-,-,2.25,22.84,78.09,46.0
190,臺北市,2013/11/03,松山,2.7,0.53,433.16,19.5,35,24,18.0,27.52,11.49,16.03,2.145,0.2,1.95,1.31,24.35,82.89,38.0
191,臺北市,2013/11/03,古亭,2.1,0.54,-,15.5,29,31,14.0,27.7,11.62,16.09,2.099,0.174,1.93,1.41,24.57,87.76,32.0
192,臺北市,2013/11/03,中山,3.7,0.72,-,12.2,22,43,27.0,39.53,17.19,22.34,2.263,0.263,2.0,1.41,25.49,82.14,43.0
193,臺北市,2013/11/03,大同,3.7,1.6,-,-,-,48,29.0,63.11,37.43,25.67,2.74,0.657,2.08,-,-,-,48.0
194,臺北市,2013/11/03,萬華,2.7,0.67,-,12.4,21,26,16.0,30.07,9.83,20.24,-,-,-,1.06,25.17,82.83,30.0
195,臺北市,2013/11/03,陽明,2.1,0.22,389.04,28.5,52,12,7.0,6.99,1.68,5.28,-,-,-,-,19.64,100.0,45.0
196,臺北市,2013/11/03,士林,2.8,0.48,-,17.9,32,29,15.0,24.55,10.86,13.69,-,-,-,1.37,25.06,81.87,32.0
197,臺北市,2013/11/02,松山,3.3,0.7,430.55,6.6,13,32,21.0,42.93,20.85,22.09,2.249,0.307,1.94,1.12,25.6,80.46,32.0
198,臺北市,2013/11/02,古亭,4.6,0.94,-,6.0,13,49,22.0,52.43,28.77,23.66,2.457,0.431,2.03,1.27,25.65,86.24,49.0
199,臺北市,2013/11/02,中山,4.7,1.06,-,6.1,13,61,32.0,61.86,33.34,28.52,2.535,0.472,2.06,1.21,26.6,80.93,56.0
200,臺北市,2013/11/02,大同,5.7,2.32,-,-,-,70,45.0,96.32,62.51,33.81,3.213,1.028,2.18,-,-,-,60.0
201,臺北市,2013/11/02,萬華,4.9,1.03,-,6.2,14,37,25.0,53.21,25.49,27.72,-,-,-,0.87,26.39,81.9,37.0
202,臺北市,2013/11/02,陽明,2.1,0.17,384.92,17.2,24,11,8.0,6.91,2.06,4.85,-,-,-,-,20.6,97.83,34.0
203,臺北市,2013/11/02,士林,4.3,0.74,-,9.0,19,49,26.0,43.35,19.73,23.62,-,-,-,1.22,26.37,78.85,49.0
204,臺北市,2013/11/01,松山,2.8,0.38,409.61,23.5,37,13,13.0,22.76,6.13,16.64,1.911,0.121,1.79,2.82,24.35,87.22,35.0
205,臺北市,2013/11/01,古亭,1.9,0.4,-,21.0,34,29,10.0,23.37,7.02,16.35,1.954,0.105,1.85,3.16,24.77,92.57,32.0
206,臺北市,2013/11/01,中山,2.5,0.5,-,19.2,32,50,21.0,27.15,9.51,17.65,1.973,0.158,1.82,2.77,25.58,84.7,50.0
207,臺北市,2013/11/01,大同,3.2,1.31,-,-,-,42,22.0,68.75,44.65,24.1,2.406,0.512,1.89,-,-,-,42.0
208,臺北市,2013/11/01,萬華,2.5,0.39,-,21.0,34,14,10.0,25.09,8.43,16.66,-,-,-,3.63,25.37,85.46,34.0
209,臺北市,2013/11/01,陽明,0.6,0.14,388.92,38.0,46,5,3.0,2.67,1.17,1.49,-,-,-,-,20.25,100.0,41.0
210,臺北市,2013/11/01,士林,1.6,0.21,-,31.7,44,17,9.0,7.95,2.6,5.35,-,-,-,2.96,26.14,76.72,39.0
211,新北市,2013/11/30,板橋,3.5,0.63,-,23.2,39,47,26.0,33.19,6.97,26.22,2.252,0.266,1.99,1.75,17.62,49.67,47.0
212,新北市,2013/11/30,三重,5.1,1.72,-,-,-,71,30.0,127.16,83.69,43.47,2.885,0.712,2.17,-,17.47,53.88,60.0
213,新北市,2013/11/30,菜寮,4.0,0.61,-,24.1,42,43,23.0,33.29,7.15,26.14,-,-,-,2.18,17.16,51.33,43.0
214,新北市,2013/11/30,永和,2.0,0.71,-,24.8,35,40,24.0,34.17,12.62,21.55,2.154,0.264,1.89,-,17.09,59.2,40.0
215,新北市,2013/11/30,新莊,2.6,0.62,-,26.5,45,45,24.0,37.2,10.88,26.32,-,-,-,2.14,16.97,53.72,45.0
216,新北市,2013/11/30,新店,2.8,0.47,-,31.2,46,43,24.0,21.14,3.94,17.2,-,-,-,1.73,16.77,55.61,43.0
217,新北市,2013/11/30,淡水,3.2,0.3,-,38.0,46,38,23.0,11.49,2.11,9.38,-,-,-,-,-,-,45.0
218,新北市,2013/11/30,汐止,7.0,0.47,-,18.0,40,42,26.0,34.34,11.89,22.46,-,-,-,2.03,15.48,67.24,42.0
219,新北市,2013/11/30,土城,2.8,0.46,-,31.5,45,41,26.0,18.52,2.43,16.09,2.128,0.172,1.96,1.52,17.84,53.2,44.0
220,新北市,2013/11/30,林口,2.9,0.36,-,33.7,43,42,22.0,17.49,2.32,15.17,-,-,-,2.24,15.27,59.47,43.0
221,新北市,2013/11/30,萬里,2.8,0.26,-,33.8,49,38,15.0,9.18,2.58,6.6,-,-,-,4.1,14.12,71.65,45.0
222,新北市,2013/11/29,板橋,5.8,0.58,-,21.7,41,60,33.0,33.09,8.93,24.17,2.338,0.292,2.05,1.94,14.31,50.42,55.0
223,新北市,2013/11/29,三重,5.9,1.69,-,-,-,79,37.0,141.46,95.73,45.72,2.752,0.694,2.06,-,14.41,50.86,64.0
224,新北市,2013/11/29,菜寮,5.0,0.52,-,23.7,45,51,25.0,29.41,6.36,23.05,-,-,-,2.26,13.73,51.73,50.0
225,新北市,2013/11/29,永和,3.5,0.67,-,25.1,36,46,25.0,33.76,15.53,18.23,2.143,0.294,1.85,-,13.93,59.57,46.0
226,新北市,2013/11/29,新莊,5.2,0.52,-,25.0,44,55,28.0,31.61,8.61,23.01,-,-,-,2.93,13.6,55.15,52.0
227,新北市,2013/11/29,新店,3.9,0.41,-,30.1,45,48,24.0,18.27,3.74,14.51,-,-,-,1.97,13.66,55.97,48.0
228,新北市,2013/11/29,淡水,3.7,0.35,-,33.2,49,48,28.0,14.31,2.62,11.7,-,-,-,-,-,-,48.0
229,新北市,2013/11/29,汐止,5.5,0.4,-,20.3,41,49,25.0,31.88,9.42,22.46,-,-,-,1.51,13.3,61.65,49.0
230,新北市,2013/11/29,土城,4.7,0.46,-,26.6,45,52,32.0,27.75,10.22,17.52,2.11,0.175,1.94,1.49,14.13,56.75,51.0
231,新北市,2013/11/29,林口,5.7,0.3,-,36.1,45,55,29.0,13.47,2.02,11.44,-,-,-,2.41,11.81,57.84,52.0
232,新北市,2013/11/29,萬里,5.0,0.26,-,43.5,52,81,21.0,7.66,1.56,6.1,-,-,-,5.25,13.55,54.64,66.0
233,新北市,2013/11/28,板橋,3.8,0.55,-,20.2,26,57,33.0,27.32,4.52,22.81,2.145,0.193,1.95,1.99,14.57,64.52,54.0
234,新北市,2013/11/28,三重,4.8,1.65,-,-,-,80,34.0,133.35,93.56,39.79,2.598,0.61,1.99,-,14.55,65.21,65.0
235,新北市,2013/11/28,菜寮,3.8,0.47,-,24.2,28,48,25.0,22.07,2.45,19.62,-,-,-,2.02,14.13,64.05,48.0
236,新北市,2013/11/28,永和,4.0,0.69,-,20.0,28,54,30.0,33.71,11.52,22.19,2.079,0.239,1.84,-,14.39,72.41,52.0
237,新北市,2013/11/28,新莊,3.3,0.51,-,21.5,28,53,27.0,27.8,5.26,22.54,-,-,-,3.0,13.84,69.23,52.0
238,新北市,2013/11/28,新店,3.2,0.47,-,25.2,32,58,29.0,21.32,3.43,17.88,-,-,-,1.79,14.25,69.92,54.0
239,新北市,2013/11/28,淡水,4.0,0.41,-,25.9,33,52,29.0,18.76,4.91,13.85,-,-,-,-,-,-,51.0
240,新北市,2013/11/28,汐止,5.1,0.38,-,23.3,29,52,26.0,21.8,4.06,17.74,-,-,-,1.63,13.87,73.06,51.0
241,新北市,2013/11/28,土城,3.2,0.43,-,24.2,28,54,34.0,20.5,3.01,17.49,2.048,0.165,1.88,1.26,14.5,70.84,52.0
242,新北市,2013/11/28,林口,4.2,0.3,-,31.5,35,54,30.0,11.15,1.1,10.04,-,-,-,2.5,11.79,75.16,52.0
243,新北市,2013/11/28,萬里,4.3,0.26,-,40.5,46,91,24.0,7.09,1.3,5.8,-,-,-,7.94,14.33,65.18,70.0
244,新北市,2013/11/27,板橋,5.7,0.68,-,22.6,40,89,-,35.9,10.35,25.55,2.447,0.369,2.08,1.8,20.45,64.73,70.0
245,新北市,2013/11/27,三重,3.9,1.64,-,-,-,98,39.0,121.34,78.87,42.47,2.671,0.66,2.01,-,20.45,65.21,74.0
246,新北市,2013/11/27,菜寮,2.8,0.54,-,29.8,45,78,30.0,23.85,4.47,19.38,-,-,-,1.74,19.96,65.28,64.0
247,新北市,2013/11/27,永和,2.6,0.86,-,22.4,28,73,31.0,40.42,15.8,24.62,2.203,0.324,1.88,-,20.16,71.67,62.0
248,新北市,2013/11/27,新莊,6.9,0.53,-,29.1,48,84,30.0,32.4,10.47,21.93,-,-,-,2.89,19.71,68.92,67.0
249,新北市,2013/11/27,新店,2.4,0.4,-,33.3,41,75,30.0,17.46,3.38,14.08,-,-,-,1.81,19.8,67.75,62.0
250,新北市,2013/11/27,淡水,2.6,0.34,-,36.5,53,78,34.0,14.13,2.77,11.36,-,-,-,-,-,-,64.0
251,新北市,2013/11/27,汐止,3.4,0.47,-,24.3,39,77,32.0,35.7,15.6,20.1,-,-,-,1.59,19.37,77.43,64.0
252,新北市,2013/11/27,土城,5.4,0.57,-,23.9,41,83,42.0,35.11,13.2,21.92,2.253,0.287,1.97,1.46,20.02,73.72,66.0
253,新北市,2013/11/27,林口,3.4,0.34,-,36.1,52,91,41.0,19.84,6.8,13.05,-,-,-,2.11,17.95,76.48,70.0
254,新北市,2013/11/27,萬里,2.3,0.24,-,41.1,54,75,24.0,6.78,1.44,5.33,-,-,-,5.86,18.99,74.83,62.0
255,新北市,2013/11/26,板橋,1.9,0.5,-,26.5,30,128,39.0,21.5,3.22,18.28,2.083,0.159,1.92,2.38,20.26,54.12,89.0
256,新北市,2013/11/26,三重,3.6,1.49,-,-,-,157,43.0,109.63,72.09,37.53,2.643,0.584,2.06,-,19.98,57.97,104.0
257,新北市,2013/11/26,菜寮,2.3,0.44,-,27.9,34,123,32.0,19.68,2.46,17.22,-,-,-,3.08,19.61,56.47,86.0
258,新北市,2013/11/26,永和,1.5,0.5,-,29.8,33,116,32.0,18.72,6.06,12.66,1.989,0.159,1.83,-,19.76,62.97,83.0
259,新北市,2013/11/26,新莊,2.9,0.44,-,29.2,35,121,27.0,19.83,2.69,17.14,-,-,-,4.66,19.87,57.29,86.0
260,新北市,2013/11/26,新店,2.6,0.36,-,35.7,39,121,32.0,12.39,2.73,9.66,-,-,-,3.03,19.84,56.84,86.0
261,新北市,2013/11/26,淡水,2.9,0.24,-,37.2,42,114,39.0,7.09,1.71,5.38,-,-,-,-,-,-,82.0
262,新北市,2013/11/26,汐止,3.7,0.36,-,25.2,31,124,31.0,21.27,3.62,17.67,-,-,-,1.72,19.27,64.19,87.0
263,新北市,2013/11/26,土城,1.9,0.39,-,31.2,36,108,39.0,13.82,1.71,12.09,2.045,0.129,1.92,1.69,20.41,57.21,79.0
264,新北市,2013/11/26,林口,2.8,0.28,-,33.3,36,123,44.0,11.82,1.95,9.87,-,-,-,4.14,17.5,65.95,86.0
265,新北市,2013/11/26,萬里,2.9,0.22,-,39.1,45,134,29.0,7.13,1.62,5.51,-,-,-,4.95,18.68,63.19,92.0
266,新北市,2013/11/25,板橋,4.3,0.65,-,22.1,27,91,34.0,26.1,3.39,22.7,2.226,0.24,1.99,1.98,18.32,73.3,70.0
267,新北市,2013/11/25,三重,3.3,1.65,-,-,-,106,32.0,112.99,74.4,38.58,2.659,0.631,2.03,-,18.38,73.98,78.0
268,新北市,2013/11/25,菜寮,3.1,0.58,-,27.0,35,75,27.0,20.92,2.58,18.34,-,-,-,2.43,18.02,73.16,62.0
269,新北市,2013/11/25,永和,3.2,0.7,-,26.7,36,74,29.0,26.84,9.69,17.15,2.104,0.215,1.89,-,18.12,80.21,62.0
270,新北市,2013/11/25,新莊,3.4,0.52,-,28.4,36,74,23.0,20.08,2.51,17.56,-,-,-,3.49,17.89,77.28,62.0
271,新北市,2013/11/25,新店,2.6,0.46,-,32.9,44,80,28.0,15.69,2.78,12.92,-,-,-,2.38,18.26,73.16,65.0
272,新北市,2013/11/25,淡水,2.3,0.46,-,29.2,40,71,29.0,14.35,2.18,12.17,-,-,-,-,-,-,60.0
273,新北市,2013/11/25,汐止,2.7,0.42,-,25.2,32,80,27.0,20.76,2.97,17.79,-,-,-,1.85,17.84,79.82,65.0
274,新北市,2013/11/25,土城,3.1,0.51,-,28.6,40,74,36.0,17.81,2.78,15.02,2.072,0.149,1.92,1.42,18.75,75.31,62.0
275,新北市,2013/11/25,林口,3.0,0.41,-,31.1,39,78,33.0,13.69,1.23,12.47,-,-,-,2.75,16.15,81.53,64.0
276,新北市,2013/11/25,萬里,3.2,0.32,-,43.4,53,114,24.0,6.23,1.84,4.39,-,-,-,6.36,17.77,73.54,82.0
277,新北市,2013/11/24,板橋,8.2,0.7,-,28.7,55,67,48.0,37.94,11.22,26.73,2.394,0.333,2.06,1.49,23.38,63.58,66.0
278,新北市,2013/11/24,三重,5.5,2.04,-,-,-,87,46.0,153.63,102.4,51.22,3.02,0.838,2.18,-,23.16,68.95,68.0
279,新北市,2013/11/24,菜寮,5.4,0.78,-,30.4,58,57,42.0,42.65,15.75,26.9,-,-,-,1.43,22.64,69.13,62.0
280,新北市,2013/11/24,永和,4.8,1.25,-,20.3,34,58,40.0,60.48,24.29,36.19,2.445,0.471,1.97,-,23.42,72.01,54.0
281,新北市,2013/11/24,新莊,8.8,0.61,-,30.6,56,57,39.0,35.5,10.6,24.9,-,-,-,1.46,22.36,71.24,64.0
282,新北市,2013/11/24,新店,2.8,0.49,-,35.1,55,56,41.0,20.79,1.82,18.97,-,-,-,1.48,23.6,65.88,57.0
283,新北市,2013/11/24,淡水,3.0,0.41,-,35.0,54,55,40.0,20.71,3.58,17.12,-,-,-,-,-,-,53.0
284,新北市,2013/11/24,汐止,4.2,0.67,-,19.1,36,57,41.0,43.64,14.8,28.83,-,-,-,1.19,22.52,77.13,54.0
285,新北市,2013/11/24,土城,8.1,0.62,-,26.4,58,61,53.0,39.42,14.48,24.94,2.301,0.312,1.99,1.05,22.5,72.89,68.0
286,新北市,2013/11/24,林口,3.8,0.33,-,42.0,65,57,35.0,15.38,2.81,12.57,-,-,-,1.15,21.24,75.7,68.0
287,新北市,2013/11/24,萬里,2.9,0.3,-,34.1,42,61,25.0,13.95,2.56,11.39,-,-,-,2.19,21.46,77.81,56.0
288,新北市,2013/11/23,板橋,2.0,0.53,-,28.8,36,37,25.0,24.09,3.72,20.37,2.141,0.228,1.91,2.39,24.78,56.48,37.0
289,新北市,2013/11/23,三重,2.5,1.4,-,-,-,56,29.0,103.12,64.62,38.5,2.594,0.566,2.03,-,24.16,60.75,53.0
290,新北市,2013/11/23,菜寮,2.2,0.44,-,34.9,43,34,23.0,18.13,2.59,15.53,-,-,-,2.88,23.85,59.48,38.0
291,新北市,2013/11/23,永和,1.5,0.39,-,38.4,43,29,19.0,15.08,4.13,10.96,1.934,0.133,1.8,-,24.01,65.76,29.0
292,新北市,2013/11/23,新莊,1.9,0.38,-,37.2,43,34,19.0,14.92,1.69,13.23,-,-,-,4.05,24.03,60.12,39.0
293,新北市,2013/11/23,新店,1.4,0.25,-,43.4,48,32,22.0,7.98,1.55,6.44,-,-,-,3.97,24.23,58.74,41.0
294,新北市,2013/11/23,淡水,0.7,0.18,-,45.2,48,31,21.0,3.28,0.41,2.85,-,-,-,-,-,-,41.0
295,新北市,2013/11/23,汐止,2.5,0.31,-,30.4,41,35,24.0,16.26,2.78,13.47,-,-,-,1.56,23.2,68.26,36.0
296,新北市,2013/11/23,土城,1.4,0.32,-,35.1,41,30,24.0,14.3,3.41,10.89,2.024,0.137,1.89,1.6,24.59,59.5,37.0
297,新北市,2013/11/23,林口,1.4,0.26,-,39.1,44,34,22.0,12.0,2.1,9.9,-,-,-,3.39,21.95,67.85,40.0
298,新北市,2013/11/23,萬里,4.3,0.2,-,36.2,47,34,18.0,8.0,1.79,6.21,-,-,-,3.5,21.37,73.2,41.0
299,新北市,2013/11/22,板橋,2.2,0.46,-,26.1,31,32,22.0,23.8,3.05,20.76,2.083,0.182,1.9,2.7,21.01,71.28,32.0
300,新北市,2013/11/22,三重,3.3,1.35,-,-,-,51,26.0,93.1,55.75,37.34,2.527,0.542,1.99,-,20.9,71.33,50.0
301,新北市,2013/11/22,菜寮,3.2,0.45,-,29.2,36,27,19.0,21.66,2.64,19.01,-,-,-,3.06,20.58,71.75,32.0
302,新北市,2013/11/22,永和,2.1,0.52,-,30.5,33,24,18.0,23.2,6.91,16.29,1.974,0.187,1.79,-,20.62,80.22,24.0
303,新北市,2013/11/22,新莊,2.0,0.42,-,28.7,35,30,19.0,22.6,2.38,20.21,-,-,-,3.84,20.62,73.39,32.0
304,新北市,2013/11/22,新店,1.6,0.37,-,32.5,36,26,17.0,16.59,2.66,13.93,-,-,-,2.07,20.89,72.38,33.0
305,新北市,2013/11/22,淡水,1.9,0.25,-,38.9,42,26,18.0,6.91,1.06,5.86,-,-,-,-,-,-,39.0
306,新北市,2013/11/22,汐止,4.2,0.41,-,19.2,29,33,22.0,34.56,11.15,23.4,-,-,-,1.84,19.44,86.78,33.0
307,新北市,2013/11/22,土城,1.5,0.41,-,30.5,35,30,22.0,16.56,1.62,14.95,2.068,0.171,1.9,1.75,21.41,72.78,32.0
308,新北市,2013/11/22,林口,2.1,0.27,-,32.8,37,31,20.0,16.0,2.02,13.98,-,-,-,3.8,18.89,79.62,34.0
309,新北市,2013/11/22,萬里,2.0,0.19,-,36.6,49,34,14.0,9.04,1.64,7.39,-,-,-,3.18,18.92,85.01,43.0
310,新北市,2013/11/21,板橋,1.7,0.45,-,28.8,34,35,24.0,22.17,2.73,19.43,2.09,0.178,1.91,2.46,21.53,63.52,35.0
311,新北市,2013/11/21,三重,2.7,1.49,-,-,-,60,28.0,99.4,60.97,38.43,2.72,0.617,2.1,-,21.33,66.52,55.0
312,新北市,2013/11/21,菜寮,2.0,0.39,-,31.8,36,33,21.0,18.98,1.98,16.99,-,-,-,3.16,20.96,66.34,33.0
313,新北市,2013/11/21,永和,1.6,0.48,-,33.0,37,28,20.0,20.41,6.48,13.93,1.956,0.174,1.78,-,21.06,73.33,28.0
314,新北市,2013/11/21,新莊,2.4,0.42,-,31.1,37,36,21.0,21.04,2.48,18.56,-,-,-,3.95,21.15,66.35,36.0
315,新北市,2013/11/21,新店,1.8,0.35,-,33.4,36,31,20.0,15.46,2.45,13.01,-,-,-,2.3,20.85,69.18,34.0
316,新北市,2013/11/21,淡水,2.7,0.22,-,38.9,46,29,21.0,7.73,1.07,6.66,-,-,-,-,-,-,41.0
317,新北市,2013/11/21,汐止,3.0,0.34,-,17.2,25,36,23.0,33.24,10.29,22.96,-,-,-,2.06,19.75,79.14,36.0
318,新北市,2013/11/21,土城,1.8,0.42,-,30.4,34,33,25.0,16.31,1.63,14.67,2.101,0.172,1.93,1.69,21.59,68.18,33.0
319,新北市,2013/11/21,林口,2.1,0.23,-,37.1,43,35,21.0,12.2,1.2,11.0,-,-,-,3.95,19.28,74.0,38.0
320,新北市,2013/11/21,萬里,2.9,0.18,-,36.7,43,33,14.0,9.23,1.65,7.58,-,-,-,1.62,19.46,78.95,38.0
321,新北市,2013/11/20,板橋,3.7,0.56,-,37.6,50,65,38.0,25.43,2.4,23.03,2.15,0.199,1.95,2.54,20.68,52.11,58.0
322,新北市,2013/11/20,三重,5.1,1.67,-,-,-,84,40.0,112.67,65.95,46.71,2.748,0.667,2.08,-,20.37,55.68,67.0
323,新北市,2013/11/20,菜寮,5.0,0.49,-,41.2,47,56,34.0,21.21,1.57,19.64,-,-,-,2.77,19.99,54.55,53.0
324,新北市,2013/11/20,永和,3.4,0.61,-,40.7,53,56,35.0,26.04,6.43,19.61,2.047,0.191,1.86,-,20.16,61.28,53.0
325,新北市,2013/11/20,新莊,4.0,0.47,-,43.8,50,58,33.0,20.55,2.52,18.03,-,-,-,3.78,20.0,55.83,54.0
326,新北市,2013/11/20,新店,4.0,0.48,-,43.0,53,58,37.0,18.69,2.59,16.11,-,-,-,2.35,19.71,58.61,54.0
327,新北市,2013/11/20,淡水,4.3,0.25,-,53.3,60,52,33.0,7.59,1.71,5.88,-,-,-,-,-,-,54.0
328,新北市,2013/11/20,汐止,5.7,0.47,-,21.7,41,58,36.0,34.86,7.83,27.03,-,-,-,1.99,18.25,70.09,54.0
329,新北市,2013/11/20,土城,3.1,0.55,-,39.0,48,61,43.0,21.18,1.81,19.37,2.175,0.206,1.97,1.31,20.71,56.81,56.0
330,新北市,2013/11/20,林口,3.9,0.34,-,46.2,53,57,35.0,14.57,1.62,12.95,-,-,-,3.23,18.07,62.76,54.0
331,新北市,2013/11/20,萬里,3.5,0.26,-,42.3,54,52,24.0,10.45,2.0,8.45,-,-,-,3.07,17.87,68.95,51.0
332,新北市,2013/11/19,板橋,6.2,0.54,-,34.1,47,74,39.0,24.01,4.24,19.75,2.152,0.199,1.95,2.27,18.0,48.75,62.0
333,新北市,2013/11/19,三重,6.8,1.54,-,-,-,92,44.0,113.42,64.3,49.12,2.777,0.63,2.15,-,18.27,51.19,71.0
334,新北市,2013/11/19,菜寮,6.7,0.6,-,33.9,53,70,37.0,28.15,3.22,24.92,-,-,-,2.75,17.84,49.38,60.0
335,新北市,2013/11/19,永和,5.7,0.55,-,40.4,55,65,37.0,21.26,5.34,15.92,2.062,0.182,1.88,-,17.78,57.23,58.0
336,新北市,2013/11/19,新莊,6.5,0.55,-,36.7,54,76,36.0,28.05,5.41,22.64,-,-,-,3.6,17.66,52.52,63.0
337,新北市,2013/11/19,新店,5.7,0.48,-,39.9,56,68,38.0,18.04,2.78,15.26,-,-,-,2.39,17.63,53.21,59.0
338,新北市,2013/11/19,淡水,6.5,0.39,-,44.4,61,64,37.0,14.24,2.99,11.26,-,-,-,-,-,-,57.0
339,新北市,2013/11/19,汐止,8.5,0.53,-,20.7,46,72,39.0,39.91,10.98,28.93,-,-,-,1.86,16.48,64.57,61.0
340,新北市,2013/11/19,土城,5.4,0.47,-,41.6,54,69,42.0,16.31,1.87,14.43,2.102,0.147,1.96,1.67,18.88,48.57,60.0
341,新北市,2013/11/19,林口,6.7,0.42,-,39.5,56,75,41.0,20.11,2.97,17.13,-,-,-,3.28,15.97,57.31,62.0
342,新北市,2013/11/19,萬里,6.8,0.32,-,47.7,62,97,34.0,9.38,1.3,8.08,-,-,-,4.27,16.94,55.67,74.0
343,新北市,2013/11/18,板橋,6.0,0.58,-,32.5,50,109,41.0,26.99,4.38,22.59,2.144,0.194,1.95,2.17,17.96,47.99,80.0
344,新北市,2013/11/18,三重,6.1,1.66,-,-,-,128,44.0,128.01,79.92,48.09,2.796,0.655,2.14,-,17.97,53.7,89.0
345,新北市,2013/11/18,菜寮,5.3,0.61,-,31.1,51,98,37.0,27.7,5.23,22.46,-,-,-,2.18,17.44,52.08,74.0
346,新北市,2013/11/18,永和,4.5,0.75,-,29.8,48,99,39.0,33.09,11.28,21.81,2.155,0.273,1.88,-,17.36,60.4,74.0
347,新北市,2013/11/18,新莊,6.1,0.58,-,33.4,57,-,36.0,26.73,5.09,21.64,-,-,-,2.77,17.25,53.93,52.0
348,新北市,2013/11/18,新店,5.1,0.48,-,37.4,56,100,39.0,18.43,3.19,15.24,-,-,-,2.34,17.27,55.65,75.0
349,新北市,2013/11/18,淡水,4.6,0.44,-,35.8,57,93,41.0,17.58,2.77,14.81,-,-,-,-,-,-,72.0
350,新北市,2013/11/18,汐止,5.3,0.55,-,21.7,49,96,38.0,44.66,19.77,24.89,-,-,-,1.4,16.23,67.22,73.0
351,新北市,2013/11/18,土城,5.2,0.43,-,42.3,54,111,44.0,15.96,1.87,14.1,2.07,0.143,1.93,1.4,18.81,48.34,80.0
352,新北市,2013/11/18,林口,5.3,0.37,-,38.2,55,108,40.0,16.63,2.6,14.03,-,-,-,2.21,15.4,59.88,79.0
353,新北市,2013/11/18,萬里,5.8,0.28,-,50.7,60,143,29.0,8.2,1.59,6.61,-,-,-,5.21,17.35,54.67,96.0
354,新北市,2013/11/17,板橋,5.2,0.74,-,38.8,60,139,63.0,28.03,3.68,24.35,2.302,0.25,2.05,1.94,19.97,53.71,94.0
355,新北市,2013/11/17,三重,5.7,1.76,-,-,-,154,65.0,119.9,68.92,50.98,2.93,0.672,2.26,-,19.94,56.19,102.0
356,新北市,2013/11/17,菜寮,5.9,0.81,-,35.2,65,131,60.0,35.72,8.86,26.86,-,-,-,2.02,19.44,55.92,90.0
357,新北市,2013/11/17,永和,4.9,0.77,-,35.4,63,122,58.0,28.4,5.85,22.56,2.242,0.261,1.98,-,19.3,65.69,86.0
358,新北市,2013/11/17,新莊,4.6,0.79,-,37.5,68,-,55.0,32.6,7.77,24.83,-,-,-,2.33,18.94,62.21,62.0
359,新北市,2013/11/17,新店,4.1,0.54,-,46.5,67,128,57.0,16.46,2.15,14.31,-,-,-,1.88,19.21,60.46,89.0
360,新北市,2013/11/17,淡水,4.7,0.55,-,42.0,69,122,56.0,19.62,2.28,17.35,-,-,-,-,-,-,86.0
