序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
189,臺北市,2013/12/05,士林,3.9,0.32,-,41.3,48,52,28.0,18.32,2.18,16.15,-,-,-,2.14,19.31,63.03,51.0
190,臺北市,2013/12/04,松山,3.6,0.58,429.5,23.3,40,42,32.0,42.11,11.5,30.61,2.32,0.249,2.07,1.65,16.82,64.93,42.0
191,臺北市,2013/12/04,古亭,3.1,0.59,-,25.0,34,52,32.0,35.77,8.9,26.87,2.108,0.195,1.91,2.01,17.42,65.73,51.0
192,臺北市,2013/12/04,中山,1.4,0.77,-,18.2,25,71,39.0,53.04,14.67,38.38,2.325,0.291,2.03,1.46,18.49,62.44,60.0
193,臺北市,2013/12/04,大同,4.7,1.86,-,-,-,70,39.0,115.06,69.76,45.29,2.725,0.684,2.04,-,-,-,60.0
194,臺北市,2013/12/04,萬華,2.4,0.6,-,24.8,31,41,28.0,37.92,7.34,30.58,-,-,-,1.47,18.13,60.06,41.0
195,臺北市,2013/12/04,陽明,-,0.17,403.01,55.2,59,20,16.0,3.68,0.73,2.9,-,-,-,-,11.26,75.34,53.0
196,臺北市,2013/12/04,士林,3.0,0.55,-,27.4,43,50,39.0,36.52,8.9,27.61,-,-,-,1.7,17.74,63.17,50.0
197,臺北市,2013/12/03,松山,5.5,0.69,432.41,28.8,53,69,51.0,45.19,8.62,36.56,2.236,0.257,1.98,2.04,16.61,59.2,60.0
198,臺北市,2013/12/03,古亭,4.9,0.69,-,36.0,45,76,47.0,38.72,8.45,30.27,2.138,0.202,1.94,2.25,18.01,57.19,63.0
199,臺北市,2013/12/03,中山,4.8,0.84,-,26.7,38,101,53.0,53.27,12.23,41.04,2.35,0.301,2.05,1.79,18.87,54.8,76.0
200,臺北市,2013/12/03,大同,6.4,1.62,-,-,-,80,53.0,105.9,56.97,48.93,2.652,0.598,2.05,-,-,-,65.0
201,臺北市,2013/12/03,萬華,5.8,0.73,-,31.0,44,68,47.0,47.31,8.9,38.42,-,-,-,2.25,18.53,53.22,59.0
202,臺北市,2013/12/03,陽明,6.1,0.27,405.85,66.4,70,37,28.0,5.58,1.43,4.15,-,-,-,-,11.3,70.28,61.0
203,臺北市,2013/12/03,士林,5.6,0.41,-,56.2,60,72,44.0,18.22,2.51,15.7,-,-,-,1.93,18.98,51.23,61.0
204,臺北市,2013/12/02,松山,7.3,0.68,433.03,27.2,55,68,47.0,43.71,7.62,36.09,2.238,0.254,1.98,2.21,16.29,61.0,59.0
205,臺北市,2013/12/02,古亭,4.9,0.62,-,36.9,49,72,39.0,32.79,6.65,26.13,2.113,0.167,1.95,2.57,17.32,60.2,61.0
206,臺北市,2013/12/02,中山,4.7,0.84,-,27.6,39,95,50.0,51.12,11.69,39.42,2.298,0.274,2.03,1.86,18.21,58.17,72.0
207,臺北市,2013/12/02,大同,6.4,1.16,-,-,-,84,47.0,79.3,33.77,45.53,2.462,0.417,2.05,-,-,-,67.0
208,臺北市,2013/12/02,萬華,6.1,0.63,-,33.5,46,69,44.0,42.3,6.31,36.0,-,-,-,2.72,18.01,55.6,60.0
209,臺北市,2013/12/02,陽明,6.4,0.31,386.87,65.4,76,45,32.0,5.87,0.97,4.89,-,-,-,-,10.84,81.3,66.0
210,臺北市,2013/12/02,士林,7.0,0.43,-,55.8,65,72,45.0,18.03,2.34,15.68,-,-,-,2.1,18.01,55.37,61.0
211,臺北市,2013/12/01,松山,3.2,0.43,425.01,27.4,49,32,24.0,26.39,4.27,22.11,2.122,0.148,1.97,2.23,16.45,64.05,45.0
212,臺北市,2013/12/01,古亭,2.8,0.42,-,30.7,43,44,24.0,24.16,5.2,18.96,2.032,0.118,1.91,2.54,17.37,63.76,44.0
213,臺北市,2013/12/01,中山,3.1,0.56,-,22.4,35,65,33.0,35.84,7.12,28.72,2.25,0.211,2.04,1.79,18.3,61.08,58.0
214,臺北市,2013/12/01,大同,3.4,1.09,-,-,-,56,30.0,79.04,42.05,36.99,2.425,0.387,2.04,-,-,-,53.0
215,臺北市,2013/12/01,萬華,3.1,0.43,-,26.9,39,35,23.0,31.04,5.69,25.36,-,-,-,2.45,17.95,59.75,35.0
216,臺北市,2013/12/01,陽明,3.0,0.19,393.16,51.8,62,21,14.0,4.13,1.17,2.96,-,-,-,-,11.16,89.07,54.0
217,臺北市,2013/12/01,士林,3.2,0.35,-,40.5,56,44,27.0,20.03,6.6,13.43,-,-,-,2.22,17.89,59.55,48.0
218,新北市,2013/12/31,板橋,4.8,0.89,-,24.0,-,60,41.0,44.09,9.71,34.37,-,-,-,1.48,17.77,63.08,-
219,新北市,2013/12/31,三重,5.9,2.16,-,-,-,97,48.0,155.16,102.53,52.63,-,-,-,-,17.37,65.56,-
220,新北市,2013/12/31,菜寮,4.7,0.97,-,23.3,-,61,45.0,48.98,13.64,35.34,-,-,-,1.69,17.04,64.9,-
221,新北市,2013/12/31,永和,3.6,1.04,-,24.8,-,57,40.0,50.1,19.03,31.07,-,-,-,1.54,17.26,71.48,-
222,新北市,2013/12/31,新莊,4.2,1.04,-,24.8,-,67,39.0,52.88,14.9,37.98,-,-,-,1.96,17.04,67.13,-
223,新北市,2013/12/31,新店,2.8,0.79,-,24.0,-,52,32.0,36.39,8.1,28.28,-,-,-,1.12,16.91,69.22,-
224,新北市,2013/12/31,淡水,2.9,0.65,-,22.8,-,54,36.0,29.32,7.45,21.87,-,-,-,-,-,-,-
225,新北市,2013/12/31,汐止,8.3,0.54,-,19.0,-,55,41.0,45.35,13.32,32.03,-,-,-,1.69,16.18,76.2,-
226,新北市,2013/12/31,土城,3.7,0.69,-,30.3,-,59,41.0,27.1,2.9,24.2,-,-,-,1.1,16.71,66.74,-
227,新北市,2013/12/31,林口,5.1,0.58,-,26.8,-,62,43.0,30.82,3.25,27.57,-,-,-,1.14,15.21,74.92,-
228,新北市,2013/12/31,萬里,2.6,0.32,-,40.7,-,46,27.0,9.5,1.78,7.73,-,-,-,2.92,15.35,76.24,-
229,新北市,2013/12/30,板橋,5.0,0.83,-,16.4,-,60,44.0,42.05,11.99,30.06,-,-,-,1.54,15.32,76.53,-
230,新北市,2013/12/30,三重,5.0,1.87,-,-,-,106,47.0,118.59,78.72,39.87,-,-,-,-,14.93,80.82,-
231,新北市,2013/12/30,菜寮,4.8,0.87,-,16.5,-,61,47.0,39.94,9.93,30.01,-,-,-,2.0,14.65,79.66,-
232,新北市,2013/12/30,永和,4.2,0.96,-,19.7,-,55,43.0,43.42,19.25,24.17,-,-,-,1.52,14.94,85.51,-
233,新北市,2013/12/30,新莊,5.3,0.84,-,16.6,-,63,43.0,43.24,10.91,32.32,-,-,-,2.11,14.79,80.91,-
234,新北市,2013/12/30,新店,4.5,0.79,-,18.4,-,55,34.0,37.43,12.06,25.37,-,-,-,0.97,14.73,79.84,-
235,新北市,2013/12/30,淡水,3.3,0.71,-,15.3,-,57,41.0,33.25,10.97,22.28,-,-,-,-,-,-,-
236,新北市,2013/12/30,汐止,6.6,0.59,-,11.5,-,56,48.0,49.52,18.21,31.33,-,-,-,1.35,13.95,91.76,-
237,新北市,2013/12/30,土城,4.4,0.76,-,17.9,-,56,40.0,31.06,5.91,25.16,-,-,-,1.07,14.38,79.53,-
238,新北市,2013/12/30,林口,5.4,0.6,-,16.6,-,66,47.0,31.64,6.05,25.59,-,-,-,1.24,12.69,89.28,-
239,新北市,2013/12/30,萬里,3.5,0.38,-,33.3,-,55,30.0,11.28,1.98,9.3,-,-,-,3.16,14.86,83.37,-
240,新北市,2013/12/29,板橋,4.4,0.62,-,13.3,-,56,40.0,33.85,7.1,26.74,-,-,-,1.34,12.38,77.5,-
241,新北市,2013/12/29,三重,4.3,1.42,-,-,-,81,44.0,102.06,65.12,36.94,-,-,-,-,12.01,82.14,-
242,新北市,2013/12/29,菜寮,4.2,0.64,-,13.8,-,55,43.0,32.37,5.09,27.29,-,-,-,1.76,11.73,80.09,-
243,新北市,2013/12/29,永和,3.9,0.57,-,18.7,-,49,40.0,27.93,8.01,19.92,-,-,-,1.43,11.93,86.79,-
244,新北市,2013/12/29,新莊,4.5,0.59,-,16.3,-,51,36.0,31.33,5.09,26.24,-,-,-,2.09,11.71,83.03,-
245,新北市,2013/12/29,新店,4.3,0.47,-,23.1,-,46,30.0,20.58,3.3,17.29,-,-,-,1.48,12.03,79.64,-
246,新北市,2013/12/29,淡水,3.2,0.49,-,16.3,-,50,36.0,23.28,4.13,19.14,-,-,-,-,-,-,-
247,新北市,2013/12/29,汐止,5.9,0.49,-,14.5,-,50,42.0,28.44,4.39,24.07,-,-,-,1.34,11.4,90.77,-
248,新北市,2013/12/29,土城,3.8,0.5,-,20.3,-,49,38.0,19.82,2.15,17.68,-,-,-,0.99,11.5,81.19,-
249,新北市,2013/12/29,林口,4.7,0.46,-,16.6,-,53,39.0,25.4,4.31,21.08,-,-,-,1.71,9.74,88.71,-
250,新北市,2013/12/29,萬里,4.6,0.3,-,37.1,-,76,29.0,9.32,1.18,8.14,-,-,-,6.18,13.17,74.37,-
251,新北市,2013/12/28,板橋,4.3,0.65,-,11.9,-,48,30.0,39.05,10.21,28.84,-,-,-,1.6,13.49,65.63,-
252,新北市,2013/12/28,三重,4.7,1.96,-,-,-,76,34.0,144.16,103.96,40.2,-,-,-,-,13.65,64.56,-
253,新北市,2013/12/28,菜寮,3.2,0.64,-,18.3,-,45,29.0,37.66,12.9,24.76,-,-,-,1.95,13.03,64.55,-
254,新北市,2013/12/28,永和,2.8,0.69,-,16.6,-,42,29.0,37.08,14.18,22.89,-,-,-,1.6,13.11,75.07,-
255,新北市,2013/12/28,新莊,3.9,0.7,-,17.3,-,48,28.0,46.5,19.6,26.9,-,-,-,2.15,12.67,68.35,-
256,新北市,2013/12/28,新店,2.5,0.5,-,21.5,-,41,22.0,23.33,4.06,19.27,-,-,-,1.26,13.05,68.97,-
257,新北市,2013/12/28,淡水,2.7,0.34,-,28.5,-,37,24.0,13.38,2.46,10.92,-,-,-,-,-,-,-
258,新北市,2013/12/28,汐止,4.5,0.45,-,14.5,-,40,30.0,31.28,8.03,23.25,-,-,-,1.58,12.38,79.73,-
259,新北市,2013/12/28,土城,2.6,0.46,-,23.6,-,42,28.0,17.63,2.19,15.43,-,-,-,1.2,12.4,68.48,-
260,新北市,2013/12/28,林口,5.6,0.34,-,23.9,-,43,28.0,17.57,2.28,15.28,-,-,-,1.84,10.6,76.08,-
261,新北市,2013/12/28,萬里,2.9,0.25,-,40.0,-,78,20.0,7.05,1.41,5.64,-,-,-,5.95,13.6,68.58,-
262,新北市,2013/12/27,板橋,9.1,0.88,-,17.6,-,125,92.0,32.64,6.32,26.32,-,-,-,2.26,11.76,56.73,-
263,新北市,2013/12/27,三重,10.1,1.65,-,-,-,180,100.0,137.41,97.73,39.67,-,-,-,-,11.71,58.05,-
264,新北市,2013/12/27,菜寮,9.9,0.77,-,21.3,-,124,87.0,29.28,4.86,24.42,-,-,-,2.45,11.27,56.3,-
265,新北市,2013/12/27,永和,9.1,1.2,-,12.8,-,124,92.0,53.79,22.58,31.21,-,-,-,1.63,11.54,66.94,-
266,新北市,2013/12/27,新莊,11.4,0.72,-,21.3,-,129,84.0,30.46,5.25,25.22,-,-,-,4.26,11.11,59.11,-
267,新北市,2013/12/27,新店,7.3,0.75,-,23.1,-,112,75.0,24.2,3.47,20.72,-,-,-,1.73,11.27,63.28,-
268,新北市,2013/12/27,淡水,9.7,0.66,-,26.9,-,128,86.0,19.04,1.97,17.05,-,-,-,-,-,-,-
269,新北市,2013/12/27,汐止,9.1,0.7,-,19.7,-,118,86.0,27.65,4.78,22.87,-,-,-,1.53,11.2,66.72,-
270,新北市,2013/12/27,土城,7.0,0.79,-,19.6,-,127,90.0,25.1,2.35,22.75,-,-,-,1.43,10.44,63.06,-
271,新北市,2013/12/27,林口,10.0,0.58,-,27.6,-,129,89.0,16.61,2.16,14.45,-,-,-,2.62,9.3,65.3,-
272,新北市,2013/12/27,萬里,9.7,0.56,-,32.6,-,158,85.0,15.22,1.57,13.65,-,-,-,8.59,11.51,61.74,-
273,新北市,2013/12/26,板橋,5.4,0.84,-,20.2,-,63,47.0,35.76,7.56,28.2,-,-,-,2.08,14.81,79.58,-
274,新北市,2013/12/26,三重,5.5,1.82,-,-,-,85,49.0,146.56,101.63,44.93,-,-,-,-,14.81,78.66,-
275,新北市,2013/12/26,菜寮,5.2,0.74,-,23.8,-,59,48.0,32.72,7.79,24.93,-,-,-,2.06,14.42,78.06,-
276,新北市,2013/12/26,永和,5.6,1.42,-,12.7,-,58,48.0,72.45,37.38,35.07,-,-,-,1.15,14.65,89.21,-
277,新北市,2013/12/26,新莊,6.4,0.64,-,26.7,-,61,43.0,27.49,4.58,22.91,-,-,-,4.5,14.28,82.93,-
278,新北市,2013/12/26,新店,4.4,0.74,-,22.2,-,53,36.0,31.06,4.89,26.18,-,-,-,1.22,14.51,85.41,-
279,新北市,2013/12/26,淡水,5.5,0.51,-,36.2,-,67,51.0,13.2,2.21,11.0,-,-,-,-,-,-,-
280,新北市,2013/12/26,汐止,4.8,0.56,-,25.5,-,55,45.0,23.12,3.43,19.7,-,-,-,1.44,14.51,88.16,-
281,新北市,2013/12/26,土城,3.9,0.79,-,17.0,-,59,46.0,40.1,11.53,28.57,-,-,-,1.43,13.48,87.66,-
282,新北市,2013/12/26,林口,5.0,0.46,-,35.2,-,59,45.0,12.18,1.1,11.08,-,-,-,2.22,12.43,86.77,-
283,新北市,2013/12/26,萬里,6.3,0.46,-,43.5,-,92,46.0,10.12,0.91,9.2,-,-,-,9.19,15.13,78.98,-
284,新北市,2013/12/25,板橋,1.8,0.87,-,19.3,-,34,26.0,40.65,11.21,29.44,-,-,-,0.85,16.29,85.73,-
285,新北市,2013/12/25,三重,4.7,2.63,-,-,-,56,32.0,173.58,129.43,44.16,-,-,-,-,16.3,87.0,-
286,新北市,2013/12/25,菜寮,3.2,0.88,-,20.7,-,33,30.0,41.45,13.02,28.43,-,-,-,1.65,15.81,86.23,-
287,新北市,2013/12/25,永和,1.9,0.94,-,22.8,-,25,23.0,43.96,18.52,25.44,-,-,-,1.72,16.12,93.57,-
288,新北市,2013/12/25,新莊,3.4,0.73,-,21.6,-,31,24.0,35.68,8.41,27.27,-,-,-,2.33,15.73,92.22,-
289,新北市,2013/12/25,新店,2.3,0.6,-,27.9,-,24,16.0,25.32,4.82,20.5,-,-,-,1.22,16.14,86.83,-
290,新北市,2013/12/25,淡水,-,-,-,-,-,23,16.0,-,-,-,-,-,-,-,-,-,-
291,新北市,2013/12/25,汐止,3.0,0.38,-,27.9,-,22,23.0,20.42,3.41,17.01,-,-,-,1.82,15.61,95.37,-
292,新北市,2013/12/25,土城,2.4,0.65,-,24.7,-,29,21.0,26.24,3.16,23.07,-,-,-,1.12,15.39,88.62,-
293,新北市,2013/12/25,林口,2.3,0.35,-,34.4,-,24,19.0,11.98,1.93,10.05,-,-,-,1.92,13.88,94.34,-
294,新北市,2013/12/25,萬里,2.4,0.26,-,48.4,-,48,16.0,4.58,0.94,3.61,-,-,-,6.95,16.57,89.41,-
295,新北市,2013/12/24,板橋,1.9,0.53,-,25.3,-,33,22.0,28.73,4.8,23.93,-,-,-,2.11,15.02,82.33,-
296,新北市,2013/12/24,三重,2.9,1.58,-,-,-,50,27.0,102.55,61.86,40.68,-,-,-,-,14.86,84.37,-
297,新北市,2013/12/24,菜寮,2.3,0.55,-,27.9,-,29,24.0,24.49,3.4,21.12,-,-,-,2.36,14.66,81.89,-
298,新北市,2013/12/24,永和,1.9,0.6,-,30.2,-,26,23.0,27.63,9.82,17.82,-,-,-,2.17,14.66,90.6,-
299,新北市,2013/12/24,新莊,2.1,0.51,-,25.6,-,28,22.0,28.43,5.22,23.2,-,-,-,3.03,14.47,89.66,-
300,新北市,2013/12/24,新店,2.5,0.43,-,34.1,-,26,17.0,19.09,2.63,16.45,-,-,-,1.64,14.84,83.2,-
301,新北市,2013/12/24,淡水,1.6,0.27,-,41.9,-,28,21.0,5.83,1.28,4.54,-,-,-,-,-,-,-
302,新北市,2013/12/24,汐止,3.5,0.34,-,29.3,-,28,26.0,20.8,3.1,17.69,-,-,-,2.05,14.16,92.98,-
303,新北市,2013/12/24,土城,1.6,0.45,-,30.9,-,30,22.0,18.9,1.91,16.99,-,-,-,1.25,14.03,85.52,-
304,新北市,2013/12/24,林口,2.0,0.34,-,31.8,-,24,20.0,15.85,2.02,13.81,-,-,-,2.4,12.69,91.51,-
305,新北市,2013/12/24,萬里,2.2,0.24,-,49.2,-,65,19.0,4.05,0.91,3.13,-,-,-,7.62,15.62,80.8,-
306,新北市,2013/12/23,板橋,1.6,0.5,-,21.8,-,19,13.0,30.45,5.79,24.66,-,-,-,2.0,15.97,83.24,-
307,新北市,2013/12/23,三重,3.3,1.77,-,-,-,42,19.0,130.25,88.75,41.5,-,-,-,-,15.64,87.22,-
308,新北市,2013/12/23,菜寮,2.4,0.62,-,21.4,-,19,16.0,33.52,6.98,26.55,-,-,-,1.79,15.31,85.57,-
309,新北市,2013/12/23,永和,2.5,0.61,-,24.2,-,14,11.0,31.56,10.58,20.98,-,-,-,1.89,15.59,92.49,-
310,新北市,2013/12/23,新莊,2.6,0.54,-,21.3,-,19,13.0,33.07,6.14,26.92,-,-,-,2.38,15.28,91.86,-
311,新北市,2013/12/23,新店,1.9,0.47,-,25.1,-,16,8.0,26.18,5.26,20.92,-,-,-,1.15,15.6,86.13,-
312,新北市,2013/12/23,淡水,1.4,0.25,-,34.2,-,16,13.0,11.01,2.84,8.17,-,-,-,-,-,-,-
313,新北市,2013/12/23,汐止,3.1,0.25,-,27.1,-,15,13.0,19.3,2.71,16.59,-,-,-,2.11,15.01,95.08,-
314,新北市,2013/12/23,土城,2.3,0.43,-,25.6,-,18,12.0,22.72,2.72,19.99,-,-,-,1.24,15.32,86.46,-
315,新北市,2013/12/23,林口,2.0,0.25,-,30.8,-,17,12.0,14.67,2.54,12.13,-,-,-,2.0,13.33,93.72,-
316,新北市,2013/12/23,萬里,1.7,0.15,-,47.1,-,40,7.0,4.13,1.3,2.84,-,-,-,5.93,16.09,87.61,-
317,新北市,2013/12/22,板橋,1.5,0.59,-,16.6,-,35,23.0,33.05,8.02,25.03,-,-,-,1.26,14.96,75.71,-
318,新北市,2013/12/22,三重,3.7,1.49,-,-,-,62,29.0,95.04,59.58,35.47,-,-,-,-,14.6,78.92,-
319,新北市,2013/12/22,菜寮,3.2,0.55,-,21.2,-,34,25.0,24.92,2.77,22.15,-,-,-,2.13,14.3,77.57,-
320,新北市,2013/12/22,永和,2.3,0.51,-,22.9,-,26,21.0,22.2,6.5,15.73,-,-,-,1.66,14.42,85.71,-
321,新北市,2013/12/22,新莊,2.8,0.54,-,19.0,-,33,25.0,30.41,8.0,22.42,-,-,-,1.96,13.54,84.82,-
322,新北市,2013/12/22,新店,2.2,0.46,-,26.1,-,30,17.0,19.31,3.63,15.68,-,-,-,1.5,14.56,78.37,-
323,新北市,2013/12/22,淡水,1.3,0.3,-,30.9,-,28,22.0,11.0,2.42,8.58,-,-,-,-,-,-,-
324,新北市,2013/12/22,汐止,2.5,0.39,-,18.4,-,27,24.0,25.5,4.42,21.08,-,-,-,1.51,13.72,90.39,-
325,新北市,2013/12/22,土城,1.7,0.41,-,27.2,-,32,22.0,15.11,1.65,13.47,-,-,-,1.17,14.42,78.19,-
326,新北市,2013/12/22,林口,4.9,0.32,-,26.3,-,34,19.0,15.11,2.07,13.04,-,-,-,2.3,12.35,86.4,-
327,新北市,2013/12/22,萬里,1.9,0.19,-,43.9,-,53,12.0,3.93,0.65,3.27,-,-,-,5.59,15.77,74.11,-
328,新北市,2013/12/21,板橋,4.9,0.82,-,15.0,-,61,49.0,35.43,8.03,27.4,-,-,-,1.17,13.12,82.71,-
329,新北市,2013/12/21,三重,5.4,1.83,-,-,-,83,51.0,119.22,80.55,38.67,-,-,-,-,12.96,82.73,-
330,新北市,2013/12/21,菜寮,4.4,0.82,-,16.9,-,57,47.0,33.26,6.67,26.59,-,-,-,1.66,12.61,83.47,-
331,新北市,2013/12/21,永和,4.3,0.8,-,19.9,-,53,48.0,32.67,11.31,21.36,-,-,-,1.59,12.81,91.13,-
332,新北市,2013/12/21,新莊,5.1,0.78,-,18.5,-,56,44.0,31.56,6.32,25.24,-,-,-,1.91,12.41,90.46,-
333,新北市,2013/12/21,新店,4.6,0.68,-,23.8,-,49,37.0,23.78,4.13,19.64,-,-,-,1.33,12.9,84.35,-
334,新北市,2013/12/21,淡水,4.4,0.5,-,33.0,-,62,49.0,10.07,1.65,8.42,-,-,-,-,-,-,-
335,新北市,2013/12/21,汐止,4.9,0.58,-,22.0,-,57,50.0,21.43,3.23,18.19,-,-,-,1.66,12.37,93.11,-
336,新北市,2013/12/21,土城,3.6,0.71,-,21.1,-,58,46.0,22.76,2.68,20.08,-,-,-,1.05,12.66,86.46,-
337,新北市,2013/12/21,林口,3.8,0.49,-,28.6,-,61,43.0,13.02,2.11,10.91,-,-,-,2.14,10.63,90.78,-
338,新北市,2013/12/21,萬里,4.7,0.45,-,39.3,-,89,43.0,-,-,-,-,-,-,7.77,14.12,81.02,-
339,新北市,2013/12/20,板橋,3.2,0.6,-,20.3,-,50,33.0,33.26,6.58,26.67,-,-,-,1.78,13.74,76.28,-
340,新北市,2013/12/20,三重,4.0,1.44,-,-,-,80,38.0,104.01,64.71,39.31,-,-,-,-,13.66,75.48,-
341,新北市,2013/12/20,菜寮,3.8,0.58,-,25.6,-,47,35.0,26.76,4.19,22.57,-,-,-,2.91,13.4,75.38,-
342,新北市,2013/12/20,永和,-,-,-,-,-,38,34.0,-,-,-,-,-,-,-,-,-,-
343,新北市,2013/12/20,新莊,3.2,0.55,-,24.7,-,45,31.0,27.1,3.89,23.22,-,-,-,3.34,13.35,78.7,-
344,新北市,2013/12/20,新店,2.4,0.47,-,30.2,-,39,26.0,19.6,2.78,16.82,-,-,-,1.83,13.46,78.16,-
345,新北市,2013/12/20,淡水,2.9,0.36,-,35.4,-,41,31.0,11.24,1.57,9.67,-,-,-,-,-,-,-
346,新北市,2013/12/20,汐止,4.6,0.42,-,21.0,-,44,33.0,29.75,6.11,23.65,-,-,-,1.93,13.12,86.02,-
347,新北市,2013/12/20,土城,2.1,0.49,-,27.4,-,45,31.0,19.67,2.16,17.51,-,-,-,1.19,13.21,80.84,-
348,新北市,2013/12/20,林口,5.5,0.43,-,24.7,-,50,29.0,22.83,3.23,19.63,-,-,-,2.66,11.44,85.62,-
349,新北市,2013/12/20,萬里,2.6,0.3,-,45.7,-,88,29.0,3.9,0.67,3.2,-,-,-,6.52,14.59,72.29,-
350,新北市,2013/12/19,板橋,3.6,0.69,-,18.8,-,66,45.0,33.34,7.0,26.35,-,-,-,1.29,13.64,77.58,-
351,新北市,2013/12/19,三重,5.7,2.0,-,-,-,89,49.0,149.61,106.11,43.5,-,-,-,-,13.66,76.33,-
352,新北市,2013/12/19,菜寮,4.2,0.57,-,27.9,-,58,40.0,22.98,3.49,19.49,-,-,-,1.73,13.27,75.61,-
353,新北市,2013/12/19,永和,3.9,1.15,-,13.6,-,58,47.0,60.16,30.07,30.1,-,-,-,1.13,13.26,90.01,-
354,新北市,2013/12/19,新莊,5.2,0.54,-,26.2,-,64,45.0,27.13,5.09,22.04,-,-,-,3.66,12.99,79.64,-
355,新北市,2013/12/19,新店,3.4,0.59,-,22.7,-,61,42.0,27.23,4.87,22.36,-,-,-,1.37,13.04,85.22,-
356,新北市,2013/12/19,淡水,4.3,0.4,-,37.9,-,67,47.0,9.31,1.56,7.75,-,-,-,-,-,-,-
357,新北市,2013/12/19,汐止,3.5,0.44,-,25.5,-,51,45.0,25.95,7.17,18.77,-,-,-,1.41,13.1,87.5,-
358,新北市,2013/12/19,土城,3.9,0.61,-,18.8,-,66,48.0,31.28,7.36,23.92,-,-,-,1.12,12.66,85.22,-
359,新北市,2013/12/19,林口,3.9,0.36,-,35.2,-,72,44.0,9.11,0.89,8.22,-,-,-,2.35,11.06,86.43,-
360,新北市,2013/12/19,萬里,4.5,0.34,-,45.2,-,103,41.0,5.2,0.77,4.42,-,-,-,8.69,14.53,75.48,-
361,新北市,2013/12/18,板橋,3.5,0.48,-,18.0,-,32,18.0,22.84,3.79,19.05,-,-,-,2.48,14.8,79.87,-
362,新北市,2013/12/18,三重,3.1,1.58,-,-,-,60,24.0,131.64,94.96,36.68,-,-,-,-,14.79,79.75,-
363,新北市,2013/12/18,菜寮,2.3,0.45,-,20.3,-,25,17.0,23.08,5.1,17.98,-,-,-,2.36,14.31,80.83,-
364,新北市,2013/12/18,永和,3.3,1.27,-,6.8,-,30,21.0,69.99,39.88,30.11,-,-,-,1.12,14.77,89.39,-
365,新北市,2013/12/18,新莊,2.7,0.31,-,23.8,-,26,17.0,18.18,3.51,14.67,-,-,-,4.57,14.23,84.01,-
366,新北市,2013/12/18,新店,2.6,0.54,-,14.1,-,27,17.0,29.13,6.1,23.02,-,-,-,1.4,14.4,85.82,-
367,新北市,2013/12/18,淡水,1.6,0.26,-,28.7,-,29,16.0,9.11,1.62,7.49,-,-,-,-,-,-,-
368,新北市,2013/12/18,汐止,2.2,0.33,-,20.2,-,15,16.0,19.65,3.32,16.33,-,-,-,1.45,14.56,88.94,-
369,新北市,2013/12/18,土城,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
370,新北市,2013/12/18,林口,2.1,0.21,-,28.3,-,30,14.0,9.39,1.94,7.44,-,-,-,2.03,12.26,90.93,-
371,新北市,2013/12/18,萬里,1.0,0.19,-,37.6,-,52,14.0,4.62,1.18,3.44,-,-,-,8.67,14.89,80.42,-
372,新北市,2013/12/17,板橋,2.4,0.45,-,18.9,-,15,11.0,23.41,3.23,20.19,-,-,-,1.2,16.95,87.4,-
373,新北市,2013/12/17,三重,3.3,1.82,-,-,-,34,16.0,155.24,113.52,41.72,-,-,-,-,16.86,90.05,-
374,新北市,2013/12/17,菜寮,1.8,0.44,-,21.9,-,11,12.0,24.5,5.41,19.1,-,-,-,1.66,16.43,89.18,-
375,新北市,2013/12/17,永和,2.3,1.13,-,10.4,-,14,12.0,65.39,36.14,29.25,-,-,-,1.07,16.78,97.26,-
376,新北市,2013/12/17,新莊,1.9,0.34,-,25.3,-,8,7.0,20.35,4.34,16.01,-,-,-,2.96,16.45,95.17,-
377,新北市,2013/12/17,新店,1.9,0.45,-,19.1,-,14,9.0,24.31,3.56,20.75,-,-,-,1.19,16.79,90.43,-
378,新北市,2013/12/17,淡水,1.1,0.24,-,32.5,-,14,10.0,7.7,1.82,5.88,-,-,-,-,-,-,-
379,新北市,2013/12/17,汐止,2.0,0.31,-,22.1,-,5,9.0,19.44,3.66,15.78,-,-,-,1.39,16.96,94.84,-
380,新北市,2013/12/17,土城,3.2,0.47,-,16.8,-,22,12.0,31.83,7.73,24.08,-,-,-,1.16,16.39,91.28,-
381,新北市,2013/12/17,林口,0.8,0.18,-,33.0,-,10,5.0,5.92,0.99,4.93,-,-,-,1.91,14.75,95.27,-
382,新北市,2013/12/17,萬里,1.6,0.17,-,40.4,-,52,8.0,3.33,1.07,2.27,-,-,-,6.38,16.63,90.56,-
