序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
562,臺中市,2008/06/20,忠明,5.9,0.41,-,12.5,25,31,22.0,25.59,8.66,16.93,1.823,0.252,1.57,-,29.07,-,71.55,34.0,-
563,臺中市,2008/06/20,豐原,5.1,0.46,-,16.3,29,37,17.0,19.75,4.21,15.54,1.834,0.239,1.6,-,29.36,-,71.92,37.0,-
564,臺中市,2008/06/20,沙鹿,7.0,0.35,-,14.3,20,34,16.0,17.38,5.41,11.97,-,-,-,-,29.31,-,73.3,34.0,-
565,臺中市,2008/06/20,大里,2.9,0.36,433.9,17.1,35,36,24.0,17.09,5.07,12.02,1.832,0.198,1.63,-,29.34,-,73.86,41.0,-
566,臺中市,2008/06/19,西屯,6.2,0.31,-,18.0,38,36,18.0,19.42,4.48,14.94,2.15,0.302,1.85,-,27.99,-,68.55,43.0,-
567,臺中市,2008/06/19,忠明,5.1,0.5,-,16.3,38,32,20.0,24.73,6.8,17.93,1.897,0.288,1.61,-,28.66,-,70.49,40.0,-
568,臺中市,2008/06/19,豐原,3.2,0.46,-,26.0,50,38,17.0,11.08,1.83,9.25,1.788,0.197,1.59,-,28.99,-,70.92,56.0,-
569,臺中市,2008/06/19,沙鹿,5.2,0.31,-,22.1,40,26,14.0,15.1,3.46,11.65,-,-,-,-,29.28,-,70.66,45.0,-
570,臺中市,2008/06/19,大里,3.1,0.36,431.71,21.4,48,34,22.0,16.34,4.79,11.55,1.809,0.182,1.63,-,28.5,-,75.32,50.0,-
571,臺中市,2008/06/18,西屯,5.3,0.24,-,20.4,39,33,17.0,17.12,5.4,11.73,2.102,0.262,1.84,-,28.27,-,66.19,56.0,-
572,臺中市,2008/06/18,忠明,3.1,0.46,-,15.3,33,28,16.0,21.72,6.05,15.67,1.969,0.316,1.65,-,28.85,-,68.34,53.0,-
573,臺中市,2008/06/18,豐原,3.0,0.42,-,23.6,45,35,19.0,14.18,2.86,11.32,1.851,0.25,1.6,-,29.26,-,67.68,56.0,-
574,臺中市,2008/06/18,沙鹿,3.8,0.29,-,17.3,29,25,12.0,14.89,2.75,12.14,-,-,-,-,29.35,-,69.05,44.0,-
575,臺中市,2008/06/18,大里,1.7,0.36,433.15,19.3,39,32,19.0,13.62,4.46,9.17,1.912,0.241,1.67,-,28.77,-,72.34,59.0,-
576,臺中市,2008/06/17,西屯,3.2,0.19,-,17.2,32,29,13.0,15.71,5.45,10.26,1.968,0.155,1.81,-,27.52,-,68.22,36.0,-
577,臺中市,2008/06/17,忠明,2.2,0.37,-,14.6,30,23,13.0,19.66,6.41,13.25,1.865,0.259,1.61,-,28.03,-,70.92,33.0,-
578,臺中市,2008/06/17,豐原,2.0,0.32,-,21.2,36,31,11.0,13.37,4.06,9.31,1.787,0.218,1.57,-,28.65,-,68.59,38.0,-
579,臺中市,2008/06/17,沙鹿,2.9,0.2,-,19.6,30,18,8.0,9.34,2.12,7.22,-,-,-,-,28.73,-,67.67,29.0,-
580,臺中市,2008/06/17,大里,1.8,0.36,421.59,18.2,36,32,17.0,15.24,6.17,9.07,1.861,0.208,1.65,-,28.05,-,75.56,41.0,-
581,臺中市,2008/06/16,西屯,2.7,0.2,-,15.0,26,18,10.0,14.92,3.95,10.97,1.925,0.101,1.82,-,25.94,-,72.55,33.0,-
582,臺中市,2008/06/16,忠明,2.3,0.34,-,12.5,23,18,11.0,20.11,5.82,14.29,1.804,0.229,1.58,-,26.24,-,75.32,29.0,-
583,臺中市,2008/06/16,豐原,2.0,0.34,-,16.7,30,24,10.0,15.0,3.11,11.89,1.83,0.229,1.6,-,26.66,-,75.85,33.0,-
584,臺中市,2008/06/16,沙鹿,3.3,0.21,-,19.4,28,10,5.0,11.89,2.94,8.93,-,-,-,-,26.93,-,74.44,33.0,-
585,臺中市,2008/06/16,大里,1.3,0.36,421.45,13.3,25,24,15.0,15.63,5.58,10.05,1.899,0.232,1.67,-,26.07,-,82.07,32.0,-
586,臺中市,2008/06/15,西屯,2.3,0.19,-,12.4,22,18,9.0,12.65,3.56,9.08,1.953,0.153,1.8,-,25.95,-,73.33,24.0,-
587,臺中市,2008/06/15,忠明,2.0,0.38,-,9.9,19,18,13.0,20.5,8.11,12.39,1.766,0.213,1.55,-,26.48,-,74.92,21.0,-
588,臺中市,2008/06/15,豐原,0.8,0.34,-,15.4,24,19,8.0,11.49,2.81,8.68,1.722,0.164,1.56,-,27.02,-,74.97,26.0,-
589,臺中市,2008/06/15,沙鹿,2.6,0.21,-,16.8,24,6,4.0,9.05,2.13,6.92,-,-,-,-,27.12,-,74.04,25.0,-
590,臺中市,2008/06/15,大里,1.3,0.35,414.22,10.5,22,21,13.0,14.29,5.25,9.05,1.845,0.177,1.67,-,26.32,-,81.27,26.0,-
591,臺中市,2008/06/14,西屯,1.9,0.32,-,7.0,8,25,14.0,23.65,9.15,14.5,2.078,0.216,1.86,-,24.06,-,83.54,25.0,-
592,臺中市,2008/06/14,忠明,2.2,0.57,-,3.3,4,25,15.0,32.08,14.63,17.45,1.968,0.339,1.63,-,24.68,-,83.68,25.0,-
593,臺中市,2008/06/14,豐原,2.1,0.45,-,9.1,12,26,13.0,18.23,5.37,12.86,1.893,0.319,1.57,-,24.7,-,86.15,26.0,-
594,臺中市,2008/06/14,沙鹿,2.4,0.24,-,12.5,15,16,9.0,13.3,3.31,9.99,-,-,-,-,25.42,-,81.82,16.0,-
595,臺中市,2008/06/14,大里,2.3,0.45,431.42,5.8,7,26,15.0,23.13,10.91,12.22,2.038,0.373,1.67,-,24.39,-,91.29,26.0,-
596,臺中市,2008/06/13,西屯,4.5,0.41,-,22.8,55,38,20.0,28.4,8.87,19.54,2.479,0.544,1.94,-,26.25,-,70.41,70.0,-
597,臺中市,2008/06/13,忠明,3.5,0.7,-,26.7,53,33,21.0,32.76,11.62,21.13,2.105,0.426,1.68,-,26.65,-,73.2,64.0,-
598,臺中市,2008/06/13,豐原,3.3,0.65,-,26.0,60,35,17.0,23.97,7.27,16.7,2.072,0.406,1.67,-,26.59,-,75.37,62.0,-
599,臺中市,2008/06/13,沙鹿,4.7,0.36,-,28.2,59,24,14.0,16.05,2.43,13.6,-,-,-,-,27.9,-,68.82,59.0,-
600,臺中市,2008/06/13,大里,2.4,0.38,424.66,25.3,58,32,21.0,16.12,4.26,11.86,2.033,0.345,1.69,-,26.58,-,76.21,70.0,-
601,臺中市,2008/06/12,西屯,2.9,0.25,-,7.8,11,27,14.0,20.7,7.84,12.86,2.098,0.282,1.82,-,26.08,-,76.93,27.0,-
602,臺中市,2008/06/12,忠明,2.0,0.45,-,10.0,18,18,13.0,22.61,9.35,13.26,1.84,0.27,1.57,-,26.64,-,77.73,22.0,-
603,臺中市,2008/06/12,豐原,2.2,0.36,-,15.1,23,24,11.0,13.99,3.9,10.08,1.825,0.255,1.57,-,26.47,-,79.31,24.0,-
604,臺中市,2008/06/12,沙鹿,3.7,0.3,-,14.0,23,21,12.0,15.05,4.12,10.92,-,-,-,-,27.08,-,78.35,22.0,-
605,臺中市,2008/06/12,大里,1.7,0.29,411.07,12.6,21,24,17.0,15.08,5.67,9.41,1.73,0.18,1.55,-,26.81,-,80.67,26.0,-
606,臺中市,2008/06/11,西屯,3.2,0.21,-,17.7,34,35,17.0,17.53,5.86,11.67,1.972,0.132,1.84,-,28.51,-,63.04,35.0,-
607,臺中市,2008/06/11,忠明,2.4,0.32,-,13.9,29,27,18.0,17.12,4.5,12.62,1.77,0.215,1.56,-,29.09,-,64.57,32.0,-
608,臺中市,2008/06/11,豐原,2.2,0.3,-,21.3,37,32,14.0,11.34,2.73,8.62,1.799,0.226,1.57,-,29.33,-,64.95,39.0,-
609,臺中市,2008/06/11,沙鹿,4.7,0.28,-,21.5,41,30,15.0,14.8,2.44,12.36,-,-,-,-,29.56,-,67.54,40.0,-
610,臺中市,2008/06/11,大里,1.0,0.26,427.27,14.1,21,29,19.0,12.49,4.14,8.35,1.726,0.146,1.58,-,29.01,-,67.35,29.0,-
611,臺中市,2008/06/10,西屯,3.2,0.24,-,17.6,34,37,17.0,16.91,4.85,12.06,2.035,0.204,1.83,-,28.05,-,64.73,42.0,-
612,臺中市,2008/06/10,忠明,2.4,0.34,-,15.5,30,32,19.0,19.11,5.68,13.43,1.826,0.274,1.55,-,28.77,-,66.45,42.0,-
613,臺中市,2008/06/10,豐原,2.8,0.3,-,22.5,38,33,14.0,11.3,3.18,8.12,1.793,0.212,1.58,-,29.04,-,67.19,45.0,-
614,臺中市,2008/06/10,沙鹿,3.4,0.24,-,21.2,38,30,13.0,11.71,1.83,9.86,-,-,-,-,29.11,-,69.16,39.0,-
615,臺中市,2008/06/10,大里,1.2,0.29,426.02,17.0,33,38,20.0,12.09,4.28,7.81,1.706,0.155,1.55,-,28.67,-,68.59,48.0,-
616,臺中市,2008/06/09,西屯,3.3,0.29,-,16.2,28,34,15.0,16.5,3.93,12.57,1.989,0.138,1.85,-,27.5,-,66.21,34.0,-
617,臺中市,2008/06/09,忠明,2.7,0.47,-,13.4,27,30,17.0,23.8,6.29,17.5,-,-,-,-,28.3,-,67.85,30.0,-
618,臺中市,2008/06/09,豐原,2.3,0.31,-,18.8,24,30,12.0,11.9,2.55,9.34,1.786,0.199,1.59,-,32.68,-,68.69,30.0,-
619,臺中市,2008/06/09,沙鹿,3.5,0.25,-,19.7,30,34,11.0,11.45,2.2,9.25,-,-,-,-,28.62,-,71.33,37.0,-
620,臺中市,2008/06/09,大里,1.8,0.35,430.05,17.8,35,33,19.0,15.09,4.41,10.68,1.753,0.179,1.57,-,27.91,-,72.32,37.0,-
621,臺中市,2008/06/08,西屯,3.1,0.3,-,20.3,42,36,18.0,14.26,2.3,11.95,1.971,0.085,1.89,-,27.07,-,68.24,39.0,-
622,臺中市,2008/06/08,忠明,2.8,0.46,-,17.9,38,30,19.0,21.96,5.89,16.07,-,-,-,-,27.78,-,69.13,38.0,-
623,臺中市,2008/06/08,豐原,2.5,0.41,-,26.1,43,39,22.0,11.78,1.71,10.06,1.795,0.188,1.61,-,34.88,-,72.6,41.0,-
624,臺中市,2008/06/08,沙鹿,3.6,0.32,-,23.8,41,38,18.0,10.83,1.74,9.08,-,-,-,-,27.96,-,75.61,41.0,-
625,臺中市,2008/06/08,大里,1.5,0.38,427.6,20.3,40,38,26.0,12.74,3.35,9.39,1.723,0.143,1.58,-,27.39,-,73.72,41.0,-
626,臺中市,2008/06/07,西屯,6.1,0.49,-,23.7,44,52,29.0,29.12,6.08,23.04,2.348,0.401,1.95,-,26.71,-,67.98,51.0,-
627,臺中市,2008/06/07,忠明,4.5,0.64,-,25.9,50,46,29.0,31.53,5.67,25.86,1.928,0.315,1.61,-,27.22,-,70.05,57.0,-
628,臺中市,2008/06/07,豐原,4.2,0.57,-,25.6,43,50,25.0,21.87,2.56,19.31,1.951,0.29,1.66,-,31.75,-,73.21,50.0,-
629,臺中市,2008/06/07,沙鹿,5.4,0.46,-,25.9,42,50,25.0,20.35,1.61,18.71,-,-,-,-,27.18,-,75.93,50.0,-
630,臺中市,2008/06/07,大里,3.4,0.64,441.04,29.5,64,58,35.0,25.33,3.8,21.54,1.986,0.36,1.63,-,26.89,-,75.26,82.0,-
631,臺中市,2008/06/06,西屯,3.5,0.45,-,17.7,36,37,18.0,27.27,6.35,20.92,2.136,0.228,1.91,-,24.96,-,77.39,37.0,-
632,臺中市,2008/06/06,忠明,2.3,0.66,-,13.9,29,32,18.0,27.34,5.65,21.69,1.989,0.332,1.66,-,25.34,-,78.27,36.0,-
633,臺中市,2008/06/06,豐原,2.1,0.56,-,27.7,44,34,15.0,17.26,2.51,14.75,2.0,0.354,1.65,-,29.52,-,77.41,46.0,-
634,臺中市,2008/06/06,沙鹿,3.7,0.45,-,28.5,46,41,20.0,19.96,2.36,17.61,-,-,-,-,26.51,-,76.08,43.0,-
635,臺中市,2008/06/06,大里,1.3,0.57,436.06,12.0,23,35,20.0,21.13,7.2,13.93,2.045,0.363,1.68,-,24.9,-,86.45,40.0,-
636,臺中市,2008/06/05,西屯,5.2,0.52,-,27.6,58,41,20.0,29.84,8.88,20.95,2.383,0.384,2.0,-,25.6,-,73.49,56.0,-
637,臺中市,2008/06/05,忠明,4.4,0.73,-,31.9,59,41,23.0,33.24,9.28,23.96,2.15,0.467,1.68,-,26.09,-,75.74,58.0,-
638,臺中市,2008/06/05,豐原,3.8,0.61,-,21.5,38,40,20.0,20.93,3.75,17.18,2.029,0.338,1.69,-,29.18,-,74.7,52.0,-
639,臺中市,2008/06/05,沙鹿,4.7,0.46,-,35.2,66,38,19.0,18.27,1.95,16.29,-,-,-,-,26.71,-,75.97,62.0,-
640,臺中市,2008/06/05,大里,3.3,0.62,442.95,26.4,57,49,30.0,24.08,5.54,18.53,2.08,0.363,1.72,-,25.66,-,82.66,61.0,-
641,臺中市,2008/06/04,西屯,4.3,0.49,-,23.8,44,38,22.0,26.53,5.3,21.23,2.201,0.276,1.93,-,24.92,-,80.26,49.0,-
642,臺中市,2008/06/04,忠明,3.1,0.66,-,22.4,40,30,19.0,27.28,4.44,22.83,1.925,0.315,1.61,-,25.06,-,82.98,43.0,-
643,臺中市,2008/06/04,豐原,2.4,0.66,-,27.9,50,36,20.0,21.41,2.27,19.14,2.068,0.359,1.71,-,26.08,-,84.6,56.0,-
644,臺中市,2008/06/04,沙鹿,5.7,0.52,-,30.2,54,45,25.0,22.45,2.39,20.05,-,-,-,-,25.58,-,82.67,57.0,-
645,臺中市,2008/06/04,大里,2.1,0.57,422.24,24.0,42,35,23.0,19.02,4.36,14.66,1.976,0.3,1.68,-,24.98,-,89.15,42.0,-
646,臺中市,2008/06/03,西屯,3.6,0.42,-,12.4,21,25,16.0,35.0,13.13,21.87,2.275,0.373,1.9,-,24.15,-,86.87,25.0,-
647,臺中市,2008/06/03,忠明,2.5,0.69,-,9.6,15,25,-,35.6,8.61,26.98,2.11,0.441,1.67,-,24.35,-,89.37,25.0,-
648,臺中市,2008/06/03,豐原,1.9,0.66,-,16.0,25,32,15.0,26.77,5.47,21.3,2.196,0.488,1.71,-,24.78,-,90.43,32.0,-
649,臺中市,2008/06/03,沙鹿,2.6,0.45,-,17.7,28,23,13.0,22.08,4.64,17.43,-,-,-,-,24.72,-,89.15,30.0,-
650,臺中市,2008/06/03,大里,2.0,0.64,430.33,10.6,18,27,20.0,29.27,9.23,20.04,2.108,0.435,1.67,-,24.37,-,95.56,27.0,-
651,臺中市,2008/06/02,西屯,3.2,0.54,-,18.2,34,59,34.0,28.93,6.44,22.49,2.283,0.275,2.01,-,24.84,-,84.12,54.0,-
652,臺中市,2008/06/02,忠明,2.3,0.73,-,16.4,33,52,-,31.19,4.97,26.22,2.178,0.422,1.76,-,25.01,-,86.65,51.0,-
653,臺中市,2008/06/02,豐原,1.7,0.69,-,22.7,40,53,32.0,20.77,2.39,18.37,2.11,0.36,1.75,-,25.45,-,88.35,52.0,-
654,臺中市,2008/06/02,沙鹿,3.8,0.5,-,29.5,45,89,37.0,18.29,1.46,16.81,-,-,-,-,25.34,-,87.09,70.0,-
655,臺中市,2008/06/02,大里,1.9,0.65,443.61,16.0,32,61,41.0,26.26,5.96,20.31,2.103,0.39,1.71,-,24.94,-,94.1,56.0,-
656,臺中市,2008/06/01,西屯,3.9,0.56,-,37.1,61,74,41.0,24.61,7.13,17.46,2.215,0.2,2.02,-,24.78,-,78.93,62.0,-
657,臺中市,2008/06/01,忠明,3.9,0.78,-,31.1,59,75,45.0,36.44,10.86,25.57,2.17,0.398,1.77,-,24.89,-,82.97,62.0,-
658,臺中市,2008/06/01,豐原,3.5,0.76,-,30.1,58,75,46.0,30.36,7.72,22.63,2.201,0.349,1.85,-,25.04,-,86.99,62.0,-
659,臺中市,2008/06/01,沙鹿,4.1,0.44,-,40.6,66,78,32.0,15.4,1.11,14.35,-,-,-,-,24.87,-,81.87,64.0,-
660,臺中市,2008/06/01,大里,4.0,0.79,441.42,29.9,62,90,60.0,33.24,8.15,25.1,2.121,0.326,1.79,-,25.01,-,89.64,70.0,-
661,臺南市,2008/06/30,新營,3.9,0.28,-,22.4,37,34,16.0,11.54,2.03,9.5,2.081,0.124,1.96,-,29.46,-,70.73,49.0,-
662,臺南市,2008/06/30,善化,4.9,0.2,388.78,22.4,47,34,15.0,11.09,4.5,6.59,-,-,-,-,29.71,-,78.76,86.0,-
663,臺南市,2008/06/30,安南,3.9,0.25,-,18.5,31,33,17.0,9.77,2.68,7.1,1.745,0.203,1.54,-,30.92,-,75.2,37.0,-
664,臺南市,2008/06/30,臺南,3.9,0.25,-,23.7,32,-,15.0,10.33,2.74,7.59,1.96,0.229,1.73,-,28.93,-,78.03,30.0,-
665,臺南市,2008/06/29,新營,3.0,0.24,-,20.0,32,29,12.0,10.18,1.83,8.34,2.034,0.099,1.94,-,28.5,-,74.48,34.0,-
666,臺南市,2008/06/29,善化,6.3,0.18,387.96,14.6,27,29,15.0,14.38,5.88,8.5,-,-,-,-,29.0,-,80.79,29.0,-
667,臺南市,2008/06/29,安南,5.5,0.31,-,15.0,27,30,14.0,16.77,7.15,9.61,1.831,0.239,1.59,-,29.75,-,78.73,30.0,-
668,臺南市,2008/06/29,臺南,5.6,0.29,-,22.0,33,-,14.0,15.71,5.8,9.91,2.085,0.275,1.81,-,27.67,-,83.08,29.0,-
669,臺南市,2008/06/28,新營,1.7,0.23,-,18.1,21,23,9.0,11.01,2.13,8.89,2.034,0.095,1.94,-,25.5,-,87.27,23.0,-
670,臺南市,2008/06/28,善化,3.1,0.15,380.32,13.7,16,18,14.0,11.07,3.1,7.97,-,-,-,-,25.99,-,91.66,18.0,-
671,臺南市,2008/06/28,安南,3.3,0.38,-,2.5,4,26,12.0,20.41,6.7,13.71,1.961,0.371,1.59,-,26.15,-,92.97,26.0,-
672,臺南市,2008/06/28,臺南,2.7,0.41,-,16.6,21,-,10.0,20.27,4.78,15.48,2.123,0.32,1.8,-,24.86,-,94.3,22.0,-
673,臺南市,2008/06/27,新營,1.5,0.16,-,19.1,21,20,8.0,9.84,2.22,7.62,1.946,0.076,1.87,-,25.84,-,86.2,20.0,-
674,臺南市,2008/06/27,善化,3.1,0.12,375.72,17.5,19,21,8.0,8.78,2.51,6.27,-,-,-,-,26.53,-,90.4,21.0,-
675,臺南市,2008/06/27,安南,3.6,0.32,-,7.5,13,31,12.0,17.68,4.98,12.7,2.093,0.407,1.69,-,26.79,-,91.89,31.0,-
676,臺南市,2008/06/27,臺南,3.0,0.36,-,17.5,20,22,-,18.42,4.7,13.72,2.098,0.33,1.77,-,25.77,-,92.26,22.0,-
677,臺南市,2008/06/26,新營,1.9,0.21,-,24.1,33,39,17.0,7.85,1.67,6.19,1.958,0.082,1.88,-,29.01,-,73.76,39.0,-
678,臺南市,2008/06/26,善化,4.3,0.14,376.94,18.2,24,37,17.0,10.89,3.66,7.23,-,-,-,-,29.73,-,80.34,37.0,-
679,臺南市,2008/06/26,安南,2.8,0.22,-,19.0,26,41,17.0,9.19,2.52,6.66,1.858,0.237,1.62,-,30.39,-,80.0,41.0,-
680,臺南市,2008/06/26,臺南,2.4,0.16,-,24.1,30,38,-,6.84,1.32,5.51,1.889,0.181,1.71,-,28.65,-,82.38,38.0,-
681,臺南市,2008/06/25,新營,3.0,0.23,-,24.9,31,40,16.0,9.97,2.25,7.71,1.964,0.092,1.87,-,28.92,-,73.49,40.0,-
682,臺南市,2008/06/25,善化,5.1,0.15,368.6,19.8,25,38,15.0,9.59,3.06,6.53,-,-,-,-,29.67,-,79.91,38.0,-
683,臺南市,2008/06/25,安南,3.7,0.28,-,17.2,25,44,17.0,13.96,4.22,9.75,1.896,0.268,1.63,-,30.2,-,80.63,44.0,-
684,臺南市,2008/06/25,臺南,3.7,0.24,-,24.3,29,36,-,10.02,1.63,8.39,1.92,0.217,1.7,-,28.44,-,83.04,36.0,-
685,臺南市,2008/06/24,新營,2.8,0.2,-,31.6,49,41,15.0,7.61,1.58,6.03,1.982,0.063,1.92,-,29.97,-,62.52,52.0,-
686,臺南市,2008/06/24,善化,3.5,0.16,370.47,29.8,49,39,13.0,8.2,2.85,5.35,-,-,-,-,30.32,-,71.96,50.0,-
687,臺南市,2008/06/24,安南,5.4,0.32,-,23.0,39,48,19.0,14.84,3.42,11.42,1.914,0.296,1.62,-,31.3,-,69.44,48.0,-
688,臺南市,2008/06/24,臺南,5.3,0.26,-,27.2,42,38,-,13.43,1.6,11.82,1.977,0.247,1.73,-,29.56,-,70.0,38.0,-
689,臺南市,2008/06/23,新營,4.2,0.31,-,40.9,76,62,32.0,13.64,1.85,11.79,2.16,0.115,2.05,-,28.93,-,73.49,71.0,-
690,臺南市,2008/06/23,善化,4.1,0.25,393.6,35.1,71,49,30.0,11.89,3.0,8.89,-,-,-,-,29.59,-,80.42,66.0,-
691,臺南市,2008/06/23,安南,4.5,0.28,-,33.0,67,46,25.0,13.24,2.65,10.58,1.907,0.198,1.71,-,30.66,-,76.99,68.0,-
692,臺南市,2008/06/23,臺南,5.0,0.34,-,41.5,72,36,-,14.16,1.57,12.57,2.09,0.286,1.8,-,29.32,-,75.3,76.0,-
693,臺南市,2008/06/22,新營,3.8,0.25,-,22.2,32,37,21.0,10.26,1.46,8.8,2.126,0.086,2.04,-,29.22,-,69.56,37.0,-
694,臺南市,2008/06/22,善化,4.3,0.18,381.21,19.6,31,30,20.0,10.12,2.71,7.42,-,-,-,-,29.62,-,77.29,31.0,-
695,臺南市,2008/06/22,安南,2.4,0.17,-,18.9,27,27,12.0,6.53,1.18,5.34,1.684,0.088,1.6,-,30.77,-,72.88,27.0,-
696,臺南市,2008/06/22,臺南,2.2,0.2,-,27.7,36,18,-,6.25,0.94,5.29,1.859,0.172,1.69,-,28.99,-,71.97,33.0,-
697,臺南市,2008/06/21,新營,3.7,0.27,-,29.0,44,41,21.0,9.67,1.53,8.14,2.119,0.094,2.03,-,28.78,-,74.32,41.0,-
698,臺南市,2008/06/21,善化,2.7,0.19,379.22,27.8,45,36,22.0,7.55,1.11,6.42,-,-,-,-,29.47,-,80.76,48.0,-
699,臺南市,2008/06/21,安南,2.5,0.2,-,30.6,47,36,18.0,6.19,1.49,4.7,1.696,0.114,1.58,-,30.62,-,74.72,53.0,-
700,臺南市,2008/06/21,臺南,2.9,0.24,-,37.5,59,31,-,6.86,0.74,6.09,1.914,0.209,1.71,-,28.89,-,75.15,66.0,-
701,臺南市,2008/06/20,新營,2.6,0.21,-,23.8,36,37,15.0,8.18,1.8,6.39,2.041,0.087,1.95,-,28.93,-,73.94,37.0,-
702,臺南市,2008/06/20,善化,3.1,0.16,381.88,22.9,37,31,17.0,8.51,3.44,5.07,-,-,-,-,29.62,-,81.48,32.0,-
703,臺南市,2008/06/20,安南,3.2,0.17,-,24.3,37,31,18.0,10.49,4.73,5.77,1.773,0.12,1.65,-,30.47,-,79.51,33.0,-
704,臺南市,2008/06/20,臺南,3.3,0.28,-,28.3,41,28,-,9.96,1.42,8.54,2.009,0.254,1.76,-,29.05,-,77.83,38.0,-
705,臺南市,2008/06/19,新營,3.7,0.24,-,20.5,31,34,16.0,9.42,2.15,7.25,2.027,0.094,1.93,-,29.01,-,72.26,39.0,-
706,臺南市,2008/06/19,善化,3.9,0.18,385.92,18.0,32,31,12.0,9.37,2.72,6.64,-,-,-,-,29.48,-,79.07,43.0,-
707,臺南市,2008/06/19,安南,3.8,0.23,-,15.9,27,34,17.0,12.54,5.85,6.69,1.855,0.219,1.64,-,30.32,-,78.07,34.0,-
708,臺南市,2008/06/19,臺南,5.3,0.26,-,20.8,32,24,10.0,12.5,3.51,9.0,2.027,0.269,1.76,-,28.86,-,78.63,39.0,-
709,臺南市,2008/06/18,新營,3.2,0.28,-,23.7,34,34,16.0,9.27,1.79,7.47,2.058,0.129,1.93,-,28.91,-,69.86,44.0,-
710,臺南市,2008/06/18,善化,5.6,0.19,378.66,17.8,27,31,16.0,11.04,2.04,9.0,-,-,-,-,29.42,-,77.24,38.0,-
711,臺南市,2008/06/18,安南,8.6,0.37,-,15.1,25,40,21.0,20.29,7.27,13.03,2.067,0.443,1.62,-,30.45,-,76.26,40.0,-
712,臺南市,2008/06/18,臺南,8.3,0.39,-,18.6,26,27,-,17.58,5.04,12.54,2.057,0.314,1.74,-,28.48,-,80.24,27.0,-
713,臺南市,2008/06/17,新營,3.4,0.24,-,25.2,37,32,12.0,9.81,2.65,7.16,2.013,0.117,1.9,-,27.11,-,76.25,54.0,-
714,臺南市,2008/06/17,善化,7.7,0.17,371.34,19.7,31,31,14.0,13.99,4.66,9.32,-,-,-,-,27.98,-,82.05,49.0,-
715,臺南市,2008/06/17,安南,5.9,0.39,-,14.1,24,29,17.0,21.64,7.72,13.92,2.092,0.463,1.63,-,28.12,-,83.75,29.0,-
716,臺南市,2008/06/17,臺南,4.2,0.27,-,20.9,30,23,-,14.66,2.02,12.62,1.963,0.242,1.72,-,26.4,-,86.69,29.0,-
717,臺南市,2008/06/16,新營,1.9,0.18,-,20.2,21,19,8.0,7.41,2.31,5.1,1.935,0.057,1.88,-,24.26,-,87.51,19.0,-
718,臺南市,2008/06/16,善化,3.5,0.14,371.84,15.0,19,18,-,12.9,2.75,10.14,-,-,-,-,24.98,-,91.74,18.0,-
719,臺南市,2008/06/16,安南,3.2,0.35,-,9.6,14,23,12.0,22.05,7.07,14.98,2.092,0.461,1.63,-,25.11,-,94.26,23.0,-
720,臺南市,2008/06/16,臺南,2.5,0.3,-,17.7,21,12,-,18.36,4.33,14.03,2.024,0.272,1.75,-,23.82,-,94.31,26.0,-
721,臺南市,2008/06/15,新營,1.5,0.16,-,20.2,21,15,8.0,3.71,1.29,2.41,1.892,0.029,1.86,-,25.31,-,81.96,20.0,-
722,臺南市,2008/06/15,善化,2.0,0.1,367.63,16.8,18,17,-,5.73,1.0,4.71,-,-,-,-,25.62,-,89.52,17.0,-
723,臺南市,2008/06/15,安南,2.9,0.24,-,12.1,14,17,8.0,11.52,3.31,8.21,1.755,0.148,1.61,-,25.67,-,91.88,17.0,-
724,臺南市,2008/06/15,臺南,3.6,0.26,-,16.0,18,13,-,15.0,3.48,11.5,1.977,0.228,1.75,-,24.25,-,92.54,18.0,-
725,臺南市,2008/06/14,新營,1.6,0.2,-,16.4,21,25,11.0,8.69,2.38,6.31,1.969,0.063,1.91,-,25.0,-,85.36,25.0,-
726,臺南市,2008/06/14,善化,2.2,0.13,373.85,15.4,19,23,15.0,9.03,2.11,6.91,-,-,-,-,25.87,-,88.94,23.0,-
727,臺南市,2008/06/14,安南,3.2,0.32,-,10.2,16,29,12.0,15.22,4.48,10.73,1.9,0.297,1.6,-,26.54,-,90.27,29.0,-
728,臺南市,2008/06/14,臺南,3.7,0.32,-,14.9,21,22,-,17.0,3.75,13.24,2.037,0.289,1.75,-,25.26,-,89.59,22.0,-
729,臺南市,2008/06/13,新營,4.0,0.3,-,23.8,45,40,20.0,13.94,3.98,9.96,2.198,0.134,2.06,-,28.7,-,69.05,60.0,-
730,臺南市,2008/06/13,善化,6.0,0.2,388.85,21.8,45,42,20.0,14.6,3.97,10.62,-,-,-,-,28.85,-,77.16,63.0,-
