序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
442,新北市,2013/10/11,新莊,1.9,0.36,-,26.2,35,30,22.0,16.23,3.06,13.17,-,-,-,3.99,26.74,76.59,38.0
443,新北市,2013/10/11,新店,1.9,0.43,-,20.3,28,26,11.0,18.25,4.5,13.74,-,-,-,1.37,26.03,82.35,30.0
444,新北市,2013/10/11,淡水,1.3,0.21,-,33.9,45,32,19.0,6.98,1.76,5.22,-,-,-,-,-,-,50.0
445,新北市,2013/10/11,汐止,5.1,0.2,-,29.3,40,28,14.0,13.03,2.25,10.77,-,-,-,2.17,25.69,88.34,41.0
446,新北市,2013/10/11,土城,1.7,0.37,-,22.3,31,29,17.0,15.05,2.71,12.33,2.023,0.152,1.87,1.2,26.43,81.7,32.0
447,新北市,2013/10/11,林口,2.2,0.19,-,27.8,37,26,20.0,8.98,1.67,7.31,-,-,-,2.95,24.78,83.91,41.0
448,新北市,2013/10/11,萬里,2.1,0.14,-,42.4,52,61,16.0,8.08,1.91,6.18,-,-,-,4.85,25.25,86.16,56.0
449,新北市,2013/10/10,板橋,2.5,0.38,-,24.3,33,30,17.0,18.37,3.4,14.97,2.031,0.137,1.89,2.03,27.54,74.38,31.0
450,新北市,2013/10/10,三重,3.4,1.45,-,-,-,50,27.0,88.0,59.55,28.45,2.57,0.571,2.0,-,27.52,75.83,50.0
451,新北市,2013/10/10,菜寮,2.7,0.38,-,23.9,34,33,20.0,15.34,2.44,12.88,-,-,-,2.54,27.17,75.11,33.0
452,新北市,2013/10/10,永和,2.9,0.48,-,23.5,29,26,20.0,19.32,6.36,12.97,1.946,0.162,1.78,-,27.04,82.49,26.0
453,新北市,2013/10/10,新莊,3.4,0.3,-,26.2,37,33,24.0,16.42,3.17,13.25,-,-,-,3.45,27.15,78.08,34.0
454,新北市,2013/10/10,新店,2.6,0.34,-,22.5,34,29,12.0,13.91,3.01,10.9,-,-,-,1.59,27.04,77.44,32.0
455,新北市,2013/10/10,淡水,1.9,0.36,-,18.6,32,33,20.0,12.07,2.9,9.17,-,-,-,-,-,-,33.0
456,新北市,2013/10/10,汐止,6.6,0.23,-,20.3,30,28,14.0,15.97,3.11,12.85,-,-,-,1.75,25.94,87.39,28.0
457,新北市,2013/10/10,土城,2.4,0.34,-,24.3,36,31,19.0,16.51,5.72,10.79,2.033,0.167,1.87,1.67,27.15,76.74,35.0
458,新北市,2013/10/10,林口,2.8,0.22,-,27.7,36,32,22.0,10.26,1.75,8.5,-,-,-,2.42,25.36,82.85,36.0
459,新北市,2013/10/10,萬里,2.2,0.17,-,30.8,37,55,12.0,10.21,3.13,7.08,-,-,-,1.94,25.39,86.59,52.0
460,新北市,2013/10/09,板橋,2.6,0.57,-,16.2,19,27,14.0,27.99,6.15,21.83,2.154,0.241,1.91,1.06,26.36,80.67,28.0
461,新北市,2013/10/09,三重,3.3,1.84,-,-,-,46,21.0,108.2,73.08,35.12,2.696,0.712,1.98,-,26.22,81.82,46.0
462,新北市,2013/10/09,菜寮,1.9,0.5,-,19.6,24,26,16.0,23.18,5.74,17.43,-,-,-,1.83,25.91,81.3,26.0
463,新北市,2013/10/09,永和,2.1,0.73,-,19.0,21,23,15.0,28.25,11.14,17.11,2.006,0.24,1.77,-,25.78,89.5,23.0
464,新北市,2013/10/09,新莊,2.5,0.52,-,18.4,21,31,22.0,26.7,5.15,21.55,-,-,-,2.33,25.87,84.3,31.0
465,新北市,2013/10/09,新店,1.7,0.44,-,20.1,25,26,12.0,20.04,3.79,16.24,-,-,-,1.3,25.78,84.26,32.0
466,新北市,2013/10/09,淡水,1.3,0.29,-,27.9,36,33,17.0,10.68,2.29,8.39,-,-,-,-,-,-,35.0
467,新北市,2013/10/09,汐止,3.9,0.25,-,19.2,22,23,10.0,19.83,2.96,16.89,-,-,-,1.58,24.87,93.44,29.0
468,新北市,2013/10/09,土城,1.4,0.43,-,19.3,21,27,14.0,18.44,3.25,15.2,2.055,0.175,1.88,0.98,26.34,83.7,27.0
469,新北市,2013/10/09,林口,2.3,0.22,-,25.9,32,32,19.0,11.87,0.89,10.95,-,-,-,1.98,23.83,90.49,32.0
470,新北市,2013/10/09,萬里,1.4,0.13,-,37.5,42,78,11.0,8.46,2.07,6.37,-,-,-,4.58,24.9,85.77,64.0
471,新北市,2013/10/08,板橋,7.6,0.64,-,24.3,62,55,35.0,32.76,7.61,25.15,2.251,0.301,1.95,1.08,28.39,71.39,67.0
472,新北市,2013/10/08,三重,6.0,1.82,-,-,-,75,44.0,114.51,70.37,44.15,2.77,0.757,2.01,-,28.11,74.78,62.0
473,新北市,2013/10/08,菜寮,5.8,0.62,-,30.4,60,57,38.0,26.5,3.86,22.64,-,-,-,1.9,27.74,74.44,58.0
474,新北市,2013/10/08,永和,6.3,1.23,-,24.5,50,56,40.0,45.22,15.69,29.53,2.324,0.436,1.89,-,28.29,78.98,53.0
475,新北市,2013/10/08,新莊,8.4,0.57,-,34.8,75,53,43.0,26.86,5.52,21.34,-,-,-,2.02,27.78,76.2,68.0
476,新北市,2013/10/08,新店,3.8,0.51,-,43.0,84,53,30.0,18.33,3.17,15.17,-,-,-,1.63,28.14,74.56,80.0
477,新北市,2013/10/08,淡水,4.4,0.48,-,30.3,61,57,39.0,18.82,3.26,15.56,-,-,-,-,-,-,59.0
478,新北市,2013/10/08,汐止,6.0,0.46,-,32.2,76,52,32.0,26.13,6.22,19.9,-,-,-,1.61,27.75,81.34,80.0
479,新北市,2013/10/08,土城,3.9,0.59,-,35.8,74,59,37.0,25.5,6.69,18.8,2.247,0.292,1.96,1.23,28.33,75.21,71.0
480,新北市,2013/10/08,林口,5.4,0.4,-,37.9,65,56,42.0,18.45,2.73,15.72,-,-,-,1.58,26.19,80.63,61.0
481,新北市,2013/10/08,萬里,4.3,0.21,-,35.5,72,81,25.0,9.93,1.42,8.51,-,-,-,1.94,26.26,84.73,76.0
482,新北市,2013/10/07,板橋,4.8,0.97,-,12.1,27,43,24.0,46.75,17.83,28.92,2.662,0.495,2.17,0.93,27.11,77.73,43.0
483,新北市,2013/10/07,三重,4.3,2.46,-,-,-,58,29.0,138.51,101.92,36.59,3.441,1.077,2.37,-,27.32,78.68,54.0
484,新北市,2013/10/07,菜寮,3.2,0.97,-,12.1,28,38,23.0,46.94,20.86,26.09,-,-,-,1.61,26.93,77.29,38.0
485,新北市,2013/10/07,永和,3.1,1.35,-,9.4,21,37,24.0,50.04,24.79,25.25,2.589,0.547,2.04,-,27.31,82.61,37.0
486,新北市,2013/10/07,新莊,6.4,0.89,-,16.3,35,43,31.0,42.65,14.41,28.24,-,-,-,1.58,26.57,83.22,43.0
487,新北市,2013/10/07,新店,2.8,0.57,-,16.8,32,30,13.0,25.52,8.66,16.86,-,-,-,1.26,27.29,77.1,33.0
488,新北市,2013/10/07,淡水,2.8,0.61,-,15.5,31,41,23.0,26.43,8.63,17.8,-,-,-,-,-,-,41.0
489,新北市,2013/10/07,汐止,4.8,0.43,-,11.7,22,34,16.0,32.46,13.38,19.08,-,-,-,1.24,26.46,86.48,34.0
490,新北市,2013/10/07,土城,2.6,0.86,-,16.0,40,43,22.0,43.53,21.62,21.91,2.518,0.48,2.04,0.82,27.03,81.32,45.0
491,新北市,2013/10/07,林口,3.8,0.46,-,20.8,37,38,26.0,25.34,5.71,19.63,-,-,-,1.71,25.91,79.51,44.0
492,新北市,2013/10/07,萬里,2.1,0.16,-,22.6,26,63,15.0,-,-,-,-,-,-,2.3,25.47,85.06,56.0
493,新北市,2013/10/06,板橋,2.1,0.31,-,22.3,30,27,10.0,16.32,7.15,9.17,1.975,0.128,1.85,4.34,25.9,83.31,30.0
494,新北市,2013/10/06,三重,2.4,0.97,-,-,-,42,17.0,71.62,52.61,19.01,2.219,0.339,1.88,-,25.24,87.79,42.0
495,新北市,2013/10/06,菜寮,1.9,0.3,-,24.6,33,29,15.0,13.81,5.05,8.8,-,-,-,4.55,25.33,85.1,32.0
496,新北市,2013/10/06,永和,1.3,0.47,-,19.5,27,23,14.0,20.38,9.61,10.77,1.919,0.131,1.79,-,25.38,91.29,23.0
497,新北市,2013/10/06,新莊,2.3,0.19,-,25.9,34,26,16.0,11.17,2.93,8.24,-,-,-,5.25,25.2,91.25,34.0
498,新北市,2013/10/06,新店,1.0,0.18,-,27.8,32,18,5.0,7.0,1.27,5.72,-,-,-,3.4,25.53,84.88,31.0
499,新北市,2013/10/06,淡水,1.2,0.16,-,27.6,32,35,15.0,4.19,1.59,2.58,-,-,-,-,-,-,35.0
500,新北市,2013/10/06,汐止,2.9,0.19,-,23.4,30,19,7.0,7.95,1.52,6.44,-,-,-,3.15,25.31,88.74,28.0
501,新北市,2013/10/06,土城,1.7,0.26,-,23.3,31,28,11.0,11.5,5.48,6.03,1.978,0.1,1.88,3.22,26.06,85.23,30.0
502,新北市,2013/10/06,林口,0.4,0.16,-,25.7,34,26,12.0,7.54,1.08,6.44,-,-,-,2.78,23.53,92.88,33.0
503,新北市,2013/10/06,萬里,1.3,0.12,-,29.1,34,36,8.0,4.11,0.98,3.12,-,-,-,5.79,25.34,83.57,36.0
504,新北市,2013/10/05,板橋,1.8,0.41,-,37.0,43,48,24.0,15.68,2.55,13.13,2.082,0.18,1.9,2.92,24.88,84.7,48.0
505,新北市,2013/10/05,三重,2.2,1.06,-,-,-,56,29.0,85.97,50.61,35.36,2.257,0.36,1.9,-,24.67,85.55,53.0
506,新北市,2013/10/05,菜寮,1.6,0.29,-,43.4,45,44,25.0,10.32,1.11,9.21,-,-,-,2.73,24.48,85.24,44.0
507,新北市,2013/10/05,永和,2.4,1.22,-,16.8,19,42,30.0,54.05,24.52,29.53,2.31,0.393,1.92,-,24.61,92.84,42.0
508,新北市,2013/10/05,新莊,1.9,0.24,-,45.1,48,43,28.0,11.77,1.92,9.84,-,-,-,5.47,24.38,90.77,44.0
509,新北市,2013/10/05,新店,1.7,0.5,-,27.6,31,38,20.0,21.32,2.39,18.91,-,-,-,1.33,24.22,89.01,38.0
510,新北市,2013/10/05,淡水,1.2,0.22,-,49.4,55,59,27.0,5.12,1.84,3.28,-,-,-,-,-,-,54.0
511,新北市,2013/10/05,汐止,2.3,0.21,-,43.8,49,46,22.0,8.03,0.83,7.17,-,-,-,1.7,24.85,87.48,46.0
512,新北市,2013/10/05,土城,0.6,0.44,-,29.0,40,49,26.0,20.03,6.36,13.67,2.119,0.182,1.94,1.77,24.73,88.89,49.0
513,新北市,2013/10/05,林口,1.9,0.15,-,51.4,56,51,27.0,4.56,1.13,3.43,-,-,-,2.66,22.73,92.93,50.0
514,新北市,2013/10/05,萬里,2.0,0.15,-,54.2,58,93,24.0,3.14,0.66,2.51,-,-,-,9.71,25.32,81.76,72.0
515,新北市,2013/10/04,板橋,3.9,0.77,-,24.8,39,55,23.0,37.61,8.18,29.41,2.371,0.414,1.96,1.52,24.71,67.38,52.0
516,新北市,2013/10/04,三重,3.4,1.73,-,-,-,72,29.0,132.72,87.29,45.43,2.635,0.681,1.95,-,24.95,65.67,61.0
517,新北市,2013/10/04,菜寮,1.9,0.54,-,34.8,45,46,21.0,24.68,3.98,20.7,-,-,-,1.49,24.52,65.48,46.0
518,新北市,2013/10/04,永和,2.0,1.27,-,16.0,24,48,22.0,53.15,23.22,29.93,2.368,0.445,1.92,-,24.49,75.31,48.0
519,新北市,2013/10/04,新莊,3.6,0.61,-,28.2,42,49,27.0,29.78,4.46,25.32,-,-,-,2.13,23.9,73.02,49.0
520,新北市,2013/10/04,新店,1.0,0.42,-,30.0,42,43,18.0,17.92,3.04,14.87,-,-,-,1.88,23.94,72.97,43.0
521,新北市,2013/10/04,淡水,2.1,0.23,-,47.5,52,46,22.0,7.3,1.48,5.82,-,-,-,-,-,-,49.0
522,新北市,2013/10/04,汐止,2.0,0.23,-,44.2,46,44,18.0,13.13,2.93,10.2,-,-,-,1.44,24.58,71.11,44.0
523,新北市,2013/10/04,土城,1.7,0.65,-,19.7,38,53,26.0,-,-,-,2.271,0.337,1.94,1.19,24.01,76.76,52.0
524,新北市,2013/10/04,林口,1.4,0.15,-,51.4,54,46,22.0,7.17,1.94,5.24,-,-,-,2.81,22.11,78.19,50.0
525,新北市,2013/10/04,萬里,1.8,0.14,-,57.7,60,88,17.0,2.61,0.21,2.52,-,-,-,9.38,24.5,68.94,69.0
526,新北市,2013/10/03,板橋,4.4,0.75,-,20.7,36,67,37.0,33.72,3.99,29.73,2.452,0.4,2.05,1.63,23.98,68.01,58.0
527,新北市,2013/10/03,三重,1.0,1.74,-,-,-,88,40.0,121.74,77.27,44.47,2.683,0.648,2.03,-,24.1,67.85,69.0
528,新北市,2013/10/03,菜寮,2.4,0.65,-,29.9,35,62,35.0,26.77,3.05,23.7,-,-,-,1.82,23.6,68.03,56.0
529,新北市,2013/10/03,永和,1.8,1.0,-,25.5,35,59,34.0,38.72,14.82,23.89,2.2,0.319,1.88,-,23.79,75.65,54.0
530,新北市,2013/10/03,新莊,3.8,0.7,-,24.6,36,65,43.0,33.45,6.01,27.45,-,-,-,2.11,22.89,73.77,58.0
531,新北市,2013/10/03,新店,0.7,0.42,-,37.9,48,60,32.0,16.75,3.02,13.73,-,-,-,1.77,23.53,71.58,55.0
532,新北市,2013/10/03,淡水,1.8,0.31,-,44.7,49,64,36.0,9.63,1.31,8.32,-,-,-,-,-,-,57.0
533,新北市,2013/10/03,汐止,3.3,0.34,-,35.7,42,59,29.0,19.94,2.94,17.0,-,-,-,1.32,23.41,73.96,54.0
534,新北市,2013/10/03,土城,-,-,-,23.2,41,70,41.0,-,-,-,2.303,0.319,1.98,1.25,23.41,76.06,60.0
535,新北市,2013/10/03,林口,1.4,0.25,-,54.3,72,65,40.0,6.8,1.2,5.59,-,-,-,2.86,21.86,74.96,70.0
536,新北市,2013/10/03,萬里,2.2,0.2,-,61.1,76,109,33.0,3.94,1.17,2.77,-,-,-,9.98,24.24,66.38,80.0
537,新北市,2013/10/02,板橋,2.1,0.51,-,46.7,71,56,32.0,19.72,2.25,17.47,2.12,0.202,1.92,1.94,26.68,62.61,63.0
538,新北市,2013/10/02,三重,3.8,1.41,-,-,-,77,41.0,111.43,62.51,48.92,2.534,0.518,2.02,-,26.73,63.11,64.0
539,新北市,2013/10/02,菜寮,2.8,0.47,-,49.5,73,55,35.0,18.56,3.24,15.32,-,-,-,2.03,26.3,62.72,64.0
540,新北市,2013/10/02,永和,2.4,0.99,-,36.1,59,56,35.0,32.58,9.16,23.42,2.24,0.328,1.91,-,26.27,71.81,53.0
541,新北市,2013/10/02,新莊,3.2,0.46,-,47.2,73,62,40.0,22.98,3.01,19.97,-,-,-,3.69,25.85,68.5,63.0
542,新北市,2013/10/02,新店,1.8,0.46,-,44.3,74,55,31.0,15.57,2.36,13.21,-,-,-,1.96,25.87,69.5,64.0
543,新北市,2013/10/02,淡水,2.6,0.4,-,54.2,81,58,36.0,10.72,1.78,8.93,-,-,-,-,-,-,71.0
544,新北市,2013/10/02,汐止,3.1,0.31,-,53.0,73,51,30.0,15.61,2.32,13.28,-,-,-,1.53,25.68,73.7,65.0
545,新北市,2013/10/02,土城,-,0.4,-,31.7,24,58,33.0,17.41,6.79,10.62,2.161,0.198,1.96,1.29,26.55,67.27,58.0
546,新北市,2013/10/02,林口,2.4,0.24,-,63.7,84,54,37.0,6.74,1.27,5.48,-,-,-,2.61,24.01,74.57,72.0
547,新北市,2013/10/02,萬里,2.3,0.22,-,70.5,87,84,29.0,4.34,0.89,3.45,-,-,-,7.51,25.32,70.33,79.0
548,新北市,2013/10/01,板橋,2.6,0.54,-,29.2,35,34,17.0,22.27,3.35,18.91,2.089,0.227,1.86,1.98,26.93,76.04,38.0
549,新北市,2013/10/01,三重,2.9,1.71,-,-,-,50,22.0,93.22,56.74,36.48,2.685,0.688,2.0,-,27.26,73.9,50.0
550,新北市,2013/10/01,菜寮,0.6,0.43,-,34.1,40,28,17.0,14.23,2.25,11.98,-,-,-,2.12,26.81,73.3,38.0
551,新北市,2013/10/01,永和,1.3,0.72,-,29.1,32,33,16.0,25.73,9.26,16.47,2.046,0.213,1.83,-,26.47,84.78,33.0
552,新北市,2013/10/01,新莊,2.4,0.42,-,32.8,36,36,19.0,18.4,2.83,15.57,-,-,-,2.89,26.64,76.36,40.0
553,新北市,2013/10/01,新店,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-,-,35.0
554,新北市,2013/10/01,淡水,1.6,0.24,-,40.9,47,32,17.0,5.96,1.82,4.12,-,-,-,-,-,-,44.0
555,新北市,2013/10/01,汐止,2.7,0.25,-,36.1,44,30,15.0,13.55,1.83,11.74,-,-,-,1.63,25.73,86.12,42.0
556,新北市,2013/10/01,土城,2.0,0.36,-,34.5,40,34,16.0,12.92,1.75,11.18,2.003,0.133,1.87,1.16,26.81,81.72,36.0
557,新北市,2013/10/01,林口,1.6,0.23,-,37.9,44,32,21.0,8.31,1.75,6.55,-,-,-,2.17,24.33,86.57,41.0
558,新北市,2013/10/01,萬里,2.1,0.17,-,50.9,53,78,13.0,5.1,1.32,3.78,-,-,-,5.12,25.53,81.88,64.0
559,臺中市,2013/10/31,西屯,3.2,0.53,-,32.9,66,73,47.0,31.74,7.16,24.58,2.328,0.415,1.91,2.52,24.45,69.06,72.0
560,臺中市,2013/10/31,忠明,3.6,0.69,-,33.7,72,74,45.0,35.0,5.29,29.71,2.281,0.334,1.95,1.43,24.92,64.61,83.0
561,臺中市,2013/10/31,豐原,3.3,0.37,-,44.1,66,51,30.0,12.79,1.91,10.87,1.965,0.153,1.81,1.81,23.09,65.03,68.0
562,臺中市,2013/10/31,沙鹿,3.7,0.41,-,33.9,47,77,55.0,19.62,1.91,17.71,-,-,-,3.36,24.09,70.51,66.0
563,臺中市,2013/10/31,大里,3.8,0.66,436.36,42.1,91,80,57.0,27.54,3.64,23.9,2.262,0.363,1.9,1.65,24.72,66.13,104.0
564,臺中市,2013/10/30,西屯,5.6,0.7,-,40.7,84,76,50.0,38.39,6.5,31.89,2.545,0.608,1.94,1.35,24.44,67.0,88.0
565,臺中市,2013/10/30,忠明,5.2,0.83,-,44.8,94,77,47.0,45.28,9.55,35.74,2.317,0.361,1.96,1.15,24.95,62.9,95.0
566,臺中市,2013/10/30,豐原,2.5,0.44,-,56.8,87,58,32.0,13.77,1.41,12.31,1.986,0.169,1.82,1.91,22.55,66.6,81.0
567,臺中市,2013/10/30,沙鹿,5.3,0.68,-,42.3,76,75,57.0,33.7,2.58,31.11,-,-,-,1.6,24.06,66.82,81.0
568,臺中市,2013/10/30,大里,6.2,0.82,448.33,41.8,96,83,56.0,37.52,7.47,30.04,2.369,0.455,1.91,1.3,24.55,64.78,100.0
569,臺中市,2013/10/29,西屯,4.4,0.54,-,29.1,71,59,34.0,36.15,11.35,24.79,2.338,0.414,1.92,1.74,23.29,72.19,75.0
570,臺中市,2013/10/29,忠明,3.7,0.66,-,33.2,77,59,34.0,38.3,10.63,27.67,2.275,0.348,1.93,1.35,23.77,67.17,88.0
571,臺中市,2013/10/29,豐原,2.9,0.42,-,46.0,83,56,29.0,14.96,2.4,12.56,1.965,0.157,1.81,2.11,21.44,69.82,91.0
572,臺中市,2013/10/29,沙鹿,4.0,0.49,-,32.2,67,60,42.0,28.49,4.7,23.79,-,-,-,2.12,22.66,73.34,82.0
573,臺中市,2013/10/29,大里,3.2,0.58,430.42,36.6,82,64,41.0,28.49,6.38,22.11,2.19,0.331,1.86,1.65,23.3,68.29,92.0
574,臺中市,2013/10/28,西屯,3.4,0.5,-,30.5,68,60,34.0,30.3,7.39,22.91,2.224,0.283,1.94,1.94,22.58,69.17,69.0
575,臺中市,2013/10/28,忠明,3.1,0.65,-,30.3,72,59,29.0,36.17,7.97,28.2,2.204,0.263,1.94,1.36,23.17,63.6,76.0
576,臺中市,2013/10/28,豐原,2.2,0.33,-,44.4,68,53,26.0,12.97,2.74,10.23,1.938,0.121,1.82,1.93,21.26,63.42,62.0
577,臺中市,2013/10/28,沙鹿,3.0,0.47,-,29.6,62,57,38.0,27.32,4.94,22.38,-,-,-,2.41,22.1,69.1,63.0
578,臺中市,2013/10/28,大里,2.5,0.6,428.82,37.3,81,63,41.0,26.82,4.01,22.81,2.102,0.269,1.83,1.46,22.88,64.02,84.0
579,臺中市,2013/10/27,西屯,2.1,0.35,-,42.6,67,61,37.0,17.43,1.96,15.47,2.0,0.171,1.83,2.06,21.77,61.4,69.0
580,臺中市,2013/10/27,忠明,2.5,0.5,-,41.4,71,56,34.0,23.78,3.29,20.49,1.997,0.133,1.86,1.37,22.3,58.11,72.0
581,臺中市,2013/10/27,豐原,2.6,0.32,-,47.4,66,53,25.0,9.37,1.15,8.21,1.899,0.086,1.81,1.84,20.85,58.18,68.0
582,臺中市,2013/10/27,沙鹿,2.2,0.33,-,45.2,61,52,38.0,13.47,1.05,12.39,-,-,-,3.15,20.9,63.43,62.0
583,臺中市,2013/10/27,大里,2.8,0.6,433.11,32.9,72,74,51.0,25.93,3.96,21.96,2.102,0.227,1.88,1.49,21.66,64.86,74.0
584,臺中市,2013/10/26,西屯,1.9,0.32,-,53.7,69,74,40.0,10.87,1.21,9.66,1.896,0.085,1.81,5.4,20.65,60.76,65.0
585,臺中市,2013/10/26,忠明,3.0,0.46,-,52.4,68,64,35.0,17.44,1.67,15.77,1.917,0.088,1.83,2.9,21.11,55.92,67.0
586,臺中市,2013/10/26,豐原,2.5,0.36,-,55.4,68,63,31.0,7.22,0.91,6.3,1.915,0.082,1.83,3.07,19.49,55.45,64.0
587,臺中市,2013/10/26,沙鹿,2.9,0.35,-,55.7,69,66,42.0,10.86,0.74,10.07,-,-,-,6.54,19.84,62.23,61.0
588,臺中市,2013/10/26,大里,3.1,0.47,417.38,49.4,68,71,43.0,18.15,0.8,17.38,1.947,0.134,1.81,2.97,21.5,54.65,66.0
589,臺中市,2013/10/25,西屯,-,-,-,-,60,92,40.0,-,-,-,-,-,-,-,-,-,71.0
590,臺中市,2013/10/25,忠明,4.2,0.44,-,54.5,64,93,41.0,17.83,2.66,15.17,1.917,0.088,1.83,3.57,21.82,54.89,72.0
591,臺中市,2013/10/25,豐原,2.9,0.34,-,56.3,63,87,36.0,7.51,1.51,6.0,1.9,0.07,1.83,3.35,20.04,56.37,68.0
592,臺中市,2013/10/25,沙鹿,3.7,0.35,-,59.5,66,96,54.0,11.13,1.47,9.65,-,-,-,8.21,20.68,58.64,73.0
593,臺中市,2013/10/25,大里,3.3,0.44,412.77,53.7,62,89,52.0,13.66,1.04,12.61,1.917,0.119,1.8,3.46,22.19,55.01,70.0
594,臺中市,2013/10/24,西屯,2.6,0.24,-,57.3,67,67,33.0,7.74,1.24,6.49,1.742,0.072,1.67,7.26,21.94,70.54,65.0
595,臺中市,2013/10/24,忠明,2.3,0.32,-,56.5,66,76,32.0,14.48,2.5,11.98,1.874,0.07,1.8,3.56,22.21,65.4,66.0
596,臺中市,2013/10/24,豐原,1.6,0.24,-,53.6,63,43,23.0,6.75,1.35,5.41,1.889,0.081,1.81,3.12,20.66,67.68,61.0
597,臺中市,2013/10/24,沙鹿,2.2,0.26,-,59.6,71,64,42.0,9.15,0.6,8.47,-,-,-,8.33,21.53,70.36,67.0
598,臺中市,2013/10/24,大里,2.1,0.31,409.27,52.1,57,50,31.0,11.91,1.99,9.91,1.863,0.081,1.78,3.87,22.56,63.87,56.0
599,臺中市,2013/10/23,西屯,2.2,0.24,-,56.9,69,59,33.0,8.28,0.53,7.68,1.796,0.092,1.7,5.88,22.9,69.72,64.0
600,臺中市,2013/10/23,忠明,2.0,0.34,-,55.6,68,58,33.0,14.65,1.97,12.67,1.886,0.083,1.8,2.98,23.19,63.94,64.0
601,臺中市,2013/10/23,豐原,1.8,0.3,-,49.5,66,61,29.0,8.69,0.93,7.74,1.913,0.105,1.81,2.41,21.16,67.24,61.0
602,臺中市,2013/10/23,沙鹿,2.2,0.26,-,60.2,72,65,39.0,9.63,0.88,8.74,-,-,-,7.39,22.35,71.44,66.0
603,臺中市,2013/10/23,大里,1.6,0.36,412.53,51.6,68,61,41.0,13.02,1.09,11.93,1.894,0.119,1.78,3.01,23.34,62.03,63.0
604,臺中市,2013/10/22,西屯,2.8,0.3,-,59.5,68,77,43.0,9.29,1.42,7.86,1.868,0.078,1.79,5.77,22.92,65.36,64.0
605,臺中市,2013/10/22,忠明,3.3,0.4,-,58.9,69,75,42.0,14.22,1.24,12.95,1.901,0.086,1.81,3.14,23.26,60.67,67.0
606,臺中市,2013/10/22,豐原,2.4,0.33,-,56.1,66,72,35.0,7.31,1.67,5.64,1.895,0.087,1.81,2.91,21.59,63.33,64.0
607,臺中市,2013/10/22,沙鹿,3.1,0.31,-,62.9,71,78,48.0,9.61,1.06,8.55,-,-,-,7.37,22.3,66.44,64.0
608,臺中市,2013/10/22,大里,2.4,0.42,412.28,54.7,67,78,45.0,13.81,2.42,11.4,1.898,0.095,1.8,3.2,23.64,60.21,67.0
609,臺中市,2013/10/21,西屯,2.1,0.24,-,50.9,62,49,26.0,8.56,1.92,6.65,1.831,0.06,1.77,5.44,24.12,66.53,58.0
610,臺中市,2013/10/21,忠明,1.8,0.3,-,48.9,61,40,23.0,13.78,2.0,11.77,1.864,0.07,1.8,2.84,24.48,62.01,59.0
611,臺中市,2013/10/21,豐原,2.1,0.23,-,47.1,56,43,18.0,5.78,0.45,5.28,1.854,0.067,1.79,2.58,22.97,65.31,52.0
612,臺中市,2013/10/21,沙鹿,2.3,0.22,-,53.7,62,51,32.0,8.92,1.19,7.73,-,-,-,6.67,23.49,67.98,55.0
613,臺中市,2013/10/21,大里,2.1,0.33,407.83,45.1,60,42,23.0,12.8,2.44,10.35,1.866,0.094,1.77,3.04,25.05,61.41,57.0
614,臺中市,2013/10/20,西屯,1.9,0.15,-,39.9,52,37,20.0,7.74,1.3,6.44,1.816,0.054,1.76,5.12,24.87,67.87,52.0
615,臺中市,2013/10/20,忠明,3.0,0.28,-,39.3,53,41,18.0,11.74,1.31,10.41,1.832,0.051,1.78,2.61,25.28,62.21,52.0
616,臺中市,2013/10/20,豐原,1.9,0.18,-,36.1,50,37,14.0,6.54,1.31,5.23,1.824,0.053,1.77,2.3,23.57,65.47,45.0
617,臺中市,2013/10/20,沙鹿,2.2,0.17,-,41.8,54,43,24.0,9.74,1.78,7.96,-,-,-,6.13,24.21,71.25,52.0
618,臺中市,2013/10/20,大里,2.5,0.28,411.03,34.6,53,38,19.0,13.94,2.18,11.76,1.862,0.082,1.78,2.66,25.58,62.61,49.0
619,臺中市,2013/10/19,西屯,2.3,0.23,-,30.9,52,37,20.0,13.05,1.93,11.12,1.873,0.088,1.79,3.21,25.09,70.33,56.0
620,臺中市,2013/10/19,忠明,2.7,0.36,-,30.7,56,32,17.0,19.26,3.17,16.09,1.92,0.101,1.82,1.66,25.5,65.66,65.0
621,臺中市,2013/10/19,豐原,2.2,0.25,-,32.9,53,41,16.0,9.98,1.97,8.02,1.902,0.119,1.78,1.96,24.0,69.33,54.0
622,臺中市,2013/10/19,沙鹿,2.3,0.19,-,31.3,49,31,20.0,11.08,1.05,10.02,-,-,-,4.49,24.41,73.11,49.0
