序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
556,臺中市,2008/08/26,沙鹿,5.1,0.23,-,25.9,47,32,16.0,13.13,3.52,9.61,-,-,-,-,29.06,-,70.65,59.0,-
557,臺中市,2008/08/26,大里,3.2,0.32,386.8,22.5,52,37,27.0,14.9,4.29,10.61,1.83,0.185,1.65,-,29.2,-,69.18,56.0,-
558,臺中市,2008/08/25,西屯,4.4,0.19,-,21.7,49,52,26.0,15.41,3.23,12.17,1.955,0.118,1.84,-,28.67,-,68.6,-,-
559,臺中市,2008/08/25,忠明,4.8,0.33,-,22.1,43,42,29.0,17.22,3.23,13.99,1.757,0.181,1.58,-,29.01,-,72.33,44.0,-
560,臺中市,2008/08/25,豐原,3.7,0.36,-,22.3,45,45,21.0,14.04,2.45,11.59,1.706,0.146,1.56,-,29.39,-,73.16,48.0,-
561,臺中市,2008/08/25,沙鹿,4.7,0.24,-,21.2,37,43,15.0,11.44,3.04,8.4,-,-,-,-,29.11,-,75.13,43.0,-
562,臺中市,2008/08/25,大里,2.8,0.3,382.57,26.2,52,42,32.0,11.46,3.4,8.07,1.751,0.13,1.62,-,29.4,-,74.96,51.0,-
563,臺中市,2008/08/24,西屯,3.1,0.16,-,21.7,38,39,23.0,10.41,1.96,8.4,1.856,0.041,1.82,-,28.96,-,68.03,-,-
564,臺中市,2008/08/24,忠明,3.4,0.25,-,20.3,37,36,23.0,13.17,2.43,10.75,1.61,0.119,1.49,-,29.22,-,71.39,39.0,-
565,臺中市,2008/08/24,豐原,3.3,0.34,-,21.9,40,37,17.0,10.56,2.15,8.41,1.57,0.08,1.49,-,29.52,-,71.56,46.0,-
566,臺中市,2008/08/24,沙鹿,4.7,0.27,-,22.8,35,44,13.0,9.78,2.47,7.31,-,-,-,-,29.45,-,75.55,44.0,-
567,臺中市,2008/08/24,大里,2.2,0.24,379.47,24.3,47,35,25.0,9.01,3.38,5.63,1.661,0.075,1.59,-,29.46,-,73.3,48.0,-
568,臺中市,2008/08/23,西屯,3.7,0.17,-,19.0,33,36,18.0,11.75,2.67,9.07,1.896,0.077,1.82,-,28.57,-,66.22,-,-
569,臺中市,2008/08/23,忠明,4.0,0.3,-,17.1,29,33,16.0,16.3,3.93,12.37,1.642,0.15,1.49,-,28.86,-,69.8,33.0,-
570,臺中市,2008/08/23,豐原,3.1,0.3,-,20.7,36,35,18.0,9.5,1.64,7.85,1.592,0.121,1.47,-,29.32,-,69.8,37.0,-
571,臺中市,2008/08/23,沙鹿,3.2,0.19,-,22.9,36,34,10.0,9.02,2.26,6.76,-,-,-,-,29.22,-,71.62,39.0,-
572,臺中市,2008/08/23,大里,1.4,0.24,373.7,19.5,34,33,19.0,8.56,3.0,5.56,1.695,0.112,1.58,-,29.29,-,71.57,34.0,-
573,臺中市,2008/08/22,西屯,2.7,0.19,-,17.8,28,102,16.0,13.89,3.28,10.61,1.89,0.078,1.81,-,28.71,-,57.66,-,-
574,臺中市,2008/08/22,忠明,2.8,0.37,-,18.5,30,64,17.0,16.6,4.19,12.41,1.724,0.198,1.53,-,29.11,-,62.89,57.0,-
575,臺中市,2008/08/22,豐原,2.6,0.33,-,19.9,34,46,14.0,11.45,2.38,9.06,1.688,0.164,1.52,-,29.34,-,65.78,46.0,-
576,臺中市,2008/08/22,沙鹿,3.5,0.2,-,23.5,35,58,7.0,10.01,2.94,7.07,-,-,-,-,29.57,-,61.79,54.0,-
577,臺中市,2008/08/22,大里,1.5,0.28,382.06,18.7,31,65,20.0,9.64,2.72,6.92,1.749,0.155,1.59,-,29.23,-,66.26,58.0,-
578,臺中市,2008/08/21,西屯,5.1,0.29,-,19.9,33,66,44.0,17.94,3.19,14.75,2.126,0.205,1.92,-,28.65,-,69.01,-,-
579,臺中市,2008/08/21,忠明,5.4,0.48,-,22.7,34,58,40.0,19.02,3.69,15.34,1.828,0.254,1.57,-,28.93,-,73.79,54.0,-
580,臺中市,2008/08/21,豐原,5.1,0.5,-,23.7,33,55,33.0,15.95,2.69,13.27,1.694,0.178,1.52,-,29.21,-,74.3,52.0,-
581,臺中市,2008/08/21,沙鹿,6.9,0.35,-,22.6,33,85,32.0,20.61,3.19,17.41,-,-,-,-,29.69,-,72.48,68.0,-
582,臺中市,2008/08/21,大里,4.0,0.46,395.22,22.5,39,61,46.0,15.88,3.52,12.36,1.902,0.237,1.67,-,29.04,-,78.47,56.0,-
583,臺中市,2008/08/20,西屯,3.6,0.27,-,29.4,54,44,30.0,17.95,3.52,14.42,2.107,0.178,1.93,-,28.81,-,70.14,-,-
584,臺中市,2008/08/20,忠明,4.0,0.37,-,28.2,49,42,31.0,18.54,1.95,16.57,1.811,0.231,1.58,-,29.31,-,73.8,49.0,-
585,臺中市,2008/08/20,豐原,3.8,0.33,-,28.8,48,45,30.0,12.31,1.8,10.5,1.67,0.156,1.52,-,29.33,-,77.95,48.0,-
586,臺中市,2008/08/20,沙鹿,5.1,0.25,-,29.0,50,40,18.0,10.1,1.58,8.49,-,-,-,-,29.68,-,75.29,55.0,-
587,臺中市,2008/08/20,大里,3.3,0.37,383.64,28.7,51,47,36.0,15.78,3.07,12.71,1.849,0.201,1.65,-,29.55,-,76.52,49.0,-
588,臺中市,2008/08/19,西屯,7.6,0.23,-,14.5,27,36,21.0,16.45,4.29,12.16,2.092,0.213,1.88,-,29.31,-,67.84,36.0,-
589,臺中市,2008/08/19,忠明,4.0,0.37,-,17.0,31,29,20.0,19.42,4.2,15.22,1.727,0.194,1.53,-,29.64,-,71.55,35.0,-
590,臺中市,2008/08/19,豐原,3.0,0.34,-,18.4,38,36,16.0,11.75,2.39,9.37,1.642,0.142,1.5,-,29.69,-,73.87,43.0,-
591,臺中市,2008/08/19,沙鹿,4.0,0.21,-,17.2,27,30,10.0,10.34,3.42,6.92,-,-,-,-,30.15,-,72.61,30.0,-
592,臺中市,2008/08/19,大里,3.3,0.31,379.87,17.0,34,31,22.0,14.45,4.92,9.54,1.764,0.16,1.6,-,29.89,-,74.16,38.0,-
593,臺中市,2008/08/18,西屯,7.3,0.18,-,15.5,31,38,24.0,14.37,4.07,10.29,2.143,0.19,1.95,-,29.11,-,68.98,38.0,-
594,臺中市,2008/08/18,忠明,3.9,0.3,-,16.2,29,32,23.0,16.41,3.74,12.67,1.734,0.232,1.5,-,29.42,-,71.96,34.0,-
595,臺中市,2008/08/18,豐原,4.7,0.43,-,12.4,28,36,18.0,17.86,4.51,13.34,1.649,0.142,1.51,-,29.36,-,74.53,36.0,-
596,臺中市,2008/08/18,沙鹿,9.1,0.41,-,14.3,23,40,13.0,18.3,3.88,14.42,-,-,-,-,29.83,-,73.57,40.0,-
597,臺中市,2008/08/18,大里,2.5,0.27,382.45,15.1,32,32,23.0,12.08,4.05,8.03,-,-,-,-,29.78,-,74.39,38.0,-
598,臺中市,2008/08/17,西屯,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,27.0,-
599,臺中市,2008/08/17,忠明,4.0,0.37,-,16.8,34,38,22.0,17.62,4.41,13.21,1.735,0.19,1.54,-,28.87,-,73.07,44.0,-
600,臺中市,2008/08/17,豐原,3.3,0.33,-,19.9,37,40,19.0,9.89,1.11,8.77,1.639,0.12,1.52,-,28.76,-,75.2,44.0,-
601,臺中市,2008/08/17,沙鹿,3.7,0.22,-,19.1,35,36,13.0,10.32,2.62,7.7,-,-,-,-,29.34,-,74.55,38.0,-
602,臺中市,2008/08/17,大里,2.0,0.27,385.87,18.9,39,38,22.0,9.45,3.04,6.41,1.714,0.102,1.61,-,29.0,-,76.31,50.0,-
603,臺中市,2008/08/16,西屯,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
604,臺中市,2008/08/16,忠明,3.0,0.33,-,19.0,29,33,19.0,16.73,5.21,11.52,1.687,0.172,1.52,-,29.14,-,68.72,33.0,-
605,臺中市,2008/08/16,豐原,2.3,0.28,-,22.8,35,36,17.0,7.18,1.69,5.48,1.613,0.106,1.51,-,29.14,-,70.49,37.0,-
606,臺中市,2008/08/16,沙鹿,3.5,0.26,-,20.7,31,36,13.0,10.16,2.17,7.99,-,-,-,-,29.43,-,71.62,36.0,-
607,臺中市,2008/08/16,大里,1.3,0.24,379.63,19.9,31,35,19.0,8.42,3.18,5.25,1.708,0.118,1.59,-,29.34,-,70.91,36.0,-
608,臺中市,2008/08/15,西屯,4.0,0.28,-,31.0,55,64,34.0,16.3,3.13,13.16,2.077,0.124,1.95,-,28.67,-,66.47,57.0,-
609,臺中市,2008/08/15,忠明,3.5,0.38,-,34.7,50,56,36.0,15.0,2.06,12.96,1.716,0.19,1.53,-,29.08,-,69.8,53.0,-
610,臺中市,2008/08/15,豐原,2.3,0.38,-,38.6,53,54,33.0,9.14,1.33,7.81,1.653,0.133,1.52,-,29.1,-,72.26,52.0,-
611,臺中市,2008/08/15,沙鹿,4.2,0.32,-,40.6,61,66,31.0,11.59,1.16,10.42,-,-,-,-,29.65,-,70.89,62.0,-
612,臺中市,2008/08/15,大里,2.0,0.34,383.49,36.1,53,64,35.0,8.89,2.65,6.24,1.8,0.16,1.64,-,29.15,-,72.85,57.0,-
613,臺中市,2008/08/14,西屯,3.9,0.29,-,29.5,54,46,28.0,17.34,2.48,14.86,2.125,0.161,1.96,-,28.81,-,63.11,56.0,-
614,臺中市,2008/08/14,忠明,2.9,0.53,-,28.1,51,43,25.0,19.89,2.07,17.82,1.913,0.278,1.64,-,29.31,-,66.91,53.0,-
615,臺中市,2008/08/14,豐原,2.5,0.5,-,34.0,58,46,24.0,12.67,1.95,10.72,1.803,0.219,1.58,-,29.57,-,67.68,61.0,-
616,臺中市,2008/08/14,沙鹿,4.5,0.32,-,35.2,58,47,22.0,12.47,1.4,11.04,-,-,-,-,29.83,-,68.75,58.0,-
617,臺中市,2008/08/14,大里,1.4,0.39,390.23,30.1,54,39,27.0,12.47,3.43,9.04,1.905,0.23,1.68,-,28.95,-,71.82,54.0,-
618,臺中市,2008/08/13,西屯,5.8,0.29,-,26.3,56,46,27.0,18.4,5.28,13.12,2.126,0.152,1.97,-,28.9,-,65.34,60.0,-
619,臺中市,2008/08/13,忠明,3.4,0.44,-,24.5,49,38,23.0,18.95,3.81,15.14,1.867,0.252,1.62,-,29.35,-,67.93,52.0,-
620,臺中市,2008/08/13,豐原,2.3,0.41,-,29.9,55,39,22.0,12.83,1.29,11.51,1.743,0.186,1.56,-,29.71,-,70.01,62.0,-
621,臺中市,2008/08/13,沙鹿,5.2,0.29,-,31.2,59,42,18.0,12.49,1.24,11.22,-,-,-,-,29.79,-,70.14,62.0,-
622,臺中市,2008/08/13,大里,1.7,0.3,387.49,26.0,50,37,25.0,10.98,3.34,7.64,1.862,0.213,1.65,-,29.26,-,70.97,51.0,-
623,臺中市,2008/08/12,西屯,4.2,0.19,-,19.3,37,34,20.0,14.99,4.66,10.33,2.062,0.164,1.9,-,28.58,-,66.26,41.0,-
624,臺中市,2008/08/12,忠明,3.2,0.28,-,21.2,37,24,18.0,15.37,3.66,11.7,1.732,0.177,1.56,-,29.05,-,69.16,41.0,-
625,臺中市,2008/08/12,豐原,2.5,0.36,-,22.9,42,32,12.0,11.21,1.88,9.32,1.701,0.184,1.52,-,29.19,-,70.42,45.0,-
626,臺中市,2008/08/12,沙鹿,4.0,0.25,-,23.1,39,23,9.0,12.37,3.32,9.05,-,-,-,-,29.31,-,71.16,48.0,-
627,臺中市,2008/08/12,大里,2.0,0.32,384.64,21.9,42,27,16.0,11.09,3.88,7.2,1.816,0.173,1.64,-,29.23,-,71.96,42.0,-
628,臺中市,2008/08/11,西屯,4.7,0.31,-,23.7,39,41,24.0,20.69,4.49,16.2,2.108,0.159,1.95,-,27.88,-,69.03,45.0,-
629,臺中市,2008/08/11,忠明,3.5,0.48,-,23.5,34,32,23.0,20.18,3.68,16.5,1.922,0.263,1.66,-,28.17,-,72.66,39.0,-
630,臺中市,2008/08/11,豐原,3.2,0.39,-,29.3,48,38,18.0,13.17,2.61,10.56,1.704,0.15,1.55,-,28.24,-,73.7,67.0,-
631,臺中市,2008/08/11,沙鹿,4.5,0.3,-,29.8,47,38,15.0,13.63,2.25,11.37,-,-,-,-,28.81,-,72.4,50.0,-
632,臺中市,2008/08/11,大里,2.0,0.39,388.62,28.4,45,38,23.0,12.11,3.43,8.68,1.842,0.197,1.65,-,27.77,-,78.75,53.0,-
633,臺中市,2008/08/10,西屯,6.9,0.34,-,39.1,63,55,36.0,15.38,1.5,13.89,2.115,0.091,2.03,-,27.77,-,66.44,68.0,-
634,臺中市,2008/08/10,忠明,5.5,0.46,-,41.3,67,49,42.0,18.61,1.86,16.75,1.74,0.177,1.56,-,28.24,-,69.3,73.0,-
635,臺中市,2008/08/10,豐原,3.2,0.38,-,46.8,74,51,40.0,9.31,1.0,8.3,1.718,0.093,1.63,-,28.29,-,71.5,71.0,-
636,臺中市,2008/08/10,沙鹿,5.7,0.37,-,44.7,66,56,32.0,13.26,1.27,11.99,-,-,-,-,28.73,-,70.1,64.0,-
637,臺中市,2008/08/10,大里,2.0,0.34,389.09,46.0,76,51,38.0,9.94,2.14,7.8,1.789,0.122,1.67,-,27.73,-,75.92,84.0,-
638,臺中市,2008/08/09,西屯,4.4,0.27,-,31.8,53,48,35.0,15.63,2.59,13.04,2.109,0.152,1.96,-,28.0,-,67.03,51.0,-
639,臺中市,2008/08/09,忠明,3.5,0.37,-,32.2,50,46,37.0,17.07,2.37,14.7,1.746,0.181,1.57,-,28.49,-,69.57,50.0,-
640,臺中市,2008/08/09,豐原,2.2,0.37,-,35.4,51,51,33.0,10.35,1.41,8.96,1.722,0.108,1.62,-,28.44,-,72.41,50.0,-
641,臺中市,2008/08/09,沙鹿,3.8,0.34,-,30.2,49,53,29.0,14.25,1.83,12.4,-,-,-,-,28.37,-,74.17,52.0,-
642,臺中市,2008/08/09,大里,1.9,0.35,383.06,37.6,61,50,38.0,12.17,2.69,9.48,1.855,0.146,1.71,-,28.63,-,72.93,62.0,-
643,臺中市,2008/08/08,西屯,4.1,0.24,-,30.1,51,39,24.0,13.4,2.19,11.2,2.089,0.193,1.9,-,27.64,-,71.89,62.0,-
644,臺中市,2008/08/08,忠明,2.8,0.39,-,22.8,24,36,25.0,16.69,2.73,13.96,1.771,0.226,1.55,-,27.55,-,76.43,36.0,-
645,臺中市,2008/08/08,豐原,2.8,0.4,-,32.9,51,42,26.0,11.39,1.5,9.9,1.739,0.144,1.6,-,28.37,-,75.86,57.0,-
646,臺中市,2008/08/08,沙鹿,3.7,0.28,-,32.8,54,49,23.0,10.98,1.58,9.39,-,-,-,-,28.09,-,78.83,75.0,-
647,臺中市,2008/08/08,大里,1.5,0.34,378.92,36.4,56,38,29.0,12.26,3.18,9.09,1.78,0.144,1.64,-,28.44,-,75.53,64.0,-
648,臺中市,2008/08/07,西屯,4.2,0.3,-,22.4,45,34,21.0,20.18,7.92,12.26,2.198,0.272,1.93,-,27.1,-,73.69,52.0,-
649,臺中市,2008/08/07,忠明,3.5,0.43,-,20.2,40,34,25.0,18.32,4.24,14.08,1.795,0.263,1.53,-,27.61,-,75.84,46.0,-
650,臺中市,2008/08/07,豐原,3.1,0.4,-,17.3,35,37,18.0,16.03,3.8,12.23,1.72,0.192,1.53,-,27.68,-,78.07,41.0,-
651,臺中市,2008/08/07,沙鹿,5.5,0.34,-,22.7,47,37,18.0,16.22,4.11,12.11,-,-,-,-,27.87,-,77.52,54.0,-
652,臺中市,2008/08/07,大里,2.4,0.4,389.61,20.4,46,36,24.0,15.88,5.35,10.53,1.846,0.244,1.6,-,27.73,-,79.64,51.0,-
653,臺中市,2008/08/06,西屯,3.2,0.38,-,27.3,58,33,21.0,21.41,7.93,13.48,2.289,0.301,1.99,-,27.43,-,71.7,66.0,-
654,臺中市,2008/08/06,忠明,3.0,0.58,-,25.3,52,32,22.0,24.31,7.5,16.81,1.93,0.339,1.59,-,28.01,-,73.7,60.0,-
655,臺中市,2008/08/06,豐原,2.1,0.41,-,28.3,53,37,19.0,11.05,2.7,8.35,1.732,0.175,1.56,-,28.33,-,73.42,66.0,-
656,臺中市,2008/08/06,沙鹿,3.9,0.36,-,34.6,67,36,19.0,14.22,2.43,11.79,-,-,-,-,28.45,-,73.92,76.0,-
657,臺中市,2008/08/06,大里,1.6,0.37,393.22,26.2,53,31,22.0,11.83,2.74,9.09,1.848,0.265,1.58,-,27.89,-,77.58,53.0,-
658,臺中市,2008/08/05,西屯,6.0,0.41,-,22.1,41,48,30.0,22.47,4.63,17.84,2.214,0.306,1.91,-,27.12,-,76.66,55.0,-
659,臺中市,2008/08/05,忠明,5.6,0.57,-,20.9,38,42,33.0,26.57,4.78,21.79,1.907,0.361,1.55,-,27.37,-,79.53,50.0,-
660,臺中市,2008/08/05,豐原,3.9,0.61,-,24.3,45,52,34.0,17.94,3.0,14.93,1.816,0.237,1.58,-,27.69,-,80.5,67.0,-
661,臺中市,2008/08/05,沙鹿,5.2,0.38,-,22.3,33,49,25.0,18.11,2.92,15.17,-,-,-,-,27.82,-,80.55,49.0,-
662,臺中市,2008/08/05,大里,3.5,0.52,394.77,23.0,45,55,40.0,16.69,4.04,12.65,1.891,0.317,1.57,-,27.42,-,84.0,52.0,-
663,臺中市,2008/08/04,西屯,6.5,0.39,-,33.9,61,74,52.0,20.99,3.49,17.49,2.269,0.278,1.99,-,28.23,-,73.37,62.0,-
664,臺中市,2008/08/04,忠明,5.0,0.55,-,31.0,58,72,55.0,23.41,2.52,20.88,1.965,0.313,1.65,-,28.62,-,77.13,61.0,-
665,臺中市,2008/08/04,豐原,3.6,0.5,-,32.7,56,65,49.0,16.13,1.49,14.63,1.839,0.194,1.65,-,28.96,-,77.37,61.0,-
666,臺中市,2008/08/04,沙鹿,6.3,0.33,-,38.5,57,79,42.0,13.05,1.15,11.89,-,-,-,-,28.9,-,78.62,64.0,-
667,臺中市,2008/08/04,大里,3.7,0.57,398.24,33.2,64,76,60.0,18.5,3.21,15.29,1.917,0.289,1.63,-,28.57,-,81.68,81.0,-
668,臺中市,2008/08/03,西屯,4.0,0.26,-,34.9,50,49,35.0,12.6,1.97,10.63,1.956,0.107,1.85,-,28.21,-,68.53,49.0,-
669,臺中市,2008/08/03,忠明,4.5,0.37,-,28.7,47,49,39.0,15.45,1.42,14.03,1.74,0.167,1.57,-,28.73,-,72.43,49.0,-
670,臺中市,2008/08/03,豐原,3.5,0.31,-,28.7,43,48,32.0,13.42,2.2,11.22,1.636,0.093,1.54,-,28.63,-,75.35,48.0,-
671,臺中市,2008/08/03,沙鹿,4.0,0.27,-,42.2,54,57,33.0,7.59,0.89,6.66,-,-,-,-,28.97,-,74.79,54.0,-
672,臺中市,2008/08/03,大里,3.0,0.37,384.95,31.4,56,54,41.0,13.53,2.25,11.27,1.785,0.173,1.61,-,28.82,-,76.44,64.0,-
673,臺中市,2008/08/02,西屯,3.4,0.34,-,24.5,44,43,-,24.16,11.14,13.02,2.294,0.293,2.0,-,28.42,-,64.96,46.0,-
674,臺中市,2008/08/02,忠明,3.7,0.41,-,23.2,46,40,29.0,22.1,5.3,16.8,1.898,0.268,1.63,-,29.01,-,68.72,46.0,-
675,臺中市,2008/08/02,豐原,2.7,0.37,-,21.8,43,45,27.0,16.79,3.93,12.87,1.776,0.171,1.61,-,28.87,-,71.5,45.0,-
676,臺中市,2008/08/02,沙鹿,2.4,0.23,-,28.6,42,35,20.0,9.41,1.83,7.58,-,-,-,-,28.99,-,71.12,37.0,-
677,臺中市,2008/08/02,大里,2.3,0.48,399.9,27.5,61,50,35.0,19.34,4.74,14.59,2.011,0.282,1.73,-,29.07,-,72.08,62.0,-
678,臺中市,2008/08/01,西屯,3.6,0.42,-,21.8,54,42,-,24.96,9.85,15.11,2.321,0.326,2.0,-,27.82,-,71.52,74.0,-
679,臺中市,2008/08/01,忠明,4.1,0.52,-,23.9,52,45,33.0,24.01,5.21,18.8,2.024,0.353,1.67,-,28.54,-,72.69,71.0,-
680,臺中市,2008/08/01,豐原,4.1,0.45,-,22.6,45,45,25.0,17.79,3.35,14.44,1.738,0.175,1.56,-,28.56,-,73.59,59.0,-
681,臺中市,2008/08/01,沙鹿,3.8,0.35,-,26.8,51,41,22.0,15.28,2.64,12.64,-,-,-,-,28.86,-,72.83,76.0,-
682,臺中市,2008/08/01,大里,2.9,0.51,399.43,25.6,58,51,33.0,19.39,4.35,15.04,1.957,0.322,1.64,-,28.25,-,77.57,80.0,-
683,臺南市,2008/08/31,新營,2.5,0.25,-,26.5,42,49,32.0,9.18,1.07,8.1,2.294,0.082,2.21,-,28.41,-,74.52,49.0,-
684,臺南市,2008/08/31,善化,3.2,0.18,376.12,29.8,45,48,30.0,10.46,3.57,6.88,-,-,-,-,28.92,-,76.94,48.0,-
685,臺南市,2008/08/31,安南,2.5,0.19,-,31.3,40,47,31.0,7.86,2.49,5.37,1.634,0.065,1.62,-,30.15,-,76.14,47.0,-
686,臺南市,2008/08/31,臺南,2.7,0.2,-,39.2,50,37,33.0,5.26,1.17,4.09,1.97,0.202,1.77,-,28.26,-,77.88,46.0,-
687,臺南市,2008/08/30,新營,2.6,0.22,-,40.1,54,49,29.0,7.68,1.01,6.67,2.044,0.048,2.0,-,28.74,-,78.69,51.0,-
688,臺南市,2008/08/30,善化,2.2,0.17,369.41,37.7,54,43,28.0,7.05,0.79,6.24,-,-,-,-,30.14,-,77.76,53.0,-
689,臺南市,2008/08/30,安南,2.1,0.17,-,37.5,48,41,28.0,-,-,-,1.619,0.011,1.62,-,30.52,-,79.91,47.0,-
690,臺南市,2008/08/30,臺南,2.8,0.25,-,44.7,54,37,32.0,7.58,1.16,6.41,2.028,0.242,1.79,-,28.94,-,80.06,51.0,-
691,臺南市,2008/08/29,新營,4.0,0.26,-,33.7,53,59,35.0,11.35,1.72,9.63,2.146,0.088,2.06,-,28.49,-,79.85,62.0,-
692,臺南市,2008/08/29,善化,4.3,0.23,379.25,33.7,51,58,39.0,10.43,2.83,7.59,-,-,-,-,29.93,-,78.2,56.0,-
693,臺南市,2008/08/29,安南,3.4,0.26,-,23.4,33,58,34.0,-,-,-,1.858,0.167,1.69,-,30.18,-,80.58,54.0,-
694,臺南市,2008/08/29,臺南,4.4,0.35,-,29.8,42,51,36.0,14.19,1.47,12.72,2.259,0.354,1.91,-,28.69,-,81.14,50.0,-
695,臺南市,2008/08/28,新營,3.9,0.25,-,42.7,59,76,51.0,12.18,1.47,10.7,2.233,0.113,2.12,-,28.08,-,81.64,67.0,-
696,臺南市,2008/08/28,善化,5.3,0.25,384.24,40.8,64,72,46.0,11.02,2.79,8.23,-,-,-,-,29.16,-,81.37,71.0,-
697,臺南市,2008/08/28,安南,4.3,0.25,-,40.3,55,64,40.0,11.27,1.66,9.61,1.797,0.101,1.7,-,29.87,-,80.73,57.0,-
698,臺南市,2008/08/28,臺南,4.5,0.35,-,49.2,63,55,38.0,10.16,1.1,9.06,2.199,0.305,1.89,-,28.56,-,80.31,62.0,-
699,臺南市,2008/08/27,新營,3.8,0.24,-,37.3,64,46,31.0,11.93,2.41,9.51,2.234,0.078,2.16,-,28.41,-,74.22,71.0,-
700,臺南市,2008/08/27,善化,4.3,0.19,392.54,34.9,60,45,28.0,11.75,4.79,6.96,-,-,-,-,29.1,-,77.16,61.0,-
701,臺南市,2008/08/27,安南,3.1,0.22,-,30.4,51,45,26.0,14.27,5.84,8.43,1.887,0.171,1.72,-,30.16,-,74.11,57.0,-
702,臺南市,2008/08/27,臺南,4.3,0.25,-,37.7,57,31,22.0,12.34,3.97,8.38,2.212,0.329,1.88,-,28.78,-,73.28,60.0,-
703,臺南市,2008/08/26,新營,2.9,0.23,-,18.7,32,40,22.0,11.23,3.15,8.07,2.17,0.081,2.09,-,28.36,-,71.29,40.0,-
704,臺南市,2008/08/26,善化,3.5,0.2,391.22,19.7,37,38,18.0,13.9,5.46,8.44,-,-,-,-,28.66,-,77.25,45.0,-
705,臺南市,2008/08/26,安南,3.1,0.21,-,17.6,29,35,21.0,13.93,5.72,8.21,1.837,0.194,1.64,-,30.06,-,74.0,35.0,-
706,臺南市,2008/08/26,臺南,3.4,0.23,-,20.2,30,24,22.0,11.36,1.85,9.52,2.148,0.294,1.85,-,28.5,-,74.68,28.0,-
707,臺南市,2008/08/25,新營,3.6,0.27,-,23.2,42,39,24.0,10.57,2.36,8.21,2.206,0.108,2.1,-,28.66,-,74.84,42.0,-
708,臺南市,2008/08/25,善化,3.5,0.24,389.13,23.2,46,43,27.0,13.08,5.35,7.73,-,-,-,-,29.09,-,79.45,49.0,-
709,臺南市,2008/08/25,安南,3.3,0.19,-,22.0,38,34,18.0,8.9,2.8,6.1,1.678,0.098,1.58,-,30.45,-,74.65,40.0,-
710,臺南市,2008/08/25,臺南,3.1,0.23,-,25.9,38,26,23.0,7.79,1.53,6.24,2.037,0.222,1.82,-,28.54,-,77.4,41.0,-
711,臺南市,2008/08/24,新營,3.4,0.23,-,23.4,40,40,21.0,9.35,2.15,7.2,2.057,0.066,1.99,-,28.93,-,75.59,47.0,-
712,臺南市,2008/08/24,善化,3.8,0.19,379.48,25.4,48,42,26.0,9.46,2.94,6.52,-,-,-,-,29.42,-,79.53,56.0,-
713,臺南市,2008/08/24,安南,2.7,0.18,-,18.7,30,38,18.0,9.7,2.84,6.86,1.67,0.067,1.6,-,30.47,-,76.71,38.0,-
714,臺南市,2008/08/24,臺南,3.4,0.2,-,22.5,33,29,23.0,9.42,2.46,6.95,2.088,0.23,1.86,-,28.58,-,79.93,34.0,-
715,臺南市,2008/08/23,新營,2.6,0.24,-,23.4,34,37,18.0,8.85,2.45,6.4,2.011,0.09,1.92,-,28.22,-,77.07,37.0,-
716,臺南市,2008/08/23,善化,4.2,0.18,372.83,22.1,34,41,19.0,10.43,2.56,7.87,-,-,-,-,29.16,-,79.11,41.0,-
717,臺南市,2008/08/23,安南,4.2,0.22,-,14.3,21,42,18.0,11.87,3.11,8.75,1.744,0.145,1.6,-,30.04,-,78.68,42.0,-
718,臺南市,2008/08/23,臺南,3.7,0.22,-,19.6,28,34,25.0,11.12,3.92,7.2,2.086,0.242,1.85,-,28.16,-,83.42,34.0,-
719,臺南市,2008/08/22,新營,2.3,0.2,-,24.1,30,27,17.0,6.66,1.78,4.88,1.921,0.059,1.86,-,27.1,-,75.24,28.0,-
720,臺南市,2008/08/22,善化,3.6,0.14,366.03,25.7,33,34,-,6.75,2.34,4.4,-,-,-,-,28.09,-,78.48,34.0,-
721,臺南市,2008/08/22,安南,3.5,0.29,-,19.2,26,41,17.0,12.85,3.87,8.98,1.821,0.228,1.59,-,28.95,-,76.34,41.0,-
722,臺南市,2008/08/22,臺南,3.9,0.26,-,23.4,31,36,21.0,10.4,2.18,8.22,2.108,0.262,1.85,-,27.59,-,78.22,36.0,-
723,臺南市,2008/08/21,新營,2.7,0.24,-,27.9,41,57,30.0,9.57,1.74,7.83,2.217,0.077,2.14,-,28.22,-,75.32,54.0,-
724,臺南市,2008/08/21,善化,4.8,0.17,387.37,25.6,42,58,33.0,10.63,3.7,6.93,-,-,-,-,29.42,-,75.37,54.0,-
