序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","平均風速 WS_HR (m/sec)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
581,臺中市,2008/04/16,西屯,6.4,0.57,-,24.8,46,59,35.0,38.59,16.08,22.51,2.501,0.412,2.09,-,26.63,-,61.79,54.0,-
582,臺中市,2008/04/16,忠明,4.1,0.58,-,26.0,49,51,30.0,31.24,8.37,22.87,2.192,0.393,1.8,-,27.41,-,63.62,59.0,-
583,臺中市,2008/04/16,豐原,3.5,0.55,-,27.8,56,58,29.0,23.32,3.28,20.03,1.996,0.289,1.71,-,28.28,-,67.32,56.0,-
584,臺中市,2008/04/16,沙鹿,3.1,0.52,-,31.6,53,90,33.0,21.01,2.43,18.59,-,-,-,-,27.08,-,67.02,70.0,-
585,臺中市,2008/04/16,大里,3.7,0.52,432.73,29.1,56,48,31.0,23.38,5.58,17.8,2.03,0.263,1.77,-,27.15,-,67.28,66.0,-
586,臺中市,2008/04/15,西屯,5.4,0.56,-,23.0,43,72,43.0,31.73,5.37,26.36,2.305,0.299,2.01,-,24.92,-,64.41,61.0,-
587,臺中市,2008/04/15,忠明,4.6,0.75,-,27.3,51,74,48.0,37.55,8.17,29.38,2.301,0.448,1.85,-,25.31,-,68.44,62.0,-
588,臺中市,2008/04/15,豐原,4.3,0.66,-,26.6,51,77,42.0,31.24,7.6,23.64,2.143,0.355,1.79,-,26.41,-,72.24,64.0,-
589,臺中市,2008/04/15,沙鹿,4.6,0.54,-,33.6,63,115,41.0,23.59,2.2,21.39,-,-,-,-,24.59,-,74.24,82.0,-
590,臺中市,2008/04/15,大里,4.7,0.75,432.32,27.3,59,75,53.0,36.27,7.58,28.69,2.352,0.436,1.92,-,25.67,-,69.05,77.0,-
591,臺中市,2008/04/14,西屯,3.5,0.47,-,33.4,60,80,49.0,22.36,2.86,19.5,2.176,0.21,1.97,-,23.09,-,68.65,65.0,-
592,臺中市,2008/04/14,忠明,3.6,0.67,-,18.3,32,78,48.0,28.42,4.4,24.02,2.142,0.308,1.83,-,23.41,-,72.05,64.0,-
593,臺中市,2008/04/14,豐原,3.9,0.55,-,26.2,59,75,43.0,24.67,4.02,20.65,2.015,0.236,1.78,-,24.53,-,75.63,68.0,-
594,臺中市,2008/04/14,沙鹿,3.9,0.42,-,42.0,70,110,41.0,16.89,0.87,15.98,-,-,-,-,22.56,-,74.51,80.0,-
595,臺中市,2008/04/14,大里,3.5,0.72,425.06,31.7,68,81,54.0,33.0,5.41,27.6,2.196,0.343,1.85,-,24.11,-,72.41,73.0,-
596,臺中市,2008/04/13,西屯,-,-,-,-,39,-,-,-,-,-,-,-,-,-,-,-,-,48.0,-
597,臺中市,2008/04/13,忠明,3.2,0.56,-,19.9,44,67,47.0,28.08,6.07,22.01,2.112,0.26,1.85,-,23.3,-,77.23,58.0,-
598,臺中市,2008/04/13,豐原,3.4,0.5,-,17.5,38,66,39.0,22.33,4.37,17.96,2.0,0.183,1.82,-,24.33,-,80.14,58.0,-
599,臺中市,2008/04/13,沙鹿,3.2,0.44,-,30.0,48,108,44.0,15.63,1.05,14.55,-,-,-,-,22.85,-,78.35,79.0,-
600,臺中市,2008/04/13,大里,2.5,0.64,426.41,25.9,59,64,50.0,28.48,5.17,23.32,2.075,0.255,1.82,-,23.81,-,79.04,70.0,-
601,臺中市,2008/04/12,西屯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
602,臺中市,2008/04/12,忠明,3.1,0.63,-,23.4,36,70,48.0,26.82,3.06,23.75,2.105,0.287,1.82,-,23.67,-,77.75,60.0,-
603,臺中市,2008/04/12,豐原,3.2,0.56,-,20.0,28,71,40.0,24.71,4.09,20.61,2.009,0.234,1.78,-,24.38,-,82.28,60.0,-
604,臺中市,2008/04/12,沙鹿,2.2,0.4,-,36.1,44,111,41.0,15.53,1.04,14.49,-,-,-,-,23.17,-,80.54,80.0,-
605,臺中市,2008/04/12,大里,2.6,0.69,424.57,26.5,48,74,50.0,31.33,4.85,26.48,2.126,0.308,1.82,-,24.13,-,79.64,62.0,-
606,臺中市,2008/04/11,西屯,5.9,0.6,-,35.9,73,93,55.0,37.54,11.82,25.72,2.309,0.318,1.99,-,24.18,-,69.81,73.0,-
607,臺中市,2008/04/11,忠明,5.5,0.73,-,30.1,62,87,36.0,36.51,6.71,29.8,2.224,0.392,1.83,-,24.23,-,74.03,74.0,-
608,臺中市,2008/04/11,豐原,4.4,0.73,-,32.5,72,95,58.0,31.97,3.66,28.3,2.213,0.357,1.86,-,25.01,-,78.46,72.0,-
609,臺中市,2008/04/11,沙鹿,3.9,0.47,-,45.9,82,110,42.0,18.19,0.89,17.31,-,-,-,-,23.61,-,73.81,89.0,-
610,臺中市,2008/04/11,大里,5.7,0.78,429.27,28.9,60,84,59.0,40.62,10.15,30.46,2.193,0.387,1.81,-,24.19,-,78.1,75.0,-
611,臺中市,2008/04/10,西屯,5.6,0.58,-,21.3,49,66,37.0,34.63,11.26,23.38,2.28,0.321,1.96,-,25.6,-,63.84,59.0,-
612,臺中市,2008/04/10,忠明,4.1,0.76,-,20.0,48,61,6.0,34.41,7.52,26.9,2.225,0.42,1.81,-,26.37,-,66.5,59.0,-
613,臺中市,2008/04/10,豐原,4.3,0.64,-,21.3,41,67,40.0,27.11,4.6,22.52,2.159,0.372,1.79,-,27.42,-,71.06,58.0,-
614,臺中市,2008/04/10,沙鹿,4.1,0.47,-,23.7,47,77,30.0,21.68,2.03,19.63,-,-,-,-,25.54,-,67.13,64.0,-
615,臺中市,2008/04/10,大里,3.8,0.7,424.06,24.2,57,63,42.0,35.65,8.86,26.78,2.181,0.395,1.79,-,26.33,-,69.2,66.0,-
616,臺中市,2008/04/09,西屯,5.0,0.45,-,8.3,17,52,30.0,34.66,14.49,20.17,2.196,0.252,1.94,-,25.75,-,66.61,51.0,-
617,臺中市,2008/04/09,忠明,3.1,0.57,-,8.8,18,19,21.0,27.85,8.87,18.98,2.059,0.306,1.75,-,26.68,-,64.94,28.0,-
618,臺中市,2008/04/09,豐原,3.5,0.45,-,9.9,16,42,22.0,19.11,2.92,16.17,2.007,0.324,1.68,-,27.84,-,65.19,42.0,-
619,臺中市,2008/04/09,沙鹿,4.3,0.37,-,11.3,19,52,19.0,20.29,3.99,16.31,-,-,-,-,26.88,-,65.83,51.0,-
620,臺中市,2008/04/09,大里,2.8,0.46,411.43,12.6,26,41,24.0,21.33,6.76,14.58,1.96,0.288,1.67,-,26.44,-,68.34,41.0,-
621,臺中市,2008/04/08,西屯,5.2,0.34,-,15.2,36,50,30.0,22.7,6.53,16.17,2.393,0.302,2.09,-,26.11,-,67.37,50.0,-
622,臺中市,2008/04/08,忠明,3.1,0.54,-,15.3,36,8,26.0,24.04,6.54,17.5,2.043,0.269,1.77,-,26.67,-,69.19,51.0,-
623,臺中市,2008/04/08,豐原,3.7,0.48,-,21.4,42,53,26.0,21.5,5.08,16.42,2.023,0.283,1.74,-,28.11,-,68.58,59.0,-
624,臺中市,2008/04/08,沙鹿,4.2,0.37,-,17.8,32,56,24.0,16.59,4.24,12.35,-,-,-,-,26.87,-,69.83,53.0,-
625,臺中市,2008/04/08,大里,2.7,0.46,419.79,-,20,44,29.0,19.46,6.27,13.19,1.996,0.142,1.85,-,26.75,-,72.06,44.0,-
626,臺中市,2008/04/07,西屯,3.4,0.37,-,20.0,44,59,33.0,22.42,5.57,16.85,2.176,0.173,2.0,-,26.69,-,62.72,54.0,-
627,臺中市,2008/04/07,忠明,2.3,0.58,-,18.3,37,32,32.0,23.04,4.92,18.11,2.01,0.234,1.78,-,27.2,-,65.59,37.0,-
628,臺中市,2008/04/07,豐原,3.1,0.52,-,19.7,44,58,29.0,19.13,2.39,16.73,2.005,0.276,1.73,-,27.89,-,66.89,54.0,-
629,臺中市,2008/04/07,沙鹿,3.8,0.41,-,32.1,62,79,32.0,15.62,2.37,13.23,-,-,-,-,27.39,-,65.72,76.0,-
630,臺中市,2008/04/07,大里,1.8,0.53,418.9,24.3,48,51,37.0,18.96,4.87,14.1,1.977,0.219,1.76,-,27.21,-,67.9,50.0,-
631,臺中市,2008/04/06,西屯,2.8,0.4,-,25.9,52,63,40.0,18.22,4.71,13.52,2.095,0.119,1.98,-,25.08,-,70.28,62.0,-
632,臺中市,2008/04/06,忠明,2.8,0.55,-,25.2,51,64,41.0,21.07,3.83,17.23,1.99,0.202,1.79,-,25.47,-,72.26,60.0,-
633,臺中市,2008/04/06,豐原,3.5,0.52,-,31.1,58,72,42.0,17.73,2.09,15.64,1.949,0.239,1.71,-,25.74,-,72.87,62.0,-
634,臺中市,2008/04/06,沙鹿,4.1,0.51,-,26.4,46,97,40.0,16.9,2.64,14.27,-,-,-,-,25.56,-,73.94,74.0,-
635,臺中市,2008/04/06,大里,2.4,0.53,426.24,31.8,62,65,49.0,17.35,2.46,14.89,1.993,0.167,1.83,-,25.4,-,76.29,73.0,-
636,臺中市,2008/04/05,西屯,4.4,0.61,-,27.8,51,84,55.0,24.13,3.46,20.65,2.283,0.232,2.05,-,24.31,-,68.71,67.0,-
637,臺中市,2008/04/05,忠明,3.5,0.86,-,25.6,52,82,63.0,32.99,7.41,25.58,2.207,0.323,1.88,-,24.63,-,71.2,66.0,-
638,臺中市,2008/04/05,豐原,3.0,0.72,-,28.9,56,87,52.0,22.48,3.05,19.43,1.999,0.222,1.78,-,24.36,-,75.15,68.0,-
639,臺中市,2008/04/05,沙鹿,5.6,0.77,-,26.8,44,134,57.0,27.57,4.65,22.93,-,-,-,-,23.91,-,75.88,92.0,-
640,臺中市,2008/04/05,大里,2.4,0.8,438.69,28.9,64,91,73.0,29.74,4.55,25.19,2.116,0.309,1.81,-,24.36,-,77.83,73.0,-
641,臺中市,2008/04/04,西屯,3.3,0.71,-,39.1,77,95,67.0,26.41,4.14,22.27,2.214,0.204,2.01,-,22.11,-,74.97,77.0,-
642,臺中市,2008/04/04,忠明,2.7,0.95,-,47.3,84,96,76.0,39.96,11.27,28.69,2.376,0.417,1.96,-,22.16,-,78.5,85.0,-
643,臺中市,2008/04/04,豐原,3.5,0.97,-,45.6,75,107,69.0,41.17,15.01,26.16,2.247,0.358,1.89,-,21.91,-,82.51,82.0,-
644,臺中市,2008/04/04,沙鹿,2.3,0.79,-,39.8,75,140,66.0,21.18,1.71,19.48,-,-,-,-,21.35,-,82.0,95.0,-
645,臺中市,2008/04/04,大里,4.1,0.99,441.42,45.2,97,98,85.0,48.3,15.94,32.36,2.353,0.399,1.95,-,22.49,-,81.8,97.0,-
646,臺中市,2008/04/03,西屯,2.5,0.8,-,17.4,27,61,39.0,36.12,6.88,29.23,2.376,0.327,2.05,-,19.24,-,77.12,56.0,-
647,臺中市,2008/04/03,忠明,4.2,1.1,-,16.6,22,62,41.0,51.19,18.79,32.38,2.544,0.628,1.92,-,19.11,-,80.72,56.0,-
648,臺中市,2008/04/03,豐原,4.7,1.16,-,11.2,15,64,37.0,53.58,23.04,30.55,2.342,0.48,1.86,-,18.8,-,84.78,57.0,-
649,臺中市,2008/04/03,沙鹿,4.5,0.76,-,22.3,38,72,38.0,36.57,9.55,27.0,-,-,-,-,17.91,-,82.47,61.0,-
650,臺中市,2008/04/03,大里,4.5,1.39,444.87,13.4,28,73,60.0,72.19,31.06,41.13,2.751,0.748,2.0,-,20.05,-,81.77,62.0,-
651,臺中市,2008/04/02,西屯,1.5,0.51,-,31.2,52,44,32.0,24.45,4.31,20.13,2.193,0.19,2.0,-,20.34,-,78.23,58.0,-
652,臺中市,2008/04/02,忠明,3.0,0.79,-,23.4,52,47,35.0,44.25,16.05,28.2,2.419,0.471,1.95,-,20.32,-,81.61,70.0,-
653,臺中市,2008/04/02,豐原,2.7,0.72,-,20.7,41,47,26.0,28.45,6.2,22.25,2.048,0.283,1.77,-,20.15,-,84.52,50.0,-
654,臺中市,2008/04/02,沙鹿,3.3,0.5,-,32.5,49,48,24.0,19.37,1.6,17.74,-,-,-,-,19.64,-,83.77,50.0,-
655,臺中市,2008/04/02,大里,3.6,1.55,463.26,28.1,73,63,-,83.44,45.88,37.57,3.001,0.906,2.1,-,20.64,-,-,92.0,-
656,臺中市,2008/04/01,西屯,2.9,0.95,-,11.0,21,35,25.0,72.31,35.98,36.33,2.606,0.56,2.05,-,16.42,-,87.42,35.0,-
657,臺中市,2008/04/01,忠明,3.4,1.31,-,5.8,13,35,29.0,81.01,41.48,39.52,2.849,0.815,2.03,-,16.22,-,89.9,35.0,-
658,臺中市,2008/04/01,豐原,3.6,1.18,-,4.6,11,41,22.0,75.62,38.45,37.17,2.603,0.695,1.91,-,16.08,-,92.07,41.0,-
659,臺中市,2008/04/01,沙鹿,2.6,0.68,-,13.3,26,37,20.0,43.26,11.47,31.79,-,-,-,-,15.46,-,90.41,37.0,-
660,臺中市,2008/04/01,大里,3.6,1.63,459.89,7.0,12,48,-,102.55,60.14,42.42,3.113,1.022,2.09,-,16.13,-,-,48.0,-
661,臺南市,2008/04/30,新營,5.1,0.51,-,28.8,36,91,46.0,22.84,2.3,20.54,2.359,0.195,2.17,-,25.45,-,78.48,70.0,-
662,臺南市,2008/04/30,善化,5.4,0.39,404.99,37.1,64,74,48.0,15.66,2.26,13.41,-,-,-,-,27.53,-,79.62,70.0,-
663,臺南市,2008/04/30,安南,4.7,0.4,-,34.7,57,65,42.0,18.45,6.03,12.43,2.089,0.183,1.91,-,27.98,-,69.14,63.0,-
664,臺南市,2008/04/30,臺南,5.5,0.56,-,44.0,65,57,42.0,17.96,0.9,17.03,2.375,0.388,1.99,-,27.03,-,73.36,72.0,-
665,臺南市,2008/04/29,新營,5.3,0.59,-,38.7,66,111,61.0,27.2,3.6,23.58,2.435,0.248,2.19,-,25.15,-,73.16,80.0,-
666,臺南市,2008/04/29,善化,5.4,0.54,417.01,41.2,72,85,66.0,21.22,2.47,18.75,-,-,-,-,26.32,-,80.0,68.0,-
667,臺南市,2008/04/29,安南,4.8,0.57,-,40.0,72,99,67.0,24.39,7.02,17.37,2.292,0.301,1.99,-,26.59,-,65.15,74.0,-
668,臺南市,2008/04/29,臺南,6.8,0.75,-,47.2,77,87,75.0,25.79,1.31,24.51,2.617,0.509,2.11,-,25.8,-,72.69,69.0,-
669,臺南市,2008/04/28,新營,3.8,0.55,-,46.4,59,117,67.0,21.24,0.71,20.52,2.317,0.164,2.15,-,22.94,-,76.53,84.0,-
670,臺南市,2008/04/28,善化,4.7,0.48,409.48,40.1,49,93,68.0,21.58,4.09,17.49,-,-,-,-,23.46,-,83.54,72.0,-
671,臺南市,2008/04/28,安南,4.8,0.54,-,38.2,49,99,64.0,23.35,6.06,17.29,2.201,0.253,1.95,-,24.19,-,72.48,74.0,-
672,臺南市,2008/04/28,臺南,5.9,0.72,-,46.4,58,89,69.0,25.61,0.77,24.85,2.543,0.475,2.07,-,23.26,-,75.49,70.0,-
673,臺南市,2008/04/27,新營,5.2,0.49,-,53.7,79,117,65.0,17.4,0.74,16.64,2.354,0.12,2.23,-,24.67,-,63.66,84.0,-
674,臺南市,2008/04/27,善化,4.6,0.42,406.85,51.0,82,95,60.0,15.85,2.26,13.59,-,-,-,-,25.29,-,71.34,77.0,-
675,臺南市,2008/04/27,安南,4.8,0.46,-,51.4,75,100,61.0,15.75,5.12,10.62,2.108,0.182,1.93,-,26.76,-,62.15,75.0,-
676,臺南市,2008/04/27,臺南,4.8,0.61,-,61.8,82,94,64.0,18.5,0.48,17.99,2.366,0.36,2.01,-,25.28,-,61.64,73.0,-
677,臺南市,2008/04/26,新營,5.5,0.51,-,63.3,102,131,73.0,20.87,1.15,19.69,2.306,0.154,2.15,-,24.13,-,58.88,98.0,-
678,臺南市,2008/04/26,善化,7.3,0.44,403.19,63.1,105,112,74.0,17.58,2.2,15.38,-,-,-,-,24.94,-,68.32,104.0,-
679,臺南市,2008/04/26,安南,8.0,0.5,-,59.5,97,114,70.0,20.0,5.38,14.62,2.136,0.215,1.92,-,26.05,-,56.11,93.0,-
680,臺南市,2008/04/26,臺南,9.0,0.65,-,70.3,106,106,74.0,21.31,0.67,20.59,2.406,0.383,2.02,-,24.53,-,58.54,102.0,-
681,臺南市,2008/04/25,新營,5.8,0.49,-,52.6,86,109,59.0,23.06,2.01,21.06,2.222,0.152,2.07,-,21.83,-,59.43,87.0,-
682,臺南市,2008/04/25,善化,7.6,0.49,402.23,48.2,89,111,74.0,24.62,2.96,21.66,-,-,-,-,22.95,-,68.26,95.0,-
683,臺南市,2008/04/25,安南,8.2,0.53,-,43.8,80,108,67.0,26.55,6.1,20.45,2.168,0.253,1.92,-,23.84,-,56.15,91.0,-
684,臺南市,2008/04/25,臺南,8.6,0.79,-,49.2,87,106,72.0,31.53,1.89,29.59,2.57,0.509,2.06,-,22.38,-,60.31,94.0,-
685,臺南市,2008/04/24,新營,4.8,0.61,-,43.1,49,134,74.0,20.53,0.61,19.96,2.205,0.153,2.05,-,20.28,-,64.64,92.0,-
686,臺南市,2008/04/24,善化,7.3,0.58,402.15,40.7,50,127,86.0,24.74,2.51,22.23,-,-,-,-,21.5,-,72.12,88.0,-
687,臺南市,2008/04/24,安南,7.2,0.61,-,40.1,51,129,84.0,25.25,6.74,18.51,2.131,0.216,1.92,-,22.3,-,60.49,90.0,-
688,臺南市,2008/04/24,臺南,7.2,0.76,-,44.4,56,120,91.0,25.76,1.32,24.39,2.51,0.446,2.06,-,21.14,-,63.88,85.0,-
689,臺南市,2008/04/23,新營,5.0,0.57,-,41.5,75,122,55.0,21.19,1.61,19.56,2.219,0.167,2.05,-,23.58,-,66.42,86.0,-
690,臺南市,2008/04/23,善化,6.2,0.52,416.56,43.2,82,117,57.0,21.99,3.42,18.57,-,-,-,-,25.18,-,72.99,84.0,-
691,臺南市,2008/04/23,安南,6.9,0.51,-,40.5,78,130,56.0,22.15,6.62,15.52,2.107,0.204,1.9,-,26.17,-,60.37,90.0,-
692,臺南市,2008/04/23,臺南,6.9,0.63,-,45.6,85,103,56.0,21.96,2.3,19.97,2.419,0.386,2.03,-,24.84,-,65.8,85.0,-
693,臺南市,2008/04/22,新營,4.4,0.39,-,32.2,61,60,30.0,25.97,8.4,17.57,2.237,0.166,2.07,-,26.37,-,70.53,66.0,-
694,臺南市,2008/04/22,善化,4.1,0.3,427.29,35.3,66,50,20.0,16.0,3.29,12.71,-,-,-,-,27.14,-,79.66,76.0,-
695,臺南市,2008/04/22,安南,5.6,0.37,-,29.7,59,54,28.0,24.76,9.63,15.13,2.146,0.217,1.93,-,28.38,-,64.64,61.0,-
696,臺南市,2008/04/22,臺南,5.7,0.49,-,35.7,63,40,30.0,21.02,3.25,18.87,2.397,0.396,2.0,-,26.91,-,72.53,65.0,-
697,臺南市,2008/04/21,新營,4.5,0.45,-,26.2,43,78,41.0,18.29,1.28,16.98,2.2,0.174,2.03,-,26.87,-,75.81,64.0,-
698,臺南市,2008/04/21,善化,3.6,0.29,421.17,23.0,32,55,30.0,12.01,2.19,9.82,-,-,-,-,27.81,-,82.47,52.0,-
699,臺南市,2008/04/21,安南,4.8,0.37,-,20.4,36,57,32.0,19.84,7.23,12.61,1.954,0.161,1.79,-,29.18,-,70.99,64.0,-
700,臺南市,2008/04/21,臺南,4.7,0.45,-,29.9,40,49,32.0,14.8,1.14,13.61,2.217,0.318,1.9,-,27.58,-,77.62,50.0,-
701,臺南市,2008/04/20,新營,5.6,0.44,-,46.8,77,93,45.0,13.19,0.91,12.27,2.193,0.108,2.09,-,26.54,-,75.83,73.0,-
702,臺南市,2008/04/20,善化,5.7,0.39,419.0,42.0,78,74,47.0,14.27,2.54,11.73,-,-,-,-,27.56,-,81.18,81.0,-
703,臺南市,2008/04/20,安南,5.2,0.42,-,37.7,68,68,43.0,14.46,6.21,8.24,1.996,0.159,1.84,-,28.94,-,69.1,88.0,-
704,臺南市,2008/04/20,臺南,6.0,0.48,-,46.0,73,64,43.0,13.8,1.02,12.74,2.26,0.306,1.95,-,27.01,-,75.81,90.0,-
705,臺南市,2008/04/19,新營,5.8,0.53,-,46.9,90,97,53.0,24.66,4.39,20.25,2.247,0.171,2.08,-,25.12,-,72.63,95.0,-
706,臺南市,2008/04/19,善化,5.1,0.45,420.71,41.4,76,90,57.0,20.02,3.13,16.89,-,-,-,-,25.87,-,81.86,79.0,-
707,臺南市,2008/04/19,安南,5.8,0.49,-,40.5,70,84,53.0,19.14,7.18,11.95,2.096,0.205,1.89,-,26.85,-,65.72,78.0,-
708,臺南市,2008/04/19,臺南,6.5,0.66,-,45.7,76,81,63.0,22.37,2.67,19.69,2.457,0.421,2.04,-,25.33,-,75.55,86.0,-
709,臺南市,2008/04/18,新營,4.6,0.63,-,31.9,61,101,51.0,30.93,4.65,26.28,2.312,0.199,2.11,-,23.03,-,81.32,76.0,-
710,臺南市,2008/04/18,善化,6.2,0.59,425.14,30.2,60,92,56.0,29.78,4.99,24.79,-,-,-,-,24.54,-,86.36,71.0,-
711,臺南市,2008/04/18,安南,6.1,0.62,-,29.1,56,95,58.0,30.53,10.32,20.21,2.241,0.27,1.97,-,25.31,-,67.36,72.0,-
712,臺南市,2008/04/18,臺南,6.2,0.8,-,35.3,64,89,69.0,31.29,3.88,27.45,2.655,0.515,2.14,-,24.17,-,80.51,70.0,-
713,臺南市,2008/04/17,新營,4.3,0.41,-,29.6,57,69,31.0,23.62,6.38,17.24,2.209,0.165,2.04,-,24.78,-,82.39,60.0,-
714,臺南市,2008/04/17,善化,4.0,0.35,412.52,27.5,52,58,34.0,17.11,2.38,14.72,-,-,-,-,25.94,-,86.82,54.0,-
715,臺南市,2008/04/17,安南,3.7,0.37,-,26.0,48,52,27.0,19.09,8.56,10.52,2.056,0.225,1.83,-,26.51,-,74.7,51.0,-
716,臺南市,2008/04/17,臺南,4.1,0.58,-,30.6,53,41,31.0,21.59,2.9,18.69,2.434,0.431,2.0,-,25.47,-,81.45,50.0,-
717,臺南市,2008/04/16,新營,4.2,0.48,-,38.9,79,82,46.0,22.55,5.44,17.1,2.322,0.199,2.12,-,26.62,-,69.14,73.0,-
718,臺南市,2008/04/16,善化,6.1,0.36,419.78,37.6,79,66,38.0,12.76,1.88,10.87,-,-,-,-,27.22,-,76.48,82.0,-
719,臺南市,2008/04/16,安南,5.2,0.44,-,32.9,74,70,43.0,23.9,9.47,14.42,2.114,0.291,1.82,-,28.29,-,64.92,85.0,-
720,臺南市,2008/04/16,臺南,5.3,0.57,-,40.0,89,64,47.0,19.37,1.77,17.59,2.372,0.401,1.97,-,26.9,-,70.7,94.0,-
721,臺南市,2008/04/15,新營,4.7,0.49,-,36.8,68,105,52.0,24.14,3.0,21.14,2.26,0.188,2.07,-,25.09,-,72.24,78.0,-
722,臺南市,2008/04/15,善化,6.1,0.45,405.98,32.5,65,95,54.0,-,-,-,-,-,-,-,26.11,-,78.02,72.0,-
723,臺南市,2008/04/15,安南,5.4,0.44,-,32.3,59,82,51.0,19.21,6.31,12.91,2.034,0.186,1.85,-,26.31,-,68.0,66.0,-
724,臺南市,2008/04/15,臺南,6.8,0.58,-,39.9,64,80,56.0,20.49,1.65,18.79,2.411,0.402,2.01,-,25.36,-,73.5,65.0,-
725,臺南市,2008/04/14,新營,4.8,0.44,-,35.8,58,104,-,19.33,1.94,17.37,2.151,0.112,2.04,-,24.05,-,72.73,77.0,-
726,臺南市,2008/04/14,善化,5.2,0.42,395.03,36.9,66,94,60.0,20.85,3.56,17.29,-,-,-,-,25.65,-,76.82,72.0,-
727,臺南市,2008/04/14,安南,4.1,0.44,-,34.7,58,83,51.0,17.18,7.09,10.09,2.004,0.164,1.84,-,25.67,-,69.56,66.0,-
728,臺南市,2008/04/14,臺南,5.7,0.58,-,41.0,65,76,59.0,20.2,1.84,18.35,2.345,0.354,1.99,-,24.93,-,72.17,63.0,-
729,臺南市,2008/04/13,新營,5.1,0.44,-,37.0,70,81,-,20.69,1.98,18.71,2.158,0.111,2.05,-,24.52,-,74.63,68.0,-
730,臺南市,2008/04/13,善化,5.5,0.39,392.77,38.4,72,72,64.0,18.51,3.68,14.83,-,-,-,-,25.83,-,79.77,71.0,-
731,臺南市,2008/04/13,安南,3.4,0.37,-,35.7,64,61,42.0,15.13,7.93,7.19,1.963,0.132,1.83,-,25.79,-,65.45,68.0,-
732,臺南市,2008/04/13,臺南,4.6,0.49,-,40.4,69,59,48.0,18.12,1.55,16.56,2.311,0.32,1.99,-,25.0,-,76.06,73.0,-
733,臺南市,2008/04/12,新營,3.5,0.44,-,35.5,61,97,48.0,16.3,1.23,15.04,2.178,0.12,2.06,-,24.56,-,75.95,74.0,-
734,臺南市,2008/04/12,善化,5.1,0.41,393.23,35.5,66,85,58.0,18.8,2.37,16.43,-,-,-,-,25.83,-,80.9,68.0,-
735,臺南市,2008/04/12,安南,4.6,0.44,-,31.7,58,82,54.0,19.23,7.8,11.43,2.058,0.19,1.87,-,25.88,-,73.61,66.0,-
736,臺南市,2008/04/12,臺南,4.9,0.61,-,38.0,65,80,63.0,22.46,1.22,21.24,2.43,0.408,2.02,-,25.1,-,77.14,65.0,-
737,臺南市,2008/04/11,新營,4.6,0.48,-,32.5,58,89,46.0,18.88,1.48,17.38,2.317,0.166,2.15,-,24.29,-,80.71,70.0,-
738,臺南市,2008/04/11,善化,4.3,0.34,385.58,37.6,61,-,52.0,15.2,2.68,12.52,-,-,-,-,25.63,-,85.61,62.0,-
739,臺南市,2008/04/11,安南,3.9,0.36,-,36.5,56,60,38.0,-,-,-,1.971,0.176,1.8,-,25.93,-,78.57,55.0,-
740,臺南市,2008/04/11,臺南,3.9,0.51,-,44.3,63,48,41.0,16.47,1.14,15.3,2.278,0.352,1.93,-,25.07,-,81.42,61.0,-
741,臺南市,2008/04/10,新營,4.1,0.42,-,26.4,43,73,33.0,16.26,1.81,14.4,2.367,0.177,2.19,-,26.4,-,72.18,62.0,-
742,臺南市,2008/04/10,善化,6.3,0.25,384.37,22.2,32,43,32.0,14.27,3.86,10.41,-,-,-,-,26.99,-,79.45,43.0,-
743,臺南市,2008/04/10,安南,3.1,0.36,-,21.8,31,46,26.0,17.65,4.12,13.53,2.02,0.272,1.75,-,27.91,-,72.13,46.0,-
744,臺南市,2008/04/10,臺南,2.8,0.42,-,25.9,33,34,26.0,15.4,2.11,13.3,2.194,0.331,1.86,-,26.9,-,75.94,34.0,-
745,臺南市,2008/04/09,新營,3.6,0.41,-,17.2,33,48,21.0,14.75,3.05,11.7,2.332,0.207,2.13,-,27.38,-,61.47,48.0,-
746,臺南市,2008/04/09,善化,4.7,0.3,384.1,11.0,20,42,20.0,17.55,4.34,13.21,-,-,-,-,27.44,-,72.18,42.0,-
747,臺南市,2008/04/09,安南,-,0.4,-,15.8,27,42,22.0,21.41,7.15,14.26,2.08,0.334,1.75,-,28.62,-,61.88,42.0,-
748,臺南市,2008/04/09,臺南,4.9,0.41,-,20.6,31,32,24.0,17.73,5.23,12.5,2.193,0.324,1.87,-,27.4,-,66.19,32.0,-
749,臺南市,2008/04/08,新營,4.2,0.41,-,22.1,41,58,27.0,13.14,2.53,10.62,2.362,0.163,2.2,-,27.07,-,68.18,54.0,-
